handle,item_code,name,dimension,product_group,unit,list_eur,eur_fob,cbm,cbm_method,landed_thb,landed_thb_raw,logistics_pct,logistics_clamp,retail_thb,retail_usd,retail_eur,retail_sgd,freight_thb,duty_thb,vat_thb
4soft-v3-02a-010,V3-02A-010,Humpy-bumpy 50 cm - UV colours - without graphics,3D,V-mobiliář,each,444.0,355.2,0.0,flat_uplift,24736.26,21835.94,0.8,floored,44113.0,1239.76,1065.6,1585.1,4809.828912000001,1855.22,1428.52
4soft-v3-02a-011,V3-02A-011,Humpy-bumpy 50 cm - UV teal,3D,V-mobiliář,each,444.0,355.2,0.0,flat_uplift,24736.26,21835.94,0.8,floored,44113.0,1239.76,1065.6,1585.1,4809.828912000001,1855.22,1428.52
4soft-v3-02b-001,V3-02B-001,Humpy-bumpy 50 cm - graphics on the top,3D,V-mobiliář,each,655.0,524.0,0.0,flat_uplift,32436.94,32212.93,0.6,floored,57845.88,1625.72,1397.33,2078.56,7095.5809400000035,2736.87,2107.39
4soft-v3-02c-001,V3-02C-001,Humpy-bumpy 50 cm - graphics on the bottom part,3D,V-mobiliář,each,595.0,476.0,0.0,flat_uplift,33148.82,29262.12,0.8,floored,59115.4,1661.4,1428.0,2124.18,6445.6040600000015,2486.16,1914.34
4soft-v3-02d-001,V3-02D-001,Humpy-bumpy 50 cm - graphics on the both sides,3D,V-mobiliář,each,684.0,547.2,0.0,flat_uplift,33873.08,33639.14,0.6,floored,60406.99,1697.69,1459.2,2170.59,7409.736432000005,2858.04,2200.69
4soft-v3-02d-002,V3-02D-002,Humpy-bumpy 50 cm with graphic - LadyBird,3D,V-mobiliář,each,684.0,547.2,0.0,flat_uplift,33873.08,33639.14,0.6,floored,60406.99,1697.69,1459.2,2170.59,7409.736432000005,2858.04,2200.69
4soft-v3-02d-003,V3-02D-003,Humpy-bumpy 50 cm with graphic - Turtle,3D,V-mobiliář,each,684.0,547.2,0.0,flat_uplift,33873.08,33639.14,0.6,floored,60406.99,1697.69,1459.2,2170.59,7409.736432000005,2858.04,2200.69
4soft-v3-11a-001,V3-11A-001,Humpy-bumpy seater 40 - without graphics - standard colours,3D,V-mobiliář,each,484.0,387.2,0.0,flat_uplift,26964.76,23803.14,0.8,floored,48087.16,1351.45,1161.6,1727.91,5243.146832,2022.36,1557.21
4soft-v3-11a-002,V3-11A-002,Humpy-bumpy seater 40 - without graphics - red,3D,V-mobiliář,each,484.0,387.2,0.0,flat_uplift,26964.76,23803.14,0.8,floored,48087.16,1351.45,1161.6,1727.91,5243.146832,2022.36,1557.21
4soft-v3-11a-011,V3-11A-011,Humpy-bumpy seater 40 - without graphics - UV colours,3D,V-mobiliář,each,533.0,426.4,0.0,flat_uplift,29694.66,26212.96,0.8,floored,52955.48,1488.28,1279.2,1902.84,5773.961284000001,2227.1,1714.87
4soft-v3-11a-012,V3-11A-012,Humpy-bumpy seater 40 - without graphics - UV yellow,3D,V-mobiliář,each,533.0,426.4,0.0,flat_uplift,29694.66,26212.96,0.8,floored,52955.48,1488.28,1279.2,1902.84,5773.961284000001,2227.1,1714.87
4soft-v3-11a-013,V3-11A-013,Humpy-bumpy seater 40 - without graphics - UV may green,3D,V-mobiliář,each,533.0,426.4,0.0,flat_uplift,29694.66,26212.96,0.8,floored,52955.48,1488.28,1279.2,1902.84,5773.961284000001,2227.1,1714.87
4soft-v3-11a-014,V3-11A-014,Humpy-bumpy seater 40 - without graphics - UV teal,3D,V-mobiliář,each,533.0,426.4,0.0,flat_uplift,29694.66,26212.96,0.8,floored,52955.48,1488.28,1279.2,1902.84,5773.961284000001,2227.1,1714.87
4soft-v3-11a-015,V3-11A-015,Humpy-bumpy seater 40 - without graphics - UV orange,3D,V-mobiliář,each,533.0,426.4,0.0,flat_uplift,29694.66,26212.96,0.8,floored,52955.48,1488.28,1279.2,1902.84,5773.961284000001,2227.1,1714.87
4soft-v3-11b-001,V3-11B-001,Humpy-bumpy seater 40 - with graphics on top,3D,V-mobiliář,each,570.0,456.0,0.0,flat_uplift,31756.01,28032.62,0.8,floored,56631.55,1591.59,1368.0,2034.93,6174.780360000001,2381.7,1833.91
4soft-v3-11b-002,V3-11B-002,Humpy-bumpy seater 40 - red + smiley on top,3D,V-mobiliář,each,570.0,456.0,0.0,flat_uplift,31756.01,28032.62,0.8,floored,56631.55,1591.59,1368.0,2034.93,6174.780360000001,2381.7,1833.91
4soft-v3-11c-001,V3-11C-001,Humpy-bumpy seater 40 - with graphics on side,3D,V-mobiliář,each,600.0,480.0,0.0,flat_uplift,33427.38,29508.02,0.8,floored,59612.16,1675.36,1440.0,2142.03,6499.768800000002,2507.05,1930.43
4soft-v3-11d-001,V3-11D-001,Humpy-bumpy seater 40 - with graphics on top + side,3D,V-mobiliář,each,696.0,556.8,0.0,flat_uplift,34467.35,34229.3,0.6,floored,61466.77,1727.48,1484.8,2208.67,7539.7318080000005,2908.18,2239.3
4soft-v3-11e-001,V3-11E-001,Humpy-bumpy seater 40 - without graphics - two colours,3D,V-mobiliář,each,533.0,426.4,0.0,flat_uplift,29694.66,26212.96,0.8,floored,52955.48,1488.28,1279.2,1902.84,5773.961284000001,2227.1,1714.87
4soft-v3-11e-002,V3-11E-002,Humpy-bumpy seater 40 - without graphics - rose + green,3D,V-mobiliář,each,533.0,426.4,0.0,flat_uplift,29694.66,26212.96,0.8,floored,52955.48,1488.28,1279.2,1902.84,5773.961284000001,2227.1,1714.87
4soft-v6-01a-001,V6-01A-001,Waste bin SOLO - without graphics (colours),3D,V-mobiliář,each,1969.0,1575.2,0.0,flat_uplift,97508.91,96835.48,0.6,floored,173890.89,4887.08,4200.53,6248.38,21330.074612000004,8227.31,6335.03
4soft-v6-01b-001,V6-01B-001,Waste bin SOLO - with easy graphics,3D,V-mobiliář,each,1969.0,1575.2,0.0,flat_uplift,97508.91,96835.48,0.6,floored,173890.89,4887.08,4200.53,6248.38,21330.074612000004,8227.31,6335.03
4soft-v6-01b-002,V6-01B-002,Waste bin SOLO - Eyes 1,3D,V-mobiliář,each,1969.0,1575.2,0.0,flat_uplift,97508.91,96835.48,0.6,floored,173890.89,4887.08,4200.53,6248.38,21330.074612000004,8227.31,6335.03
4soft-v6-01b-003,V6-01B-003,Waste bin SOLO - Eyes 2,3D,V-mobiliář,each,1969.0,1575.2,0.0,flat_uplift,97508.91,96835.48,0.6,floored,173890.89,4887.08,4200.53,6248.38,21330.074612000004,8227.31,6335.03
4soft-v6-01b-004,V6-01B-004,Waste bin SOLO - Eyes 3,3D,V-mobiliář,each,1969.0,1575.2,0.0,flat_uplift,97508.91,96835.48,0.6,floored,173890.89,4887.08,4200.53,6248.38,21330.074612000004,8227.31,6335.03
4soft-v6-01b-005,V6-01B-005,Waste bin SOLO - Girl,3D,V-mobiliář,each,1969.0,1575.2,0.0,flat_uplift,97508.91,96835.48,0.6,floored,173890.89,4887.08,4200.53,6248.38,21330.074612000004,8227.31,6335.03
4soft-v6-01b-006,V6-01B-006,Waste bin SOLO - Boy,3D,V-mobiliář,each,1969.0,1575.2,0.0,flat_uplift,97508.91,96835.48,0.6,floored,173890.89,4887.08,4200.53,6248.38,21330.074612000004,8227.31,6335.03
4soft-v6-01b-007,V6-01B-007,Waste bin SOLO - Hungry one,3D,V-mobiliář,each,1969.0,1575.2,0.0,flat_uplift,97508.91,96835.48,0.6,floored,173890.89,4887.08,4200.53,6248.38,21330.074612000004,8227.31,6335.03
4soft-v6-01c-001,V6-01C-001,Waste bin SOLO - with difficult graphics,3D,V-mobiliář,each,2469.0,1975.2,0.0226,dims_scaled,128999.27,128999.27,0.6881,,230048.7,6465.35,5557.09,8266.29,15000,9218.29,7098.08
4soft-v6-01c-002,V6-01C-002,Waste bin SOLO - Dog,3D,V-mobiliář,each,2469.0,1975.2,0.0,flat_uplift,122269.94,121425.52,0.6,floored,218048.06,6128.08,5267.2,7835.07,26746.548612000013,10316.53,7943.73
4soft-v6-01c-003,V6-01C-003,Waste bin SOLO - Zebra,3D,V-mobiliář,each,2469.0,1975.2,0.0,flat_uplift,122269.94,121425.52,0.6,floored,218048.06,6128.08,5267.2,7835.07,26746.548612000013,10316.53,7943.73
4soft-v6-01c-004,V6-01C-004,Waste bin SOLO - Lion,3D,V-mobiliář,each,2469.0,1975.2,0.0,flat_uplift,122269.94,121425.52,0.6,floored,218048.06,6128.08,5267.2,7835.07,26746.548612000013,10316.53,7943.73
4soft-v6-01c-005,V6-01C-005,Waste bin SOLO - Tiger,3D,V-mobiliář,each,2469.0,1975.2,0.0,flat_uplift,122269.94,121425.52,0.6,floored,218048.06,6128.08,5267.2,7835.07,26746.548612000013,10316.53,7943.73
4soft-v6-01c-006,V6-01C-006,Waste bin SOLO - Octopus,3D,V-mobiliář,each,2469.0,1975.2,0.0,flat_uplift,122269.94,121425.52,0.6,floored,218048.06,6128.08,5267.2,7835.07,26746.548612000013,10316.53,7943.73
4soft-v6-01c-007,V6-01C-007,Waste bin SOLO - Dino,3D,V-mobiliář,each,2469.0,1975.2,0.0,flat_uplift,122269.94,121425.52,0.6,floored,218048.06,6128.08,5267.2,7835.07,26746.548612000013,10316.53,7943.73
4soft-v6-01c-008,V6-01C-008,Waste bin SOLO - Light house,3D,V-mobiliář,each,2469.0,1975.2,0.0,flat_uplift,122269.94,121425.52,0.6,floored,218048.06,6128.08,5267.2,7835.07,26746.548612000013,10316.53,7943.73
4soft-v6-01c-009,V6-01C-009,Waste bin SOLO - Telephone booth,3D,V-mobiliář,each,2469.0,1975.2,0.0,flat_uplift,122269.94,121425.52,0.6,floored,218048.06,6128.08,5267.2,7835.07,26746.548612000013,10316.53,7943.73
4soft-v6-02a-001,V6-02A-001,Waste bin TRIO - without graphics (colours),3D,V-mobiliář,each,2601.0,2080.8,0.0,flat_uplift,127917.28,127917.28,0.589,,228119.15,6411.12,5510.48,8196.96,28176.49774800001,10868.08,8368.42
4soft-v6-02b-001,V6-02B-001,Waste bin TRIO - with easy graphics,3D,V-mobiliář,each,2601.0,2080.8,0.0,flat_uplift,127917.28,127917.28,0.589,,228119.15,6411.12,5510.48,8196.96,28176.49774800001,10868.08,8368.42
4soft-v6-02b-002,V6-02B-002,Waste bin TRIO - Piktograms,3D,V-mobiliář,each,2601.0,2080.8,0.0,flat_uplift,127917.28,127917.28,0.589,,228119.15,6411.12,5510.48,8196.96,28176.49774800001,10868.08,8368.42
4soft-v6-02b-003,V6-02B-003,Waste bin TRIO - Eyes 1,3D,V-mobiliář,each,2601.0,2080.8,0.0,flat_uplift,127917.28,127917.28,0.589,,228119.15,6411.12,5510.48,8196.96,28176.49774800001,10868.08,8368.42
4soft-v6-02b-004,V6-02B-004,Waste bin TRIO - Eyes 2,3D,V-mobiliář,each,2601.0,2080.8,0.0,flat_uplift,127917.28,127917.28,0.589,,228119.15,6411.12,5510.48,8196.96,28176.49774800001,10868.08,8368.42
4soft-v6-02b-005,V6-02B-005,Waste bin TRIO - Hungry trio,3D,V-mobiliář,each,3213.0,2570.4,0.0,flat_uplift,158015.45,158015.45,0.5889,,281794.22,7919.62,6807.06,10125.65,34806.26192400002,13425.27,10337.46
4soft-v6-02b-006,V6-02B-006,Waste bin TRIO - Muscles 1,3D,V-mobiliář,each,3213.0,2570.4,0.0,flat_uplift,158015.45,158015.45,0.5889,,281794.22,7919.62,6807.06,10125.65,34806.26192400002,13425.27,10337.46
4soft-v6-02b-007,V6-02B-007,Waste bin TRIO - Muscles 2,3D,V-mobiliář,each,3213.0,2570.4,0.0,flat_uplift,158015.45,158015.45,0.5889,,281794.22,7919.62,6807.06,10125.65,34806.26192400002,13425.27,10337.46
4soft-v6-02b-008,V6-02B-008,Waste bin TRIO - Running track,3D,V-mobiliář,each,2601.0,2080.8,0.0,flat_uplift,127917.28,127917.28,0.589,,228119.15,6411.12,5510.48,8196.96,28176.49774800001,10868.08,8368.42
4soft-v6-02c-001,V6-02C-001,Waste bin TRIO - with difficult graphics,3D,V-mobiliář,each,3213.0,2570.4,0.0598,dims_scaled,156373.97,156373.97,0.5724,,278866.91,7837.35,6736.35,10020.47,15000,11544.09,8888.95
4soft-v6-02c-002,V6-02C-002,Waste bin TRIO - Animals,3D,V-mobiliář,each,3213.0,2570.4,0.0,flat_uplift,158015.45,158015.45,0.5889,,281794.22,7919.62,6807.06,10125.65,34806.26192400002,13425.27,10337.46
4soft-v6-02c-003,V6-02C-003,Waste bin TRIO - Monsters 1,3D,V-mobiliář,each,3213.0,2570.4,0.0,flat_uplift,158015.45,158015.45,0.5889,,281794.22,7919.62,6807.06,10125.65,34806.26192400002,13425.27,10337.46
4soft-v6-02c-004,V6-02C-004,Waste bin TRIO - Monsters 2,3D,V-mobiliář,each,3213.0,2570.4,0.0,flat_uplift,158015.45,158015.45,0.5889,,281794.22,7919.62,6807.06,10125.65,34806.26192400002,13425.27,10337.46
4soft-v6-02c-005,V6-02C-005,Waste bin TRIO - Rainbow,3D,V-mobiliář,each,3213.0,2570.4,0.0,flat_uplift,158015.45,158015.45,0.5889,,281794.22,7919.62,6807.06,10125.65,34806.26192400002,13425.27,10337.46
4soft-v6-02c-006,V6-02C-006,Waste bin TRIO - Double decker,3D,V-mobiliář,each,3213.0,2570.4,0.0,flat_uplift,158015.45,158015.45,0.5889,,281794.22,7919.62,6807.06,10125.65,34806.26192400002,13425.27,10337.46
4soft-v6-02c-007,V6-02C-007,Waste bin TRIO - Garbage truck,3D,V-mobiliář,each,3213.0,2570.4,0.0,flat_uplift,158015.45,158015.45,0.5889,,281794.22,7919.62,6807.06,10125.65,34806.26192400002,13425.27,10337.46
4soft-w1-01a-04,W1-01A-04,3D Head of crocodile with fountain,3D,W-3D water fountains,each,1627.0,1301.6,0.0445,dims_scaled,98018.76,98018.76,0.9464,,174800.12,4912.63,4222.5,6281.06,15000,6586.13,5071.32
4soft-w1-02a-11,W1-02A-11,3D Whale with fountain (set of 2 pcs),3D,W-3D water fountains,set,2443.0,1954.4,0.2296,dims_scaled,128042.63,128042.63,0.6934,,228342.69,6417.4,5515.88,8204.99,15000,9137.01,7035.5
4soft-w1-03a-61uv,W1-03A-61UV,3D Miss Hippo with fountain (set of 2 pcs),3D,W-3D water fountains,set,2705.0,2164.0,0.1116,dims_scaled,137682.64,137682.64,0.6445,,245534.04,6900.56,5931.16,8822.72,15000,9956.04,7666.15
4soft-w1-04a-65uv,W1-04A-65UV,3D Elephant with fountain in the trunk,3D,W-3D water fountains,each,2144.0,1715.2,0.0,flat_uplift,106175.27,105441.99,0.6,floored,189345.9,5321.43,4573.87,6803.73,23225.84051200001,8958.54,6898.07
4soft-w1-04b-65uv,W1-04B-65UV,3D Elephant with fountain in the head,3D,W-3D water fountains,each,2144.0,1715.2,0.3572,dims_scaled,117041.24,117041.24,0.7637,,208723.54,5866.02,5041.96,7500.02,15000,8202.31,6315.78
4soft-w1-04c-65uv,W1-04C-65UV,3D Elephant with fountain in the ball,3D,W-3D water fountains,each,3257.0,2605.6,0.0,flat_uplift,160179.37,160179.37,0.5889,,285653.21,8028.08,6900.28,10264.32,35282.911636000004,13609.12,10479.02
4soft-w1-05a-00,W1-05A-00,3D Hill with fountain - standard colours,3D,W-3D water fountains,each,1665.0,1332.0,0.0,flat_uplift,82454.21,81884.76,0.6,floored,147043.34,4132.55,3552.0,5283.68,18036.858420000004,6957.07,5356.95
4soft-w1-05a-03,W1-05A-03,3D Hill with fountain - earth yellow,3D,W-3D water fountains,each,1665.0,1332.0,0.0,flat_uplift,82454.21,81884.76,0.6,floored,147043.34,4132.55,3552.0,5283.68,18036.858420000004,6957.07,5356.95
4soft-w1-05a-50uv,W1-05A-50UV,3D Hill with fountain - UV colours,3D,W-3D water fountains,each,1796.0,1436.8,0.0,flat_uplift,88941.6,88327.34,0.6,floored,158612.52,4457.69,3831.47,5699.39,19455.97460800001,7504.45,5778.42
4soft-w1-05b-70uv,W1-05B-70UV,3D Hill with fountain - Globe,3D,W-3D water fountains,each,1940.0,1552.0,0.0,flat_uplift,96072.77,95409.27,0.6,floored,171329.77,4815.1,4138.67,6156.36,21015.919120000006,8106.14,6241.73
4soft-w1-05z-00,W1-05Z-00,3D Hill with fountain - SMALL - standard colours,3D,W-3D water fountains,each,1568.0,1254.4,0.0,flat_uplift,77650.57,77114.3,0.6,floored,138476.85,3891.79,3345.07,4975.86,16986.06246400001,6551.77,5044.86
4soft-w1-05z-50uv,W1-05Z-50UV,3D Hill with fountain - SMALL - UV colours,3D,W-3D water fountains,each,1703.0,1362.4,0.0,flat_uplift,84336.05,83753.6,0.6,floored,150399.29,4226.86,3633.07,5404.27,18448.510444000007,7115.85,5479.21
4soft-w1-06a-20,W1-06A-20,3D Camel with fountain,3D,W-3D water fountains,each,3511.0,2808.8,0.225,dims_scaled,167338.57,167338.57,0.5399,,298420.45,8386.89,7208.69,10723.08,15000,12475.66,9606.26
4soft-w1-07a-05,W1-07A-05,3D Palm tree with fountain,3D,W-3D water fountains,each,2632.0,2105.6,0.8392,dims_scaled,134996.69,134996.69,0.6571,,240744.1,6765.94,5815.45,8650.61,15000,9727.84,7490.44
4soft-w1-08a-09,W1-08A-09,3D See Star with fountain,3D,W-3D water fountains,each,1387.0,1109.6,0.0399,dims_scaled,89188.21,89188.21,1.0776,,159052.31,4470.05,3842.09,5715.19,15000,5835.87,4493.62
4soft-w1-09a-61uv,W1-09A-61UV,3D Dolphin with fountain (set of 2 pcs),3D,W-3D water fountains,set,2440.0,1952.0,0.1663,dims_scaled,127932.24,127932.24,0.694,,228145.83,6411.87,5511.12,8197.92,15000,9127.63,7028.28
4soft-w1-10a-05,W1-10A-05,3D turtle with fountain,3D,W-3D water fountains,each,1574.0,1259.2,0.0673,dims_scaled,96068.68,96068.68,0.972,,171322.48,4814.89,4138.49,6156.09,15000,6420.45,4943.75
4soft-w1-11a-20,W1-11A-20,3D Ball with fountain,3D,W-3D water fountains,each,1617.0,1293.6,0.0,flat_uplift,80077.15,79524.12,0.6,floored,142804.25,4013.41,3449.6,5131.35,17516.876916,6756.51,5202.51
4soft-w1-12a-20,W1-12A-20,3D Carp with fountain,3D,W-3D water fountains,each,2037.0,1629.6,0.216,dims_scaled,113104.28,113104.28,0.7939,,201702.63,5668.71,4872.36,7247.74,15000,7867.82,6058.22
4soft-w1-13a-70uv,W1-13A-70UV,3D Frog with fountain,3D,W-3D water fountains,each,2455.0,1964.0,0.0975,dims_scaled,128484.16,128484.16,0.6909,,229130.09,6439.53,5534.9,8233.28,15000,9174.52,7064.38
4soft-w1-14a-01,W1-14A-01,3D Ladybird with fountain,3D,W-3D water fountains,each,1936.0,1548.8,0.0766,dims_scaled,109388.09,109388.09,0.8255,,195075.43,5482.45,4712.27,7009.6,15000,7552.09,5815.11
4soft-w1-15a-50uv,W1-15A-50UV,3D Cloud with fountain - UV colours,3D,W-3D water fountains,each,1819.0,1455.2,0.0579,dims_scaled,105083.2,105083.2,0.8665,,187398.37,5266.69,4526.82,6733.75,15000,7186.34,5533.48
4soft-w2-01a-09,W2-01A-09,Splash shower - 3-flowers,3D,W-3D water fountains,each,1788.0,1430.4,0.0,flat_uplift,88545.42,87933.91,0.6,floored,157906.0,4437.83,3814.4,5674.0,19369.311024000002,7471.02,5752.69
4soft-w2-01b-00,W2-01B-00,Splash shower - 4-flowers,3D,W-3D water fountains,each,1948.0,1558.4,0.0,flat_uplift,96468.95,95802.72,0.6,floored,172036.29,4834.95,4155.73,6181.74,21102.582704000015,8139.57,6267.47
4soft-w2-03a-00,W2-03A-00,3D EPDM cover for splash shower - standard colours,3D,W-3D water fountains,each,276.0,220.8,0.0,flat_uplift,15376.6,13573.69,0.8,floored,27421.6,770.66,662.4,985.33,2989.893648000001,1153.24,888.0
4soft-w2-03a-03,W2-03A-03,3D EPDM cover for splash shower - earth yellow,3D,W-3D water fountains,each,276.0,220.8,0.0,flat_uplift,15376.6,13573.69,0.8,floored,27421.6,770.66,662.4,985.33,2989.893648000001,1153.24,888.0
4soft-w2-03a-04,W2-03A-04,3D EPDM cover for splash shower - signal green,3D,W-3D water fountains,each,276.0,220.8,0.0,flat_uplift,15376.6,13573.69,0.8,floored,27421.6,770.66,662.4,985.33,2989.893648000001,1153.24,888.0
4soft-w2-03a-05,W2-03A-05,3D EPDM cover for splash shower - brown,3D,W-3D water fountains,each,276.0,220.8,0.0,flat_uplift,15376.6,13573.69,0.8,floored,27421.6,770.66,662.4,985.33,2989.893648000001,1153.24,888.0
4soft-w2-03a-06,W2-03A-06,3D EPDM cover for splash shower - capri,3D,W-3D water fountains,each,276.0,220.8,0.0,flat_uplift,15376.6,13573.69,0.8,floored,27421.6,770.66,662.4,985.33,2989.893648000001,1153.24,888.0
4soft-a1-01a-00,A1-01A-00,Circle 18 cm - standard colours,2D,A-basic shapes,each,20.0,16.0,0.0,flat_uplift,1114.25,983.6,0.8,floored,1987.08,55.85,48.0,71.4,216.6589600000001,83.57,64.35
4soft-a1-01a-01,A1-01A-01,Circle 18 cm - red,2D,A-basic shapes,each,20.0,16.0,0.0,flat_uplift,1114.25,983.6,0.8,floored,1987.08,55.85,48.0,71.4,216.6589600000001,83.57,64.35
4soft-a1-01a-02,A1-01A-02,Circle 18 cm - beige,2D,A-basic shapes,each,20.0,16.0,0.0,flat_uplift,1114.25,983.6,0.8,floored,1987.08,55.85,48.0,71.4,216.6589600000001,83.57,64.35
4soft-a1-01a-04,A1-01A-04,Circle 18 cm - signal green,2D,A-basic shapes,each,20.0,16.0,0.0,flat_uplift,1114.25,983.6,0.8,floored,1987.08,55.85,48.0,71.4,216.6589600000001,83.57,64.35
4soft-a1-01a-06,A1-01A-06,Circle 18 cm - capri blue,2D,A-basic shapes,each,20.0,16.0,0.0,flat_uplift,1114.25,983.6,0.8,floored,1987.08,55.85,48.0,71.4,216.6589600000001,83.57,64.35
4soft-a1-01a-09,A1-01A-09,Circle 18 cm - rose,2D,A-basic shapes,each,20.0,16.0,0.0,flat_uplift,1114.25,983.6,0.8,floored,1987.08,55.85,48.0,71.4,216.6589600000001,83.57,64.35
4soft-a1-01a-50uv,A1-01A-50UV,Circle 18 cm - UV colours,2D,A-basic shapes,each,24.0,19.2,0.0,flat_uplift,1337.1,1180.32,0.8,floored,2384.5,67.01,57.6,85.68,259.99075200000004,100.28,77.22
4soft-a1-01a-51uv,A1-01A-51UV,Circle 18 cm - UV sky blue,2D,A-basic shapes,each,24.0,19.2,0.0,flat_uplift,1337.1,1180.32,0.8,floored,2384.5,67.01,57.6,85.68,259.99075200000004,100.28,77.22
4soft-a1-01a-52uv,A1-01A-52UV,Circle 18 cm - UV yellow,2D,A-basic shapes,each,24.0,19.2,0.0,flat_uplift,1337.1,1180.32,0.8,floored,2384.5,67.01,57.6,85.68,259.99075200000004,100.28,77.22
4soft-a1-01a-53uv,A1-01A-53UV,Circle 18 cm - UV may green,2D,A-basic shapes,each,24.0,19.2,0.0,flat_uplift,1337.1,1180.32,0.8,floored,2384.5,67.01,57.6,85.68,259.99075200000004,100.28,77.22
4soft-a1-01a-56uv,A1-01A-56UV,Circle 18 cm - UV teal,2D,A-basic shapes,each,24.0,19.2,0.0,flat_uplift,1337.1,1180.32,0.8,floored,2384.5,67.01,57.6,85.68,259.99075200000004,100.28,77.22
4soft-a1-01a-57uv,A1-01A-57UV,Circle 18 cm - UV rainbow blue,2D,A-basic shapes,each,24.0,19.2,0.0,flat_uplift,1337.1,1180.32,0.8,floored,2384.5,67.01,57.6,85.68,259.99075200000004,100.28,77.22
4soft-a1-01a-59uv,A1-01A-59UV,Circle 18 cm - UV orange,2D,A-basic shapes,each,24.0,19.2,0.0,flat_uplift,1337.1,1180.32,0.8,floored,2384.5,67.01,57.6,85.68,259.99075200000004,100.28,77.22
4soft-a1-01b-00,A1-01B-00,Circle 20 cm - standard colours,2D,A-basic shapes,each,22.0,17.6,0.0,flat_uplift,1225.67,1081.96,0.8,floored,2185.78,61.43,52.8,78.54,238.32485600000007,91.93,70.78
4soft-a1-01b-02,A1-01B-02,Circle 20 cm - beige,2D,A-basic shapes,each,22.0,17.6,0.0,flat_uplift,1225.67,1081.96,0.8,floored,2185.78,61.43,52.8,78.54,238.32485600000007,91.93,70.78
4soft-a1-01b-03,A1-01B-03,Circle 20 cm - earth yellow,2D,A-basic shapes,each,22.0,17.6,0.0,flat_uplift,1225.67,1081.96,0.8,floored,2185.78,61.43,52.8,78.54,238.32485600000007,91.93,70.78
4soft-a1-01b-04,A1-01B-04,Circle 20 cm - signal green,2D,A-basic shapes,each,22.0,17.6,0.0,flat_uplift,1225.67,1081.96,0.8,floored,2185.78,61.43,52.8,78.54,238.32485600000007,91.93,70.78
4soft-a1-01b-07,A1-01B-07,Circle 20 cm - black,2D,A-basic shapes,each,22.0,17.6,0.0,flat_uplift,1225.67,1081.96,0.8,floored,2185.78,61.43,52.8,78.54,238.32485600000007,91.93,70.78
4soft-a1-01b-08,A1-01B-08,Circle 20 cm - eggshell,2D,A-basic shapes,each,22.0,17.6,0.0,flat_uplift,1225.67,1081.96,0.8,floored,2185.78,61.43,52.8,78.54,238.32485600000007,91.93,70.78
4soft-a1-01b-09,A1-01B-09,Circle 20 cm - rose,2D,A-basic shapes,each,22.0,17.6,0.0,flat_uplift,1225.67,1081.96,0.8,floored,2185.78,61.43,52.8,78.54,238.32485600000007,91.93,70.78
4soft-a1-01b-50uv,A1-01B-50UV,Circle 20 cm - UV colours,2D,A-basic shapes,each,26.0,20.8,0.0,flat_uplift,1448.52,1278.68,0.8,floored,2583.19,72.6,62.4,92.82,281.65664800000013,108.64,83.65
4soft-a1-01b-51uv,A1-01B-51UV,Circle 20 cm - UV sky blue,2D,A-basic shapes,each,26.0,20.8,0.0,flat_uplift,1448.52,1278.68,0.8,floored,2583.19,72.6,62.4,92.82,281.65664800000013,108.64,83.65
4soft-a1-01b-53uv,A1-01B-53UV,Circle 20 cm - UV may green,2D,A-basic shapes,each,26.0,20.8,0.0,flat_uplift,1448.52,1278.68,0.8,floored,2583.19,72.6,62.4,92.82,281.65664800000013,108.64,83.65
4soft-a1-01b-54uv,A1-01B-54UV,Circle 20 cm - UV purple,2D,A-basic shapes,each,26.0,20.8,0.0,flat_uplift,1448.52,1278.68,0.8,floored,2583.19,72.6,62.4,92.82,281.65664800000013,108.64,83.65
4soft-a1-01b-56uv,A1-01B-56UV,Circle 20 cm - UV teal,2D,A-basic shapes,each,26.0,20.8,0.0,flat_uplift,1448.52,1278.68,0.8,floored,2583.19,72.6,62.4,92.82,281.65664800000013,108.64,83.65
4soft-a1-01b-57uv,A1-01B-57UV,Circle 20 cm - UV rainbow blue,2D,A-basic shapes,each,26.0,20.8,0.0,flat_uplift,1448.52,1278.68,0.8,floored,2583.19,72.6,62.4,92.82,281.65664800000013,108.64,83.65
4soft-a1-01b-58uv,A1-01B-58UV,Circle 20 cm - UV light grey,2D,A-basic shapes,each,26.0,20.8,0.0,flat_uplift,1448.52,1278.68,0.8,floored,2583.19,72.6,62.4,92.82,281.65664800000013,108.64,83.65
4soft-a1-01b-59uv,A1-01B-59UV,Circle 20 cm - UV orange,2D,A-basic shapes,each,26.0,20.8,0.0,flat_uplift,1448.52,1278.68,0.8,floored,2583.19,72.6,62.4,92.82,281.65664800000013,108.64,83.65
4soft-a1-01b-67uv,A1-01B-67UV,Circle 20 cm - UV lime green,2D,A-basic shapes,each,26.0,20.8,0.0,flat_uplift,1448.52,1278.68,0.8,floored,2583.19,72.6,62.4,92.82,281.65664800000013,108.64,83.65
4soft-a1-01c-00,A1-01C-00,Circle 30 cm - standard colours,2D,A-basic shapes,each,27.0,21.6,0.0,flat_uplift,1504.23,1327.86,0.8,floored,2682.54,75.39,64.8,96.39,292.4895960000001,112.82,86.87
