item_code,type,product_group,name,list_eur,eur_fob,cbm_method,landed_thb_sea,landed_thb_air,retail_sgd_sea_computed,retail_sgd_air_computed,retail_sgd_firestore,retail_sgd_live_medusa,medusa_status,in_medusa,n_prices_live,price_state,known_tbc
A2-01B-57UV,2D,A-basic shapes,Triangle 40 cm - UV rainbow blue,31.0,26.35,flat_uplift,1835.93,1835.93,117.49,117.49,117.49,117.49,draft,True,4,live=sea-LCL,False
A2-01B-59UV,2D,A-basic shapes,Triangle 40 cm - UV orange,31.0,26.35,flat_uplift,1835.93,1835.93,117.49,117.49,117.49,117.49,draft,True,4,live=sea-LCL,False
A2-01C-00,2D,A-basic shapes,Triangle 50 cm - standard colours,40.0,34.0,flat_uplift,2368.94,2368.94,151.6,151.6,151.6,151.6,draft,True,4,live=sea-LCL,False
A2-01C-01,2D,A-basic shapes,Triangle 50 cm - red,40.0,34.0,flat_uplift,2368.94,2368.94,151.6,151.6,151.6,151.6,draft,True,4,live=sea-LCL,False
A2-01C-04,2D,A-basic shapes,Triangle 50 cm - signal green,40.0,34.0,flat_uplift,2368.94,2368.94,151.6,151.6,151.6,151.6,draft,True,4,live=sea-LCL,False
A2-01C-05,2D,A-basic shapes,Triangle 50 cm - brown,40.0,34.0,flat_uplift,2368.94,2368.94,151.6,151.6,151.6,151.6,draft,True,4,live=sea-LCL,False
A2-01C-50UV,2D,A-basic shapes,Triangle 50 cm - UV colours,48.0,40.8,flat_uplift,2842.73,2842.73,181.92,181.92,181.92,181.92,draft,True,4,live=sea-LCL,False
A2-01C-52UV,2D,A-basic shapes,Triangle 50 cm - UV yellow,48.0,40.8,flat_uplift,2842.73,2842.73,181.92,181.92,181.92,181.92,draft,True,4,live=sea-LCL,False
A2-01C-53UV,2D,A-basic shapes,Triangle 50 cm - UV may green,48.0,40.8,flat_uplift,2842.73,2842.73,181.92,181.92,181.92,181.92,draft,True,4,live=sea-LCL,False
A2-01C-57UV,2D,A-basic shapes,Triangle 50 cm - UV rainvow blue,48.0,40.8,flat_uplift,2842.73,2842.73,181.92,181.92,181.92,181.92,draft,True,4,live=sea-LCL,False
A2-01C-65UV,2D,A-basic shapes,Triangle 50 cm - UV middle grey,48.0,40.8,flat_uplift,2842.73,2842.73,181.92,181.92,181.92,181.92,draft,True,4,live=sea-LCL,False
A2-01D-00,2D,A-basic shapes,Triangle 70 cm - standard colours,53.0,45.05,flat_uplift,3138.85,3138.85,200.87,200.87,200.87,200.87,draft,True,4,live=sea-LCL,False
A2-01D-02,2D,A-basic shapes,Triangle 70 cm - beige,53.0,45.05,flat_uplift,3138.85,3138.85,200.87,200.87,200.87,200.87,draft,True,4,live=sea-LCL,False
A2-01D-03,2D,A-basic shapes,Triangle 70 cm - earth yellow,53.0,45.05,flat_uplift,3138.85,3138.85,200.87,200.87,200.87,200.87,draft,True,4,live=sea-LCL,False
A2-01D-05,2D,A-basic shapes,Triangle 70 cm - brown,53.0,45.05,flat_uplift,3138.85,3138.85,200.87,200.87,200.87,200.87,draft,True,4,live=sea-LCL,False
A2-01D-09,2D,A-basic shapes,Triangle 70 cm - rose,53.0,45.05,flat_uplift,3138.85,3138.85,200.87,200.87,200.87,200.87,draft,True,4,live=sea-LCL,False
A2-01D-50UV,2D,A-basic shapes,Triangle 70 cm - UV colours,66.0,56.1,flat_uplift,3908.75,3908.75,250.14,250.14,250.14,250.14,draft,True,4,live=sea-LCL,False
A2-01D-53UV,2D,A-basic shapes,Triangle 70 cm - UV may green,66.0,56.1,flat_uplift,3908.75,3908.75,250.14,250.14,250.14,250.14,draft,True,4,live=sea-LCL,False
A2-01D-59UV,2D,A-basic shapes,Triangle 70 cm - UV orange,66.0,56.1,flat_uplift,3908.75,3908.75,250.14,250.14,250.14,250.14,draft,True,4,live=sea-LCL,False
A2-01E-00,2D,A-basic shapes,Triangle 100 cm - standard colours,84.0,71.4,flat_uplift,4974.78,4974.78,318.36,318.36,318.36,318.36,draft,True,4,live=sea-LCL,False
A2-01E-01,2D,A-basic shapes,Triangle 100 cm - red,84.0,71.4,flat_uplift,4974.78,4974.78,318.36,318.36,318.36,318.36,draft,True,4,live=sea-LCL,False
A2-01E-50UV,2D,A-basic shapes,Triangle 100 cm - UV colours,106.0,90.1,flat_uplift,6277.7,6277.7,401.74,401.74,401.74,401.74,draft,True,4,live=sea-LCL,False
A2-01E-52UV,2D,A-basic shapes,Triangle 100 cm - UV yellow,106.0,90.1,flat_uplift,6277.7,6277.7,401.74,401.74,401.74,401.74,draft,True,4,live=sea-LCL,False
A2-01E-53UV,2D,A-basic shapes,Triangle 100 cm - UV may green,106.0,90.1,flat_uplift,6277.7,6277.7,401.74,401.74,401.74,401.74,draft,True,4,live=sea-LCL,False
A2-01E-57UV,2D,A-basic shapes,Triangle 100 cm - UV rainbow blue,106.0,90.1,flat_uplift,6277.7,6277.7,401.74,401.74,401.74,401.74,draft,True,4,live=sea-LCL,False
A2-02A-06,2D,A-basic shapes,Triangle 50 cm - with left palm (beige) - capri blue,62.0,52.7,flat_uplift,3671.86,3671.86,234.98,234.98,234.98,234.98,draft,True,4,live=sea-LCL,False
A2-02A-09,2D,A-basic shapes,Triangle 50 cm - with left palm (beige) - rose,62.0,52.7,flat_uplift,3671.86,3671.86,234.98,234.98,234.98,234.98,draft,True,4,live=sea-LCL,False
A2-02A-52UV,2D,A-basic shapes,Triangle 50 cm - with left palm (black) - UV yellow,72.0,61.2,flat_uplift,4264.1,4264.1,272.88,272.88,272.88,272.88,draft,True,4,live=sea-LCL,False
A2-02A-53UV,2D,A-basic shapes,Triangle 50 cm - with left palm (beige) - UV may green,72.0,61.2,flat_uplift,4264.1,4264.1,272.88,272.88,272.88,272.88,draft,True,4,live=sea-LCL,False
A2-02B-06,2D,A-basic shapes,Triangle 50 cm - with right palm (beige) - capri blue,62.0,52.7,flat_uplift,3671.86,3671.86,234.98,234.98,234.98,234.98,draft,True,4,live=sea-LCL,False
A2-02B-09,2D,A-basic shapes,Triangle 50 cm - with right palm (beige) - rose,62.0,52.7,flat_uplift,3671.86,3671.86,234.98,234.98,234.98,234.98,draft,True,4,live=sea-LCL,False
A2-02B-52UV,2D,A-basic shapes,Triangle 50 cm - with right palm (black) - UV yellow,72.0,61.2,flat_uplift,4264.1,4264.1,272.88,272.88,272.88,272.88,draft,True,4,live=sea-LCL,False
A2-02B-53UV,2D,A-basic shapes,Triangle 50 cm - with right palm (beige) - UV may green,72.0,61.2,flat_uplift,4264.1,4264.1,272.88,272.88,272.88,272.88,draft,True,4,live=sea-LCL,False
A2-02C-06,2D,A-basic shapes,Triangle 50cm with left human footprint (beige) - capri blue,62.0,52.7,flat_uplift,3671.86,3671.86,234.98,234.98,234.98,234.98,draft,True,4,live=sea-LCL,False
A2-02C-09,2D,A-basic shapes,Triangle 50cm with left human footprint (beige) - rose,62.0,52.7,flat_uplift,3671.86,3671.86,234.98,234.98,234.98,234.98,draft,True,4,live=sea-LCL,False
A2-02C-52UV,2D,A-basic shapes,Triangle 50cm with left human footprint (black) - UV yellow,72.0,61.2,flat_uplift,4264.1,4264.1,272.88,272.88,272.88,272.88,draft,True,4,live=sea-LCL,False
A2-02C-53UV,2D,A-basic shapes,Triangle 50cm with left human footprint (beige) - UV may gre,72.0,61.2,flat_uplift,4264.1,4264.1,272.88,272.88,272.88,272.88,draft,True,4,live=sea-LCL,False
A2-02D-06,2D,A-basic shapes,Triangle 50cm with right human footprint (beige) - capri blu,62.0,52.7,flat_uplift,3671.86,3671.86,234.98,234.98,234.98,234.98,draft,True,4,live=sea-LCL,False
A2-02D-09,2D,A-basic shapes,Triangle 50cm with right human footprint (beige) - rose,62.0,52.7,flat_uplift,3671.86,3671.86,234.98,234.98,234.98,234.98,draft,True,4,live=sea-LCL,False
A2-02D-52UV,2D,A-basic shapes,Triangle 50cm with right human footprint (black) - UV yellow,72.0,61.2,flat_uplift,4264.1,4264.1,272.88,272.88,272.88,272.88,draft,True,4,live=sea-LCL,False
A2-02D-53UV,2D,A-basic shapes,Triangle 50cm with right human footprint (beige) - UV may gr,72.0,61.2,flat_uplift,4264.1,4264.1,272.88,272.88,272.88,272.88,draft,True,4,live=sea-LCL,False
A2-02Z-00,2D,A-basic shapes,"Triangle 50 cm with graphics, letter or number (1 pc) - stan",62.0,52.7,dims_scaled,7139.73,7139.73,456.91,456.91,456.91,456.91,published,True,4,live=sea-LCL,False
A2-02Z-50UV,2D,A-basic shapes,"Triangle 50 cm with graphics, letter or number - UV colours",72.0,61.2,flat_uplift,4264.1,4264.1,272.88,272.88,272.88,272.88,draft,True,4,live=sea-LCL,False
A2-03Z-00,2D,A-basic shapes,"Triangle 100 cm with graphics, letter or number (1 pc) - sta",119.0,101.15,dims_scaled,13703.67,13703.67,876.97,876.97,876.97,876.97,published,True,4,live=sea-LCL,False
A2-03Z-50UV,2D,A-basic shapes,"Triangle 100 cm with graphics, letter or number - UV colours",140.0,119.0,flat_uplift,8291.3,8291.3,530.6,530.6,530.6,530.6,draft,True,4,live=sea-LCL,False
A2-04Z-00,2D,A-basic shapes,"Triangle 40 cm with graphics, letter or number (1 pc) - stan",54.0,45.9,dims_scaled,6218.47,6218.47,397.95,397.95,397.95,397.95,published,True,4,live=sea-LCL,False
A2-04Z-50UV,2D,A-basic shapes,"Triangle 40 cm with graphics, letter or number - UV colours",67.0,56.95,flat_uplift,3967.98,3967.98,253.93,253.93,253.93,253.93,draft,True,4,live=sea-LCL,False
A3-01A-00,2D,A-basic shapes,Square 19 cm - standard colours,21.0,17.85,dims_scaled,2418.29,2418.29,154.76,154.76,154.76,154.76,published,True,4,live=sea-LCL,False
A3-01A-50UV,2D,A-basic shapes,Square 19 cm - UV colours,26.0,22.1,flat_uplift,1539.81,1539.81,98.54,98.54,98.54,98.54,draft,True,4,live=sea-LCL,False
A3-01B-00,2D,A-basic shapes,Square 30 cm - standard colours,27.0,22.95,flat_uplift,1599.04,1599.04,102.33,102.33,102.33,102.33,draft,True,4,live=sea-LCL,False
A3-01B-01,2D,A-basic shapes,Square 30 cm - red,27.0,22.95,flat_uplift,1599.04,1599.04,102.33,102.33,102.33,102.33,draft,True,4,live=sea-LCL,False
A3-01B-07,2D,A-basic shapes,Square 30 cm - black,27.0,22.95,flat_uplift,1599.04,1599.04,102.33,102.33,102.33,102.33,draft,True,4,live=sea-LCL,False
A3-01B-09,2D,A-basic shapes,Square 30 cm - rose,27.0,22.95,flat_uplift,1599.04,1599.04,102.33,102.33,102.33,102.33,draft,True,4,live=sea-LCL,False
A3-01B-50UV,2D,A-basic shapes,Square 30 cm - UV colours,32.0,27.2,flat_uplift,1895.15,1895.15,121.28,121.28,121.28,121.28,draft,True,4,live=sea-LCL,False
A3-01B-51UV,2D,A-basic shapes,Square 30 cm - UV sky blue,32.0,27.2,flat_uplift,1895.15,1895.15,121.28,121.28,121.28,121.28,draft,True,4,live=sea-LCL,False
A3-01B-52UV,2D,A-basic shapes,Square 30 cm - UV yellow,32.0,27.2,flat_uplift,1895.15,1895.15,121.28,121.28,121.28,121.28,draft,True,4,live=sea-LCL,False
A3-01B-53UV,2D,A-basic shapes,Square 30 cm - UV may green,32.0,27.2,flat_uplift,1895.15,1895.15,121.28,121.28,121.28,121.28,draft,True,4,live=sea-LCL,False
A3-01B-57UV,2D,A-basic shapes,Square 30 cm - UV rainbow blue,32.0,27.2,flat_uplift,1895.15,1895.15,121.28,121.28,121.28,121.28,draft,True,4,live=sea-LCL,False
A3-01C-00,2D,A-basic shapes,Square 35 cm  - standard colours,30.0,25.5,flat_uplift,1776.71,1776.71,113.7,113.7,113.7,113.7,draft,True,4,live=sea-LCL,False
A3-01C-02,2D,A-basic shapes,Square 35 cm  - beige,30.0,25.5,flat_uplift,1776.71,1776.71,113.7,113.7,113.7,113.7,draft,True,4,live=sea-LCL,False
A3-01C-50UV,2D,A-basic shapes,Square 35 cm - UV colours,38.0,32.3,flat_uplift,2250.49,2250.49,144.02,144.02,144.02,144.02,draft,True,4,live=sea-LCL,False
A3-01D-00,2D,A-basic shapes,Square 40 cm  - standard colours,36.0,30.6,flat_uplift,2132.05,2132.05,136.44,136.44,136.44,136.44,draft,True,4,live=sea-LCL,False
A3-01D-50UV,2D,A-basic shapes,Square 40 cm - UV colours,44.0,37.4,flat_uplift,2605.84,2605.84,166.76,166.76,166.76,166.76,draft,True,4,live=sea-LCL,False
A3-01D-54UV,2D,A-basic shapes,Square 40 cm - UV purple,44.0,37.4,flat_uplift,2605.84,2605.84,166.76,166.76,166.76,166.76,draft,True,4,live=sea-LCL,False
A3-01D-55UV,2D,A-basic shapes,Square 40 cm - UV pearl,44.0,37.4,flat_uplift,2605.84,2605.84,166.76,166.76,166.76,166.76,draft,True,4,live=sea-LCL,False
A3-01D-65UV,2D,A-basic shapes,Square 40 cm - UV middle grey,44.0,37.4,flat_uplift,2605.84,2605.84,166.76,166.76,166.76,166.76,draft,True,4,live=sea-LCL,False
A3-01E-00,2D,A-basic shapes,Square 50 cm - standard colours,42.0,35.7,flat_uplift,2487.39,2487.39,159.18,159.18,159.18,159.18,draft,True,4,live=sea-LCL,False
A3-01E-01,2D,A-basic shapes,Square 50 cm - red,42.0,35.7,flat_uplift,2487.39,2487.39,159.18,159.18,159.18,159.18,draft,True,4,live=sea-LCL,False
A3-01E-04,2D,A-basic shapes,Square 50 cm - signal green,42.0,35.7,flat_uplift,2487.39,2487.39,159.18,159.18,159.18,159.18,draft,True,4,live=sea-LCL,False
A3-01E-09,2D,A-basic shapes,Square 50 cm - rose,42.0,35.7,flat_uplift,2487.39,2487.39,159.18,159.18,159.18,159.18,draft,True,4,live=sea-LCL,False
A3-01E-50UV,2D,A-basic shapes,Square 50 cm - UV colours,54.0,45.9,flat_uplift,3198.07,3198.07,204.66,204.66,204.66,204.66,draft,True,4,live=sea-LCL,False
A3-01E-52UV,2D,A-basic shapes,Square 50 cm - UV yellow,54.0,45.9,flat_uplift,3198.07,3198.07,204.66,204.66,204.66,204.66,draft,True,4,live=sea-LCL,False
A3-01E-53UV,2D,A-basic shapes,Square 50 cm - UV may green,54.0,45.9,flat_uplift,3198.07,3198.07,204.66,204.66,204.66,204.66,draft,True,4,live=sea-LCL,False
A3-01E-57UV,2D,A-basic shapes,Square 50 cm - UV rainbow blue,54.0,45.9,flat_uplift,3198.07,3198.07,204.66,204.66,204.66,204.66,draft,True,4,live=sea-LCL,False
A3-01E-59UV,2D,A-basic shapes,Square 50 cm - UV orange,54.0,45.9,flat_uplift,3198.07,3198.07,204.66,204.66,204.66,204.66,draft,True,4,live=sea-LCL,False
A3-01F-00,2D,A-basic shapes,Square 60 cm - standard colours,54.0,45.9,flat_uplift,3198.07,3198.07,204.66,204.66,204.66,204.66,draft,True,4,live=sea-LCL,False
A3-01F-50UV,2D,A-basic shapes,Square 60 cm - UV colours,75.0,63.75,flat_uplift,4441.77,4441.77,284.25,284.25,284.25,284.25,draft,True,4,live=sea-LCL,False
A3-01G-00,2D,A-basic shapes,Square 70 cm - standard colours,69.0,58.65,flat_uplift,4086.42,4086.42,261.51,261.51,261.51,261.51,draft,True,4,live=sea-LCL,False
A3-01G-50UV,2D,A-basic shapes,Square 70 cm - UV colours,92.0,78.2,flat_uplift,5448.57,5448.57,348.68,348.68,348.68,348.68,draft,True,4,live=sea-LCL,False
A3-01H-00,2D,A-basic shapes,Square 100 cm - standard colours,129.0,109.65,flat_uplift,7639.84,7639.84,488.91,488.91,488.91,488.91,draft,True,4,live=sea-LCL,False
A3-01H-01,2D,A-basic shapes,Square 100 cm - red,129.0,109.65,flat_uplift,7639.84,7639.84,488.91,488.91,488.91,488.91,draft,True,4,live=sea-LCL,False
A3-01H-50UV,2D,A-basic shapes,Square 100 cm - UV colours,178.0,151.3,flat_uplift,10541.79,10541.79,674.62,674.62,674.62,674.62,draft,True,4,live=sea-LCL,False
A3-01H-52UV,2D,A-basic shapes,Square 100 cm - UV yellow,178.0,151.3,flat_uplift,10541.79,10541.79,674.62,674.62,674.62,674.62,draft,True,4,live=sea-LCL,False
A3-01H-53UV,2D,A-basic shapes,Square 100 cm - UV may green,178.0,151.3,flat_uplift,10541.79,10541.79,674.62,674.62,674.62,674.62,draft,True,4,live=sea-LCL,False
A3-01H-57UV,2D,A-basic shapes,Square 100 cm - UV rainbow blue,178.0,151.3,flat_uplift,10541.79,10541.79,674.62,674.62,674.62,674.62,draft,True,4,live=sea-LCL,False
A3-02Z-00,2D,A-basic shapes,"Square 50 cm - with graphics, letter or number (1 pc) - stan",59.0,50.15,dims_scaled,6794.26,6794.26,434.8,434.8,434.8,434.8,published,True,4,live=sea-LCL,False
A3-02Z-50UV,2D,A-basic shapes,"Square 50 cm - with easy graphics, letter or number - UV col",70.0,59.5,flat_uplift,4145.65,4145.65,265.3,265.3,265.3,265.3,draft,True,4,live=sea-LCL,False
A3-03Z-00,2D,A-basic shapes,"Square 40 cm - with graphics, letter or number (1 pc) - stan",48.0,40.8,dims_scaled,5527.53,5527.53,353.73,353.73,353.73,353.73,published,True,4,live=sea-LCL,False
A3-03Z-50UV,2D,A-basic shapes,"Square 40 cm - with easy graphics, letter or number - UV col",57.0,48.45,flat_uplift,3375.74,3375.74,216.03,216.03,216.03,216.03,draft,True,4,live=sea-LCL,False
A3-04Z-00,2D,A-basic shapes,"Square 30 cm - with graphics, letter or number (1 pc) - stan",39.0,33.15,dims_scaled,4491.12,4491.12,287.41,287.41,287.41,287.41,published,True,4,live=sea-LCL,False
A3-04Z-50UV,2D,A-basic shapes,"Square 30 cm - with easy graphics, letter or number - UV col",48.0,40.8,flat_uplift,2842.73,2842.73,181.92,181.92,181.92,181.92,draft,True,4,live=sea-LCL,False
A4-01A-00,2D,A-basic shapes,Rectangle 15 x 20 cm - standard colours,20.0,17.0,flat_uplift,1184.47,1184.47,75.8,75.8,75.8,75.8,published,True,4,live=sea-LCL,False
A4-01A-50UV,2D,A-basic shapes,Rectangle 15 x 20 cm - UV colours,26.0,22.1,flat_uplift,1539.81,1539.81,98.54,98.54,98.54,98.54,draft,True,4,live=sea-LCL,False
A4-01B-00,2D,A-basic shapes,Rectangle 28 x 40 cm - standard colours,37.0,31.45,flat_uplift,2191.27,2191.27,140.23,140.23,140.23,140.23,draft,True,4,live=sea-LCL,False
A4-01B-04,2D,A-basic shapes,Rectangle 28 x 40 cm - signal green,37.0,31.45,flat_uplift,2191.27,2191.27,140.23,140.23,140.23,140.23,draft,True,4,live=sea-LCL,False
A4-01B-05,2D,A-basic shapes,Rectangle 28 x 40 cm - brown,37.0,31.45,flat_uplift,2191.27,2191.27,140.23,140.23,140.23,140.23,draft,True,4,live=sea-LCL,False
A4-01B-09,2D,A-basic shapes,Rectangle 28 x 40 cm - rose,37.0,31.45,flat_uplift,2191.27,2191.27,140.23,140.23,140.23,140.23,draft,True,4,live=sea-LCL,False
A4-01B-50UV,2D,A-basic shapes,Rectangle 28 x 40 cm - UV colours,46.0,39.1,flat_uplift,2724.28,2724.28,174.34,174.34,174.34,174.34,draft,True,4,live=sea-LCL,False
A4-01B-52UV,2D,A-basic shapes,Rectangle 28 x 40 cm - UV yellow,46.0,39.1,flat_uplift,2724.28,2724.28,174.34,174.34,174.34,174.34,draft,True,4,live=sea-LCL,False
A4-01B-53UV,2D,A-basic shapes,Rectangle 28 x 40 cm - UV may green,46.0,39.1,flat_uplift,2724.28,2724.28,174.34,174.34,174.34,174.34,draft,True,4,live=sea-LCL,False
A4-01B-57UV,2D,A-basic shapes,Rectangle 28 x 40 cm - UV rainbow blue,46.0,39.1,flat_uplift,2724.28,2724.28,174.34,174.34,174.34,174.34,draft,True,4,live=sea-LCL,False
A4-01B-59UV,2D,A-basic shapes,Rectangle 28 x 40 cm - UV orange,46.0,39.1,flat_uplift,2724.28,2724.28,174.34,174.34,174.34,174.34,draft,True,4,live=sea-LCL,False
A4-01C-00,2D,A-basic shapes,Rectangle 25 x 50 cm - standard colours,40.0,34.0,flat_uplift,2368.94,2368.94,151.6,151.6,151.6,151.6,draft,True,4,live=sea-LCL,False
A4-01C-01,2D,A-basic shapes,Rectangle 25 x 50 cm - red,40.0,34.0,flat_uplift,2368.94,2368.94,151.6,151.6,151.6,151.6,draft,True,4,live=sea-LCL,False
A4-01C-03,2D,A-basic shapes,Rectangle 25 x 50 cm - earth yellow,40.0,34.0,flat_uplift,2368.94,2368.94,151.6,151.6,151.6,151.6,draft,True,4,live=sea-LCL,False
A4-01C-04,2D,A-basic shapes,Rectangle 25 x 50 cm - signal green,40.0,34.0,flat_uplift,2368.94,2368.94,151.6,151.6,151.6,151.6,draft,True,4,live=sea-LCL,False
A4-01C-09,2D,A-basic shapes,Rectangle 25 x 50 cm - rose,40.0,34.0,flat_uplift,2368.94,2368.94,151.6,151.6,151.6,151.6,draft,True,4,live=sea-LCL,False
A4-01C-50UV,2D,A-basic shapes,Rectangle 25 x 50 cm - UV colours,49.0,41.65,flat_uplift,2901.95,2901.95,185.71,185.71,185.71,185.71,draft,True,4,live=sea-LCL,False
A4-01C-52UV,2D,A-basic shapes,Rectangle 25 x 50 cm - UV yellow,49.0,41.65,flat_uplift,2901.95,2901.95,185.71,185.71,185.71,185.71,draft,True,4,live=sea-LCL,False
A4-01C-53UV,2D,A-basic shapes,Rectangle 25 x 50 cm - UV may green,49.0,41.65,flat_uplift,2901.95,2901.95,185.71,185.71,185.71,185.71,draft,True,4,live=sea-LCL,False
A4-01C-57UV,2D,A-basic shapes,Rectangle 25 x 50 cm - UV rainbow blue,49.0,41.65,flat_uplift,2901.95,2901.95,185.71,185.71,185.71,185.71,draft,True,4,live=sea-LCL,False
A4-01C-59UV,2D,A-basic shapes,Rectangle 25 x 50 cm - UV orange,49.0,41.65,flat_uplift,2901.95,2901.95,185.71,185.71,185.71,185.71,draft,True,4,live=sea-LCL,False
A4-01D-00,2D,A-basic shapes,Rectangle 30 x 63 cm - standard colours,44.0,37.4,flat_uplift,2605.84,2605.84,166.76,166.76,166.76,166.76,draft,True,4,live=sea-LCL,False
A4-01D-02,2D,A-basic shapes,Rectangle 30 x 63 cm - beige,44.0,37.4,flat_uplift,2605.84,2605.84,166.76,166.76,166.76,166.76,draft,True,4,live=sea-LCL,False
A4-01D-50UV,2D,A-basic shapes,Rectangle 30 x 63 cm - UV colours,53.0,45.05,flat_uplift,3138.85,3138.85,200.87,200.87,200.87,200.87,draft,True,4,live=sea-LCL,False
A4-01E-00,2D,A-basic shapes,Rectangle 30 x 85 cm - standard colours,52.0,44.2,flat_uplift,3079.62,3079.62,197.08,197.08,197.08,197.08,draft,True,4,live=sea-LCL,False
A4-01E-50UV,2D,A-basic shapes,Rectangle 30 x 85 cm - UV colours,66.0,56.1,flat_uplift,3908.75,3908.75,250.14,250.14,250.14,250.14,draft,True,4,live=sea-LCL,False
A4-01E-53UV,2D,A-basic shapes,Rectangle 30 x 85 cm - UV may green,67.0,56.95,flat_uplift,3967.98,3967.98,253.93,253.93,253.93,253.93,draft,True,4,live=sea-LCL,False
A4-01E-59UV,2D,A-basic shapes,Rectangle 30 x 85 cm - UV orange,67.0,56.95,flat_uplift,3967.98,3967.98,253.93,253.93,253.93,253.93,draft,True,4,live=sea-LCL,False
A4-01F-00,2D,A-basic shapes,Rectangle 70 x 90 cm - standard colours,97.0,82.45,flat_uplift,5744.68,5744.68,367.63,367.63,367.63,367.63,draft,True,4,live=sea-LCL,False
A4-01F-50UV,2D,A-basic shapes,Rectangle 70 x 90 cm - UV colours,122.0,103.7,flat_uplift,7225.27,7225.27,462.38,462.38,462.38,462.38,draft,True,4,live=sea-LCL,False
A4-01G-00,2D,A-basic shapes,Rectangle 50 x 100 cm - standard colours,81.0,68.85,flat_uplift,4797.11,4797.11,306.99,306.99,306.99,306.99,draft,True,4,live=sea-LCL,False
A4-01G-01,2D,A-basic shapes,Rectangle 50 x 100 cm - red,81.0,68.85,flat_uplift,4797.11,4797.11,306.99,306.99,306.99,306.99,draft,True,4,live=sea-LCL,False
A4-01G-50UV,2D,A-basic shapes,Rectangle 50 x 100 cm - UV colours,104.0,88.4,flat_uplift,6159.25,6159.25,394.16,394.16,394.16,394.16,draft,True,4,live=sea-LCL,False
A4-01G-52UV,2D,A-basic shapes,Rectangle 50 x 100 cm - UV yellow,104.0,88.4,flat_uplift,6159.25,6159.25,394.16,394.16,394.16,394.16,draft,True,4,live=sea-LCL,False
A4-01G-53UV,2D,A-basic shapes,Rectangle 50 x 100 cm - UV may green,104.0,88.4,flat_uplift,6159.25,6159.25,394.16,394.16,394.16,394.16,draft,True,4,live=sea-LCL,False
A4-01G-57UV,2D,A-basic shapes,Rectangle 50 x 100 cm - UV rainbow blue,104.0,88.4,flat_uplift,6159.25,6159.25,394.16,394.16,394.16,394.16,draft,True,4,live=sea-LCL,False
A4-01H-00,2D,A-basic shapes,Rectangle 75 x 100 cm - standard colours,100.0,85.0,flat_uplift,5922.35,5922.35,379.0,379.0,379.0,379.0,draft,True,4,live=sea-LCL,False
A4-01H-50UV,2D,A-basic shapes,Rectangle 75 x 100 cm - UV colours,137.0,116.45,flat_uplift,8113.63,8113.63,519.23,519.23,519.23,519.23,draft,True,4,live=sea-LCL,False
A4-01I-00,2D,A-basic shapes,Rectangle 30 x 70 cm - standard colours,45.0,38.25,flat_uplift,2665.06,2665.06,170.55,170.55,170.55,170.55,draft,True,4,live=sea-LCL,False
A4-01I-50UV,2D,A-basic shapes,Rectangle 30 x 70 cm - UV colours,53.0,45.05,flat_uplift,3138.85,3138.85,200.87,200.87,200.87,200.87,draft,True,4,live=sea-LCL,False
A4-02Z-00,2D,A-basic shapes,"Rectangle 28 x 40 cm with graphics, letter or number (1 pc) ",44.0,37.4,dims_scaled,5066.9,5066.9,324.26,324.26,324.26,324.26,published,True,4,live=sea-LCL,False
A4-02Z-50UV,2D,A-basic shapes,"Rectangle 28 x 40 cm (with graphics, letter or number) - UV ",54.0,45.9,flat_uplift,3198.07,3198.07,204.66,204.66,204.66,204.66,draft,True,4,live=sea-LCL,False
A4-03Z-00,2D,A-basic shapes,"Rectangle 25 x 50 cm with graphics, letter or number (1 pc) ",46.0,39.1,dims_scaled,5297.22,5297.22,339.0,339.0,339.0,339.0,published,True,4,live=sea-LCL,False
A4-03Z-50UV,2D,A-basic shapes,"Rectangle 25 x 50 cm (with graphics, letter or number) - UV ",56.0,47.6,flat_uplift,3316.52,3316.52,212.24,212.24,212.24,212.24,draft,True,4,live=sea-LCL,False
A5-01A-00,2D,A-basic shapes,Star 17 cm - standard colours,22.0,18.7,flat_uplift,1302.92,1302.92,83.38,83.38,83.38,83.38,published,True,4,live=sea-LCL,False
A5-01A-03,2D,A-basic shapes,Star 17 cm - earth yellow,22.0,18.7,flat_uplift,1302.92,1302.92,83.38,83.38,83.38,83.38,draft,True,4,live=sea-LCL,False
A5-01A-12,2D,A-basic shapes,Star 17 cm - pink,22.0,18.7,flat_uplift,1302.92,1302.92,83.38,83.38,83.38,83.38,draft,True,4,live=sea-LCL,False
A5-01A-50UV,2D,A-basic shapes,Star 17 cm - UV colours,27.0,22.95,flat_uplift,1599.04,1599.04,102.33,102.33,102.33,102.33,draft,True,4,live=sea-LCL,False
A5-01A-51UV,2D,A-basic shapes,Star 17 cm - UV sky blue,27.0,22.95,flat_uplift,1599.04,1599.04,102.33,102.33,102.33,102.33,draft,True,4,live=sea-LCL,False
A5-01A-52UV,2D,A-basic shapes,Star 17 cm - UV yellow,27.0,22.95,flat_uplift,1599.04,1599.04,102.33,102.33,102.33,102.33,draft,True,4,live=sea-LCL,False
A5-01A-54UV,2D,A-basic shapes,Star 17 cm - UV purple,27.0,22.95,flat_uplift,1599.04,1599.04,102.33,102.33,102.33,102.33,draft,True,4,live=sea-LCL,False
