item_code,type,product_group,name,list_eur,eur_fob,cbm_method,landed_thb_sea,landed_thb_air,retail_sgd_sea_computed,retail_sgd_air_computed,retail_sgd_firestore,retail_sgd_live_medusa,medusa_status,in_medusa,n_prices_live,price_state,known_tbc
A1-01A-00,2D,A-basic shapes,Circle 18 cm - standard colours,20.0,17.0,flat_uplift,1184.47,1184.47,75.8,75.8,75.8,75.8,published,True,4,live=sea-LCL,False
A1-01A-01,2D,A-basic shapes,Circle 18 cm - red,20.0,17.0,flat_uplift,1184.47,1184.47,75.8,75.8,75.8,75.8,draft,True,4,live=sea-LCL,False
A1-01A-02,2D,A-basic shapes,Circle 18 cm - beige,20.0,17.0,flat_uplift,1184.47,1184.47,75.8,75.8,75.8,75.8,draft,True,4,live=sea-LCL,False
A1-01A-04,2D,A-basic shapes,Circle 18 cm - signal green,20.0,17.0,flat_uplift,1184.47,1184.47,75.8,75.8,75.8,75.8,draft,True,4,live=sea-LCL,False
A1-01A-06,2D,A-basic shapes,Circle 18 cm - capri blue,20.0,17.0,flat_uplift,1184.47,1184.47,75.8,75.8,75.8,75.8,draft,True,4,live=sea-LCL,False
A1-01A-09,2D,A-basic shapes,Circle 18 cm - rose,20.0,17.0,flat_uplift,1184.47,1184.47,75.8,75.8,75.8,75.8,draft,True,4,live=sea-LCL,False
A1-01A-50UV,2D,A-basic shapes,Circle 18 cm - UV colours,24.0,20.4,flat_uplift,1421.37,1421.37,90.96,90.96,90.96,90.96,draft,True,4,live=sea-LCL,False
A1-01A-51UV,2D,A-basic shapes,Circle 18 cm - UV sky blue,24.0,20.4,flat_uplift,1421.37,1421.37,90.96,90.96,90.96,90.96,draft,True,4,live=sea-LCL,False
A1-01A-52UV,2D,A-basic shapes,Circle 18 cm - UV yellow,24.0,20.4,flat_uplift,1421.37,1421.37,90.96,90.96,90.96,90.96,draft,True,4,live=sea-LCL,False
A1-01A-53UV,2D,A-basic shapes,Circle 18 cm - UV may green,24.0,20.4,flat_uplift,1421.37,1421.37,90.96,90.96,90.96,90.96,draft,True,4,live=sea-LCL,False
A1-01A-56UV,2D,A-basic shapes,Circle 18 cm - UV teal,24.0,20.4,flat_uplift,1421.37,1421.37,90.96,90.96,90.96,90.96,draft,True,4,live=sea-LCL,False
A1-01A-57UV,2D,A-basic shapes,Circle 18 cm - UV rainbow blue,24.0,20.4,flat_uplift,1421.37,1421.37,90.96,90.96,90.96,90.96,draft,True,4,live=sea-LCL,False
A1-01A-59UV,2D,A-basic shapes,Circle 18 cm - UV orange,24.0,20.4,flat_uplift,1421.37,1421.37,90.96,90.96,90.96,90.96,draft,True,4,live=sea-LCL,False
A1-01B-00,2D,A-basic shapes,Circle 20 cm - standard colours,22.0,18.7,flat_uplift,1302.92,1302.92,83.38,83.38,83.38,83.38,draft,True,4,live=sea-LCL,False
A1-01B-02,2D,A-basic shapes,Circle 20 cm - beige,22.0,18.7,flat_uplift,1302.92,1302.92,83.38,83.38,83.38,83.38,draft,True,4,live=sea-LCL,False
A1-01B-03,2D,A-basic shapes,Circle 20 cm - earth yellow,22.0,18.7,flat_uplift,1302.92,1302.92,83.38,83.38,83.38,83.38,draft,True,4,live=sea-LCL,False
A1-01B-04,2D,A-basic shapes,Circle 20 cm - signal green,22.0,18.7,flat_uplift,1302.92,1302.92,83.38,83.38,83.38,83.38,draft,True,4,live=sea-LCL,False
A1-01B-07,2D,A-basic shapes,Circle 20 cm - black,22.0,18.7,flat_uplift,1302.92,1302.92,83.38,83.38,83.38,83.38,draft,True,4,live=sea-LCL,False
A1-01B-08,2D,A-basic shapes,Circle 20 cm - eggshell,22.0,18.7,flat_uplift,1302.92,1302.92,83.38,83.38,83.38,83.38,draft,True,4,live=sea-LCL,False
A1-01B-09,2D,A-basic shapes,Circle 20 cm - rose,22.0,18.7,flat_uplift,1302.92,1302.92,83.38,83.38,83.38,83.38,draft,True,4,live=sea-LCL,False
A1-01B-50UV,2D,A-basic shapes,Circle 20 cm - UV colours,26.0,22.1,flat_uplift,1539.81,1539.81,98.54,98.54,98.54,98.54,draft,True,4,live=sea-LCL,False
A1-01B-51UV,2D,A-basic shapes,Circle 20 cm - UV sky blue,26.0,22.1,flat_uplift,1539.81,1539.81,98.54,98.54,98.54,98.54,draft,True,4,live=sea-LCL,False
A1-01B-53UV,2D,A-basic shapes,Circle 20 cm - UV may green,26.0,22.1,flat_uplift,1539.81,1539.81,98.54,98.54,98.54,98.54,draft,True,4,live=sea-LCL,False
A1-01B-54UV,2D,A-basic shapes,Circle 20 cm - UV purple,26.0,22.1,flat_uplift,1539.81,1539.81,98.54,98.54,98.54,98.54,draft,True,4,live=sea-LCL,False
A1-01B-56UV,2D,A-basic shapes,Circle 20 cm - UV teal,26.0,22.1,flat_uplift,1539.81,1539.81,98.54,98.54,98.54,98.54,draft,True,4,live=sea-LCL,False
A1-01B-57UV,2D,A-basic shapes,Circle 20 cm - UV rainbow blue,26.0,22.1,flat_uplift,1539.81,1539.81,98.54,98.54,98.54,98.54,draft,True,4,live=sea-LCL,False
A1-01B-58UV,2D,A-basic shapes,Circle 20 cm - UV light grey,26.0,22.1,flat_uplift,1539.81,1539.81,98.54,98.54,98.54,98.54,draft,True,4,live=sea-LCL,False
A1-01B-59UV,2D,A-basic shapes,Circle 20 cm - UV orange,26.0,22.1,flat_uplift,1539.81,1539.81,98.54,98.54,98.54,98.54,draft,True,4,live=sea-LCL,False
A1-01B-67UV,2D,A-basic shapes,Circle 20 cm - UV lime green,26.0,22.1,flat_uplift,1539.81,1539.81,98.54,98.54,98.54,98.54,draft,True,4,live=sea-LCL,False
A1-01C-00,2D,A-basic shapes,Circle 30 cm - standard colours,27.0,22.95,flat_uplift,1599.04,1599.04,102.33,102.33,102.33,102.33,draft,True,4,live=sea-LCL,False
A1-01C-01,2D,A-basic shapes,Circle 30 cm - red,27.0,22.95,flat_uplift,1599.04,1599.04,102.33,102.33,102.33,102.33,draft,True,4,live=sea-LCL,False
A1-01C-02,2D,A-basic shapes,Circle 30 cm - beige,27.0,22.95,flat_uplift,1599.04,1599.04,102.33,102.33,102.33,102.33,draft,True,4,live=sea-LCL,False
A1-01C-03,2D,A-basic shapes,Circle 30 cm - earth yellow,27.0,22.95,flat_uplift,1599.04,1599.04,102.33,102.33,102.33,102.33,draft,True,4,live=sea-LCL,False
A1-01C-04,2D,A-basic shapes,Circle 30 cm - signal green,27.0,22.95,flat_uplift,1599.04,1599.04,102.33,102.33,102.33,102.33,draft,True,4,live=sea-LCL,False
A1-01C-06,2D,A-basic shapes,Circle 30 cm - capri blue,27.0,22.95,flat_uplift,1599.04,1599.04,102.33,102.33,102.33,102.33,draft,True,4,live=sea-LCL,False
A1-01C-07,2D,A-basic shapes,Circle 30 cm - black,27.0,22.95,flat_uplift,1599.04,1599.04,102.33,102.33,102.33,102.33,draft,True,4,live=sea-LCL,False
A1-01C-08,2D,A-basic shapes,Circle 30 cm - eggshell,27.0,22.95,flat_uplift,1599.04,1599.04,102.33,102.33,102.33,102.33,draft,True,4,live=sea-LCL,False
A1-01C-09,2D,A-basic shapes,Circle 30 cm - rose,27.0,22.95,flat_uplift,1599.04,1599.04,102.33,102.33,102.33,102.33,draft,True,4,live=sea-LCL,False
A1-01C-50UV,2D,A-basic shapes,Circle 30 cm - UV colours,32.0,27.2,flat_uplift,1895.15,1895.15,121.28,121.28,121.28,121.28,draft,True,4,live=sea-LCL,False
A1-01C-51UV,2D,A-basic shapes,Circle 30 cm - UV sky blue,32.0,27.2,flat_uplift,1895.15,1895.15,121.28,121.28,121.28,121.28,draft,True,4,live=sea-LCL,False
A1-01C-52UV,2D,A-basic shapes,Circle 30 cm - UV yellow,32.0,27.2,flat_uplift,1895.15,1895.15,121.28,121.28,121.28,121.28,draft,True,4,live=sea-LCL,False
A1-01C-53UV,2D,A-basic shapes,Circle 30 cm - UV may green,32.0,27.2,flat_uplift,1895.15,1895.15,121.28,121.28,121.28,121.28,draft,True,4,live=sea-LCL,False
A1-01C-54UV,2D,A-basic shapes,Circle 30 cm - UV purple,32.0,27.2,flat_uplift,1895.15,1895.15,121.28,121.28,121.28,121.28,draft,True,4,live=sea-LCL,False
A1-01C-55UV,2D,A-basic shapes,Circle 30 cm - UV pearl,32.0,27.2,flat_uplift,1895.15,1895.15,121.28,121.28,121.28,121.28,draft,True,4,live=sea-LCL,False
A1-01C-56UV,2D,A-basic shapes,Circle 30 cm - UV teal,32.0,27.2,flat_uplift,1895.15,1895.15,121.28,121.28,121.28,121.28,draft,True,4,live=sea-LCL,False
A1-01C-57UV,2D,A-basic shapes,Circle 30 cm - UV rainbow blue,32.0,27.2,flat_uplift,1895.15,1895.15,121.28,121.28,121.28,121.28,draft,True,4,live=sea-LCL,False
A1-01C-58UV,2D,A-basic shapes,Circle 30 cm - UV light grey,32.0,27.2,flat_uplift,1895.15,1895.15,121.28,121.28,121.28,121.28,draft,True,4,live=sea-LCL,False
A1-01C-59UV,2D,A-basic shapes,Circle 30 cm - UV orange,32.0,27.2,flat_uplift,1895.15,1895.15,121.28,121.28,121.28,121.28,draft,True,4,live=sea-LCL,False
A1-01D-00,2D,A-basic shapes,Circle 40 cm - standard colours,34.0,28.9,flat_uplift,2013.6,2013.6,128.86,128.86,128.86,128.86,draft,True,4,live=sea-LCL,False
A1-01D-01,2D,A-basic shapes,Circle 40 cm - red,34.0,28.9,flat_uplift,2013.6,2013.6,128.86,128.86,128.86,128.86,draft,True,4,live=sea-LCL,False
A1-01D-03,2D,A-basic shapes,Circle 40 cm - earth yellow,34.0,28.9,flat_uplift,2013.6,2013.6,128.86,128.86,128.86,128.86,draft,True,4,live=sea-LCL,False
A1-01D-06,2D,A-basic shapes,Circle 40 cm - capri blue,34.0,28.9,flat_uplift,2013.6,2013.6,128.86,128.86,128.86,128.86,draft,True,4,live=sea-LCL,False
A1-01D-11,2D,A-basic shapes,Circle 40 cm - dark grey,34.0,28.9,flat_uplift,2013.6,2013.6,128.86,128.86,128.86,128.86,draft,True,4,live=sea-LCL,False
A1-01D-12,2D,A-basic shapes,Circle 40 cm - pink,34.0,28.9,flat_uplift,2013.6,2013.6,128.86,128.86,128.86,128.86,draft,True,4,live=sea-LCL,False
A1-01D-50UV,2D,A-basic shapes,Circle 40 cm - UV colours,41.0,34.85,flat_uplift,2428.17,2428.17,155.39,155.39,155.39,155.39,draft,True,4,live=sea-LCL,False
A1-01D-51UV,2D,A-basic shapes,Circle 40 cm - UV sky blue,41.0,34.85,flat_uplift,2428.17,2428.17,155.39,155.39,155.39,155.39,draft,True,4,live=sea-LCL,False
A1-01D-52UV,2D,A-basic shapes,Circle 40 cm - UV yellow,41.0,34.85,flat_uplift,2428.17,2428.17,155.39,155.39,155.39,155.39,draft,True,4,live=sea-LCL,False
A1-01D-53UV,2D,A-basic shapes,Circle 40 cm - UV may green,41.0,34.85,flat_uplift,2428.17,2428.17,155.39,155.39,155.39,155.39,draft,True,4,live=sea-LCL,False
A1-01D-56UV,2D,A-basic shapes,Circle 40 cm - UV teal,41.0,34.85,flat_uplift,2428.17,2428.17,155.39,155.39,155.39,155.39,draft,True,4,live=sea-LCL,False
A1-01D-58UV,2D,A-basic shapes,Circle 40 cm - UV light grey,41.0,34.85,flat_uplift,2428.17,2428.17,155.39,155.39,155.39,155.39,draft,True,4,live=sea-LCL,False
A1-01D-65UV,2D,A-basic shapes,Circle 40 cm - UV middle grey,41.0,34.85,flat_uplift,2428.17,2428.17,155.39,155.39,155.39,155.39,draft,True,4,live=sea-LCL,False
A1-01E-00,2D,A-basic shapes,Circle 50 cm - standard colours,43.0,36.55,flat_uplift,2546.61,2546.61,162.97,162.97,162.97,162.97,draft,True,4,live=sea-LCL,False
A1-01E-01,2D,A-basic shapes,Circle 50 cm - red,43.0,36.55,flat_uplift,2546.61,2546.61,162.97,162.97,162.97,162.97,draft,True,4,live=sea-LCL,False
A1-01E-02,2D,A-basic shapes,Circle 50 cm - beige,43.0,36.55,flat_uplift,2546.61,2546.61,162.97,162.97,162.97,162.97,draft,True,4,live=sea-LCL,False
A1-01E-04,2D,A-basic shapes,Circle 50 cm - signal green,43.0,36.55,flat_uplift,2546.61,2546.61,162.97,162.97,162.97,162.97,draft,True,4,live=sea-LCL,False
A1-01E-08,2D,A-basic shapes,Circle 50 cm - eggshell,43.0,36.55,flat_uplift,2546.61,2546.61,162.97,162.97,162.97,162.97,draft,True,4,live=sea-LCL,False
A1-01E-09,2D,A-basic shapes,Circle 50 cm - rose,43.0,36.55,flat_uplift,2546.61,2546.61,162.97,162.97,162.97,162.97,draft,True,4,live=sea-LCL,False
A1-01E-50UV,2D,A-basic shapes,Circle 50 cm - UV colours,53.0,45.05,flat_uplift,3138.85,3138.85,200.87,200.87,200.87,200.87,draft,True,4,live=sea-LCL,False
A1-01E-51UV,2D,A-basic shapes,Circle 50 cm - UV sky blue,53.0,45.05,flat_uplift,3138.85,3138.85,200.87,200.87,200.87,200.87,draft,True,4,live=sea-LCL,False
A1-01E-52UV,2D,A-basic shapes,Circle 50 cm - UV yellow,53.0,45.05,flat_uplift,3138.85,3138.85,200.87,200.87,200.87,200.87,draft,True,4,live=sea-LCL,False
A1-01E-53UV,2D,A-basic shapes,Circle 50 cm - UV may green,53.0,45.05,flat_uplift,3138.85,3138.85,200.87,200.87,200.87,200.87,draft,True,4,live=sea-LCL,False
A1-01E-54UV,2D,A-basic shapes,Circle 50 cm - UV purple,53.0,45.05,flat_uplift,3138.85,3138.85,200.87,200.87,200.87,200.87,draft,True,4,live=sea-LCL,False
A1-01E-55UV,2D,A-basic shapes,Circle 50 cm - UV pearl,53.0,45.05,flat_uplift,3138.85,3138.85,200.87,200.87,200.87,200.87,draft,True,4,live=sea-LCL,False
A1-01E-56UV,2D,A-basic shapes,Circle 50 cm - UV teal,53.0,45.05,flat_uplift,3138.85,3138.85,200.87,200.87,200.87,200.87,draft,True,4,live=sea-LCL,False
A1-01E-57UV,2D,A-basic shapes,Circle 50 cm - UV rainbow blue,53.0,45.05,flat_uplift,3138.85,3138.85,200.87,200.87,200.87,200.87,draft,True,4,live=sea-LCL,False
A1-01E-58UV,2D,A-basic shapes,Circle 50 cm - UV light grey,53.0,45.05,flat_uplift,3138.85,3138.85,200.87,200.87,200.87,200.87,draft,True,4,live=sea-LCL,False
A1-01E-59UV,2D,A-basic shapes,Circle 50 cm - UV orange,53.0,45.05,flat_uplift,3138.85,3138.85,200.87,200.87,200.87,200.87,draft,True,4,live=sea-LCL,False
A1-01E-65UV,2D,A-basic shapes,Circle 50 cm - UV middle grey,53.0,45.05,flat_uplift,3138.85,3138.85,200.87,200.87,200.87,200.87,draft,True,4,live=sea-LCL,False
A1-01E-67UV,2D,A-basic shapes,Circle 50 cm - UV lime green,53.0,45.05,flat_uplift,3138.85,3138.85,200.87,200.87,200.87,200.87,draft,True,4,live=sea-LCL,False
A1-01F-00,2D,A-basic shapes,Circle 60 cm - standard colours,52.0,44.2,flat_uplift,3079.62,3079.62,197.08,197.08,197.08,197.08,draft,True,4,live=sea-LCL,False
A1-01F-04,2D,A-basic shapes,Circle 60 cm - signal green,52.0,44.2,flat_uplift,3079.62,3079.62,197.08,197.08,197.08,197.08,draft,True,4,live=sea-LCL,False
A1-01F-50UV,2D,A-basic shapes,Circle 60 cm - UV colours,67.0,56.95,flat_uplift,3967.98,3967.98,253.93,253.93,253.93,253.93,draft,True,4,live=sea-LCL,False
A1-01F-52UV,2D,A-basic shapes,Circle 60 cm - UV yellow,67.0,56.95,flat_uplift,3967.98,3967.98,253.93,253.93,253.93,253.93,draft,True,4,live=sea-LCL,False
A1-01G-00,2D,A-basic shapes,Circle 65 cm - standard colours,65.0,55.25,flat_uplift,3849.53,3849.53,246.35,246.35,246.35,246.35,draft,True,4,live=sea-LCL,False
A1-01G-50UV,2D,A-basic shapes,Circle 65 cm - UV colours,76.0,64.6,flat_uplift,4500.99,4500.99,288.04,288.04,288.04,288.04,draft,True,4,live=sea-LCL,False
A1-01H-00,2D,A-basic shapes,Circle 70 cm - standard colours,67.0,56.95,flat_uplift,3967.98,3967.98,253.93,253.93,253.93,253.93,draft,True,4,live=sea-LCL,False
A1-01H-01,2D,A-basic shapes,Circle 70 cm - red,67.0,56.95,flat_uplift,3967.98,3967.98,253.93,253.93,253.93,253.93,draft,True,4,live=sea-LCL,False
A1-01H-03,2D,A-basic shapes,Circle 70 cm - earth yellow,67.0,56.95,flat_uplift,3967.98,3967.98,253.93,253.93,253.93,253.93,draft,True,4,live=sea-LCL,False
A1-01H-04,2D,A-basic shapes,Circle 70 cm - signal green,67.0,56.95,flat_uplift,3967.98,3967.98,253.93,253.93,253.93,253.93,draft,True,4,live=sea-LCL,False
A1-01H-06,2D,A-basic shapes,Circle 70 cm - capri blue,67.0,56.95,flat_uplift,3967.98,3967.98,253.93,253.93,253.93,253.93,draft,True,4,live=sea-LCL,False
A1-01H-09,2D,A-basic shapes,Circle 70 cm - rose,67.0,56.95,flat_uplift,3967.98,3967.98,253.93,253.93,253.93,253.93,draft,True,4,live=sea-LCL,False
A1-01H-12,2D,A-basic shapes,Circle 70 cm - pink,67.0,56.95,flat_uplift,3967.98,3967.98,253.93,253.93,253.93,253.93,draft,True,4,live=sea-LCL,False
A1-01H-50UV,2D,A-basic shapes,Circle 70 cm - UV colours,86.0,73.1,flat_uplift,5093.22,5093.22,325.94,325.94,325.94,325.94,draft,True,4,live=sea-LCL,False
A1-01H-51UV,2D,A-basic shapes,Circle 70 cm - UV sky blue,86.0,73.1,flat_uplift,5093.22,5093.22,325.94,325.94,325.94,325.94,draft,True,4,live=sea-LCL,False
A1-01H-52UV,2D,A-basic shapes,Circle 70 cm - UV yellow,86.0,73.1,flat_uplift,5093.22,5093.22,325.94,325.94,325.94,325.94,draft,True,4,live=sea-LCL,False
A1-01H-53UV,2D,A-basic shapes,Circle 70 cm - UV may green,86.0,73.1,flat_uplift,5093.22,5093.22,325.94,325.94,325.94,325.94,draft,True,4,live=sea-LCL,False
A1-01H-56UV,2D,A-basic shapes,Circle 70 cm - UV teal,86.0,73.1,flat_uplift,5093.22,5093.22,325.94,325.94,325.94,325.94,draft,True,4,live=sea-LCL,False
A1-01H-58UV,2D,A-basic shapes,Circle 70 cm - UV light grey,86.0,73.1,flat_uplift,5093.22,5093.22,325.94,325.94,325.94,325.94,draft,True,4,live=sea-LCL,False
A1-01I-00,2D,A-basic shapes,Circle 80 cm - standard colours,77.0,65.45,flat_uplift,4560.21,4560.21,291.83,291.83,291.83,291.83,draft,True,4,live=sea-LCL,False
A1-01I-02,2D,A-basic shapes,Circle 80 cm - beige,77.0,65.45,flat_uplift,4560.21,4560.21,291.83,291.83,291.83,291.83,draft,True,4,live=sea-LCL,False
A1-01I-04,2D,A-basic shapes,Circle 80 cm - signal green,77.0,65.45,flat_uplift,4560.21,4560.21,291.83,291.83,291.83,291.83,draft,True,4,live=sea-LCL,False
A1-01I-09,2D,A-basic shapes,Circle 80 cm - rose,77.0,65.45,flat_uplift,4560.21,4560.21,291.83,291.83,291.83,291.83,draft,True,4,live=sea-LCL,False
A1-01I-50UV,2D,A-basic shapes,Circle 80 cm - UV colours,99.0,84.15,flat_uplift,5863.13,5863.13,375.21,375.21,375.21,375.21,draft,True,4,live=sea-LCL,False
A1-01I-52UV,2D,A-basic shapes,Circle 80 cm - UV yellow,99.0,84.15,flat_uplift,5863.13,5863.13,375.21,375.21,375.21,375.21,draft,True,4,live=sea-LCL,False
A1-01I-53UV,2D,A-basic shapes,Circle 80 cm - UV may green,99.0,84.15,flat_uplift,5863.13,5863.13,375.21,375.21,375.21,375.21,draft,True,4,live=sea-LCL,False
A1-01I-56UV,2D,A-basic shapes,Circle 80 cm - UV teal,99.0,84.15,flat_uplift,5863.13,5863.13,375.21,375.21,375.21,375.21,draft,True,4,live=sea-LCL,False
A1-01I-63UV,2D,A-basic shapes,Circle 80 cm - UV turquoise blue,99.0,84.15,flat_uplift,5863.13,5863.13,375.21,375.21,375.21,375.21,draft,True,4,live=sea-LCL,False
A1-01J-00,2D,A-basic shapes,Circle 100 cm - standard colours,123.0,104.55,flat_uplift,7284.5,7284.5,466.17,466.17,466.17,466.17,draft,True,4,live=sea-LCL,False
A1-01J-01,2D,A-basic shapes,Circle 100 cm - red,123.0,104.55,flat_uplift,7284.5,7284.5,466.17,466.17,466.17,466.17,draft,True,4,live=sea-LCL,False
A1-01J-02,2D,A-basic shapes,Circle 100 cm - beige,123.0,104.55,flat_uplift,7284.5,7284.5,466.17,466.17,466.17,466.17,draft,True,4,live=sea-LCL,False
A1-01J-03,2D,A-basic shapes,Circle 100 cm - earth yellow,123.0,104.55,flat_uplift,7284.5,7284.5,466.17,466.17,466.17,466.17,draft,True,4,live=sea-LCL,False
A1-01J-04,2D,A-basic shapes,Circle 100 cm - signal green,123.0,104.55,flat_uplift,7284.5,7284.5,466.17,466.17,466.17,466.17,draft,True,4,live=sea-LCL,False
A1-01J-05,2D,A-basic shapes,Circle 100 cm - brown,123.0,104.55,flat_uplift,7284.5,7284.5,466.17,466.17,466.17,466.17,draft,True,4,live=sea-LCL,False
A1-01J-09,2D,A-basic shapes,Circle 100 cm - rose,123.0,104.55,flat_uplift,7284.5,7284.5,466.17,466.17,466.17,466.17,draft,True,4,live=sea-LCL,False
A1-01J-50UV,2D,A-basic shapes,Circle 100 cm - UV colours,167.0,141.95,flat_uplift,9890.33,9890.33,632.93,632.93,632.93,632.93,draft,True,4,live=sea-LCL,False
A1-01J-52UV,2D,A-basic shapes,Circle 100 cm - UV yellow,167.0,141.95,flat_uplift,9890.33,9890.33,632.93,632.93,632.93,632.93,draft,True,4,live=sea-LCL,False
A1-01J-53UV,2D,A-basic shapes,Circle 100 cm - UV may green,167.0,141.95,flat_uplift,9890.33,9890.33,632.93,632.93,632.93,632.93,draft,True,4,live=sea-LCL,False
A1-01J-54UV,2D,A-basic shapes,Circle 100 cm - UV purple,167.0,141.95,flat_uplift,9890.33,9890.33,632.93,632.93,632.93,632.93,draft,True,4,live=sea-LCL,False
A1-01J-56UV,2D,A-basic shapes,Circle 100 cm - UV teal,167.0,141.95,flat_uplift,9890.33,9890.33,632.93,632.93,632.93,632.93,draft,True,4,live=sea-LCL,False
A1-01J-57UV,2D,A-basic shapes,Circle 100 cm - UV rainbow blue,167.0,141.95,flat_uplift,9890.33,9890.33,632.93,632.93,632.93,632.93,draft,True,4,live=sea-LCL,False
A1-01J-58UV,2D,A-basic shapes,Circle 100 cm - UV light grey,167.0,141.95,flat_uplift,9890.33,9890.33,632.93,632.93,632.93,632.93,draft,True,4,live=sea-LCL,False
A1-01J-62UV,2D,A-basic shapes,Circle 100 cm - UV reseda green,167.0,141.95,flat_uplift,9890.33,9890.33,632.93,632.93,632.93,632.93,draft,True,4,live=sea-LCL,False
A1-01K-00,2D,A-basic shapes,Circle 120 cm - standard colours,192.0,163.2,flat_uplift,11370.92,11370.92,727.68,727.68,727.68,727.68,draft,True,4,live=sea-LCL,False
A1-01K-03,2D,A-basic shapes,Circle 120 cm - earth yellow,192.0,163.2,flat_uplift,11370.92,11370.92,727.68,727.68,727.68,727.68,draft,True,4,live=sea-LCL,False
A1-01K-50UV,2D,A-basic shapes,Circle 120 cm - UV colours,256.0,217.6,flat_uplift,15161.23,15161.23,970.24,970.24,970.24,970.24,draft,True,4,live=sea-LCL,False
A1-01K-52UV,2D,A-basic shapes,Circle 120 cm - UV yellow,256.0,217.6,flat_uplift,15161.23,15161.23,970.24,970.24,970.24,970.24,draft,True,4,live=sea-LCL,False
A1-01K-59UV,2D,A-basic shapes,Circle 120 cm - UV orange,256.0,217.6,flat_uplift,15161.23,15161.23,970.24,970.24,970.24,970.24,draft,True,4,live=sea-LCL,False
A1-02A-01,2D,A-basic shapes,Number 1 (beige) in circle 30 cm - red,45.0,38.25,flat_uplift,2665.06,2665.06,170.55,170.55,170.55,170.55,draft,True,4,live=sea-LCL,False
A1-02A-03,2D,A-basic shapes,Number 1 (black) in circle 30 cm - earth yellow,45.0,38.25,flat_uplift,2665.06,2665.06,170.55,170.55,170.55,170.55,draft,True,4,live=sea-LCL,False
A1-02A-53UV,2D,A-basic shapes,Number 1 (black) in circle 30 cm - UV may green,54.0,45.9,flat_uplift,3198.07,3198.07,204.66,204.66,204.66,204.66,draft,True,4,live=sea-LCL,False
A1-02B-01,2D,A-basic shapes,Number 2 (beige) in circle 30 cm - red,45.0,38.25,flat_uplift,2665.06,2665.06,170.55,170.55,170.55,170.55,draft,True,4,live=sea-LCL,False
A1-02B-03,2D,A-basic shapes,Number 2 (black) in circle 30 cm - earth yellow,45.0,38.25,flat_uplift,2665.06,2665.06,170.55,170.55,170.55,170.55,draft,True,4,live=sea-LCL,False
A1-02B-05,2D,A-basic shapes,Number 2 (beige) in circle 30 cm - brown,45.0,38.25,flat_uplift,2665.06,2665.06,170.55,170.55,170.55,170.55,draft,True,4,live=sea-LCL,False
A1-02B-53UV,2D,A-basic shapes,Number 2 (black) in circle 30 cm - UV may green,54.0,45.9,flat_uplift,3198.07,3198.07,204.66,204.66,204.66,204.66,draft,True,4,live=sea-LCL,False
A1-02C-01,2D,A-basic shapes,Number 3 (beige) in circle 30 cm - red,45.0,38.25,flat_uplift,2665.06,2665.06,170.55,170.55,170.55,170.55,draft,True,4,live=sea-LCL,False
A1-02C-03,2D,A-basic shapes,Number 3 (black) in circle 30 cm - earth yellow,45.0,38.25,flat_uplift,2665.06,2665.06,170.55,170.55,170.55,170.55,draft,True,4,live=sea-LCL,False
A1-02C-53UV,2D,A-basic shapes,Number 3 (black) in circle 30 cm - UV may green,54.0,45.9,flat_uplift,3198.07,3198.07,204.66,204.66,204.66,204.66,draft,True,4,live=sea-LCL,False
A1-02D-01,2D,A-basic shapes,Number 4 (beige) in circle 30 cm - red,45.0,38.25,flat_uplift,2665.06,2665.06,170.55,170.55,170.55,170.55,draft,True,4,live=sea-LCL,False
A1-02D-03,2D,A-basic shapes,Number 4 (black) in circle 30 cm - earth yellow,45.0,38.25,flat_uplift,2665.06,2665.06,170.55,170.55,170.55,170.55,draft,True,4,live=sea-LCL,False
A1-02D-05,2D,A-basic shapes,Number 4 (beige) in circle 30 cm - brown,45.0,38.25,flat_uplift,2665.06,2665.06,170.55,170.55,170.55,170.55,draft,True,4,live=sea-LCL,False
A1-02D-53UV,2D,A-basic shapes,Number 4 (black) in circle 30 cm - UV may green,54.0,45.9,flat_uplift,3198.07,3198.07,204.66,204.66,204.66,204.66,draft,True,4,live=sea-LCL,False
A1-02E-01,2D,A-basic shapes,Number 5 (beige) in circle 30 cm - red,45.0,38.25,flat_uplift,2665.06,2665.06,170.55,170.55,170.55,170.55,draft,True,4,live=sea-LCL,False
A1-02E-03,2D,A-basic shapes,Number 5 (black) in circle 30 cm - earth yellow,45.0,38.25,flat_uplift,2665.06,2665.06,170.55,170.55,170.55,170.55,draft,True,4,live=sea-LCL,False
A1-02E-53UV,2D,A-basic shapes,Number 5 (black) in circle 30 cm - UV may green,54.0,45.9,flat_uplift,3198.07,3198.07,204.66,204.66,204.66,204.66,draft,True,4,live=sea-LCL,False
A1-02F-01,2D,A-basic shapes,Number 6 (beige) in circle 30 cm - red,45.0,38.25,flat_uplift,2665.06,2665.06,170.55,170.55,170.55,170.55,draft,True,4,live=sea-LCL,False
A1-02F-03,2D,A-basic shapes,Number 6 (black) in circle 30 cm - earth yellow,45.0,38.25,flat_uplift,2665.06,2665.06,170.55,170.55,170.55,170.55,draft,True,4,live=sea-LCL,False
A1-02F-53UV,2D,A-basic shapes,Number 6 (black) in circle 30 cm - UV may green,54.0,45.9,flat_uplift,3198.07,3198.07,204.66,204.66,204.66,204.66,draft,True,4,live=sea-LCL,False
