handle,item_code,name,dimension,product_group,unit,list_eur,eur_fob,cbm,cbm_method,landed_thb,landed_thb_raw,logistics_pct,logistics_clamp,retail_thb,retail_usd,retail_eur,retail_sgd,freight_thb,duty_thb,vat_thb
4soft-a1-21b-03,A1-21B-03,Circle 100 cm - stand upright - earth yellow,2D,A-basic shapes,each,235.0,199.75,0.0,flat_uplift,13917.53,12285.7,0.8,floored,24819.6,697.56,599.25,890.65,2706.1870325,1043.81,803.74
4soft-a1-21c-03,A1-21C-03,Circle 100 cm - squat - earth yellow,2D,A-basic shapes,each,235.0,199.75,0.0,flat_uplift,13917.53,12285.7,0.8,floored,24819.6,697.56,599.25,890.65,2706.1870325,1043.81,803.74
4soft-a1-21d-03,A1-21D-03,Circle 100 cm - stretching - earth yellow,2D,A-basic shapes,each,235.0,199.75,0.0,flat_uplift,13917.53,12285.7,0.8,floored,24819.6,697.56,599.25,890.65,2706.1870325,1043.81,803.74
4soft-a1-21e-03,A1-21E-03,Circle 100 cm - pushups - earth yellow,2D,A-basic shapes,each,235.0,199.75,0.0,flat_uplift,13917.53,12285.7,0.8,floored,24819.6,697.56,599.25,890.65,2706.1870325,1043.81,803.74
4soft-a1-21z-00,A1-21Z-00,"Circle 100 cm - with graphics, letter or number (1 pc) - standard colours",2D,A-basic shapes,each,235.0,199.75,0.0,flat_uplift,13917.53,12285.7,0.8,floored,24819.6,697.56,599.25,890.65,2706.1870325,1043.81,803.74
4soft-a1-21z-50uv,A1-21Z-50UV,"Circle 100 cm - with graphics, letter or number - UV colours",2D,A-basic shapes,each,271.0,230.35,0.0,flat_uplift,16049.58,14167.77,0.8,floored,28621.75,804.42,691.05,1027.09,3120.7518545000003,1203.72,926.86
4soft-a2-01a-00,A2-01A-00,Triangle 21 cm - standard colours,2D,A-basic shapes,each,21.0,17.85,0.0001,dims_scaled,2418.29,21374.02,2.5,capped,4312.62,121.21,104.12,154.76,2.25,70.01,53.91
4soft-a2-01a-02,A2-01A-02,Triangle 21 cm - beige,2D,A-basic shapes,each,21.0,17.85,0.0,flat_uplift,1243.69,1097.87,0.8,floored,2217.91,62.33,53.55,79.59,241.82947950000005,93.28,71.82
4soft-a2-01a-06,A2-01A-06,Triangle 21 cm - capri blue,2D,A-basic shapes,each,21.0,17.85,0.0,flat_uplift,1243.69,1097.87,0.8,floored,2217.91,62.33,53.55,79.59,241.82947950000005,93.28,71.82
4soft-a2-01a-07,A2-01A-07,Triangle 21 cm - black,2D,A-basic shapes,each,21.0,17.85,0.0,flat_uplift,1243.69,1097.87,0.8,floored,2217.91,62.33,53.55,79.59,241.82947950000005,93.28,71.82
4soft-a2-01a-09,A2-01A-09,Triangle 21 cm - rose,2D,A-basic shapes,each,21.0,17.85,0.0,flat_uplift,1243.69,1097.87,0.8,floored,2217.91,62.33,53.55,79.59,241.82947950000005,93.28,71.82
4soft-a2-01a-50uv,A2-01A-50UV,Triangle 21 cm - UV colours,2D,A-basic shapes,each,25.0,21.25,0.0,flat_uplift,1480.59,1306.98,0.8,floored,2640.39,74.21,63.75,94.75,287.8922375000001,111.04,85.5
4soft-a2-01a-52uv,A2-01A-52UV,Triangle 21 cm - UV yellow,2D,A-basic shapes,each,25.0,21.25,0.0,flat_uplift,1480.59,1306.98,0.8,floored,2640.39,74.21,63.75,94.75,287.8922375000001,111.04,85.5
4soft-a2-01a-53uv,A2-01A-53UV,Triangle 21 cm - UV may green,2D,A-basic shapes,each,25.0,21.25,0.0,flat_uplift,1480.59,1306.98,0.8,floored,2640.39,74.21,63.75,94.75,287.8922375000001,111.04,85.5
4soft-a2-01a-57uv,A2-01A-57UV,Triangle 21 cm - UV rainbow blue,2D,A-basic shapes,each,25.0,21.25,0.0,flat_uplift,1480.59,1306.98,0.8,floored,2640.39,74.21,63.75,94.75,287.8922375000001,111.04,85.5
4soft-a2-01a-59uv,A2-01A-59UV,Triangle 21 cm - UV orange,2D,A-basic shapes,each,25.0,21.25,0.0,flat_uplift,1480.59,1306.98,0.8,floored,2640.39,74.21,63.75,94.75,287.8922375000001,111.04,85.5
4soft-a2-01b-00,A2-01B-00,Triangle 40 cm - standard colours,2D,A-basic shapes,each,26.0,22.1,0.0,flat_uplift,1539.81,1359.27,0.8,floored,2745.99,77.18,66.3,98.54,299.4079270000001,115.49,88.92
4soft-a2-01b-05,A2-01B-05,Triangle 40 cm - brown,2D,A-basic shapes,each,26.0,22.1,0.0,flat_uplift,1539.81,1359.27,0.8,floored,2745.99,77.18,66.3,98.54,299.4079270000001,115.49,88.92
4soft-a2-01b-50uv,A2-01B-50UV,Triangle 40 cm - UV colours,2D,A-basic shapes,each,31.0,26.35,0.0,flat_uplift,1835.93,1620.66,0.8,floored,3274.08,92.02,79.05,117.49,356.9863745000001,137.69,106.02
4soft-a2-01b-52uv,A2-01B-52UV,Triangle 40 cm - UV yellow,2D,A-basic shapes,each,31.0,26.35,0.0,flat_uplift,1835.93,1620.66,0.8,floored,3274.08,92.02,79.05,117.49,356.9863745000001,137.69,106.02
4soft-a2-01b-57uv,A2-01B-57UV,Triangle 40 cm - UV rainbow blue,2D,A-basic shapes,each,31.0,26.35,0.0,flat_uplift,1835.93,1620.66,0.8,floored,3274.08,92.02,79.05,117.49,356.9863745000001,137.69,106.02
4soft-a2-01b-59uv,A2-01B-59UV,Triangle 40 cm - UV orange,2D,A-basic shapes,each,31.0,26.35,0.0,flat_uplift,1835.93,1620.66,0.8,floored,3274.08,92.02,79.05,117.49,356.9863745000001,137.69,106.02
4soft-a2-01c-00,A2-01C-00,Triangle 50 cm - standard colours,2D,A-basic shapes,each,40.0,34.0,0.0,flat_uplift,2368.94,2091.19,0.8,floored,4224.61,118.73,102.0,151.6,460.6275800000001,177.67,136.81
4soft-a2-01c-01,A2-01C-01,Triangle 50 cm - red,2D,A-basic shapes,each,40.0,34.0,0.0,flat_uplift,2368.94,2091.19,0.8,floored,4224.61,118.73,102.0,151.6,460.6275800000001,177.67,136.81
4soft-a2-01c-04,A2-01C-04,Triangle 50 cm - signal green,2D,A-basic shapes,each,40.0,34.0,0.0,flat_uplift,2368.94,2091.19,0.8,floored,4224.61,118.73,102.0,151.6,460.6275800000001,177.67,136.81
4soft-a2-01c-05,A2-01C-05,Triangle 50 cm - brown,2D,A-basic shapes,each,40.0,34.0,0.0,flat_uplift,2368.94,2091.19,0.8,floored,4224.61,118.73,102.0,151.6,460.6275800000001,177.67,136.81
4soft-a2-01c-50uv,A2-01C-50UV,Triangle 50 cm - UV colours,2D,A-basic shapes,each,48.0,40.8,0.0,flat_uplift,2842.73,2509.42,0.8,floored,5069.54,142.48,122.4,181.92,552.7530959999999,213.2,164.17
4soft-a2-01c-52uv,A2-01C-52UV,Triangle 50 cm - UV yellow,2D,A-basic shapes,each,48.0,40.8,0.0,flat_uplift,2842.73,2509.42,0.8,floored,5069.54,142.48,122.4,181.92,552.7530959999999,213.2,164.17
4soft-a2-01c-53uv,A2-01C-53UV,Triangle 50 cm - UV may green,2D,A-basic shapes,each,48.0,40.8,0.0,flat_uplift,2842.73,2509.42,0.8,floored,5069.54,142.48,122.4,181.92,552.7530959999999,213.2,164.17
4soft-a2-01c-57uv,A2-01C-57UV,Triangle 50 cm - UV rainvow blue,2D,A-basic shapes,each,48.0,40.8,0.0,flat_uplift,2842.73,2509.42,0.8,floored,5069.54,142.48,122.4,181.92,552.7530959999999,213.2,164.17
4soft-a2-01c-65uv,A2-01C-65UV,Triangle 50 cm - UV middle grey,2D,A-basic shapes,each,48.0,40.8,0.0,flat_uplift,2842.73,2509.42,0.8,floored,5069.54,142.48,122.4,181.92,552.7530959999999,213.2,164.17
4soft-a2-01d-00,A2-01D-00,Triangle 70 cm - standard colours,2D,A-basic shapes,each,53.0,45.05,0.0,flat_uplift,3138.85,2770.82,0.8,floored,5597.62,157.32,135.15,200.87,610.3315435,235.41,181.27
4soft-a2-01d-02,A2-01D-02,Triangle 70 cm - beige,2D,A-basic shapes,each,53.0,45.05,0.0,flat_uplift,3138.85,2770.82,0.8,floored,5597.62,157.32,135.15,200.87,610.3315435,235.41,181.27
4soft-a2-01d-03,A2-01D-03,Triangle 70 cm - earth yellow,2D,A-basic shapes,each,53.0,45.05,0.0,flat_uplift,3138.85,2770.82,0.8,floored,5597.62,157.32,135.15,200.87,610.3315435,235.41,181.27
4soft-a2-01d-05,A2-01D-05,Triangle 70 cm - brown,2D,A-basic shapes,each,53.0,45.05,0.0,flat_uplift,3138.85,2770.82,0.8,floored,5597.62,157.32,135.15,200.87,610.3315435,235.41,181.27
4soft-a2-01d-09,A2-01D-09,Triangle 70 cm - rose,2D,A-basic shapes,each,53.0,45.05,0.0,flat_uplift,3138.85,2770.82,0.8,floored,5597.62,157.32,135.15,200.87,610.3315435,235.41,181.27
4soft-a2-01d-50uv,A2-01D-50UV,Triangle 70 cm - UV colours,2D,A-basic shapes,each,66.0,56.1,0.0,flat_uplift,3908.75,3450.46,0.8,floored,6970.6,195.91,168.3,250.14,760.035507,293.16,225.73
4soft-a2-01d-53uv,A2-01D-53UV,Triangle 70 cm - UV may green,2D,A-basic shapes,each,66.0,56.1,0.0,flat_uplift,3908.75,3450.46,0.8,floored,6970.6,195.91,168.3,250.14,760.035507,293.16,225.73
4soft-a2-01d-59uv,A2-01D-59UV,Triangle 70 cm - UV orange,2D,A-basic shapes,each,66.0,56.1,0.0,flat_uplift,3908.75,3450.46,0.8,floored,6970.6,195.91,168.3,250.14,760.035507,293.16,225.73
4soft-a2-01e-00,A2-01E-00,Triangle 100 cm - standard colours,2D,A-basic shapes,each,84.0,71.4,0.0,flat_uplift,4974.78,4391.48,0.8,floored,8871.69,249.34,214.2,318.36,967.3179180000002,373.11,287.29
4soft-a2-01e-01,A2-01E-01,Triangle 100 cm - red,2D,A-basic shapes,each,84.0,71.4,0.0,flat_uplift,4974.78,4391.48,0.8,floored,8871.69,249.34,214.2,318.36,967.3179180000002,373.11,287.29
4soft-a2-01e-50uv,A2-01E-50UV,Triangle 100 cm - UV colours,2D,A-basic shapes,each,106.0,90.1,0.0,flat_uplift,6277.7,5541.64,0.8,floored,11195.23,314.64,270.3,401.74,1220.663087,470.83,362.54
4soft-a2-01e-52uv,A2-01E-52UV,Triangle 100 cm - UV yellow,2D,A-basic shapes,each,106.0,90.1,0.0,flat_uplift,6277.7,5541.64,0.8,floored,11195.23,314.64,270.3,401.74,1220.663087,470.83,362.54
4soft-a2-01e-53uv,A2-01E-53UV,Triangle 100 cm - UV may green,2D,A-basic shapes,each,106.0,90.1,0.0,flat_uplift,6277.7,5541.64,0.8,floored,11195.23,314.64,270.3,401.74,1220.663087,470.83,362.54
4soft-a2-01e-57uv,A2-01E-57UV,Triangle 100 cm - UV rainbow blue,2D,A-basic shapes,each,106.0,90.1,0.0,flat_uplift,6277.7,5541.64,0.8,floored,11195.23,314.64,270.3,401.74,1220.663087,470.83,362.54
4soft-a2-02a-06,A2-02A-06,Triangle 50 cm - with left palm (beige) - capri blue,2D,A-basic shapes,each,62.0,52.7,0.0,flat_uplift,3671.86,3241.33,0.8,floored,6548.15,184.04,158.1,234.98,713.9727490000002,275.39,212.05
4soft-a2-02a-09,A2-02A-09,Triangle 50 cm - with left palm (beige) - rose,2D,A-basic shapes,each,62.0,52.7,0.0,flat_uplift,3671.86,3241.33,0.8,floored,6548.15,184.04,158.1,234.98,713.9727490000002,275.39,212.05
4soft-a2-02a-52uv,A2-02A-52UV,Triangle 50 cm - with left palm (black) - UV yellow,2D,A-basic shapes,each,72.0,61.2,0.0,flat_uplift,4264.1,3764.13,0.8,floored,7604.31,213.72,183.6,272.88,829.1296440000001,319.81,246.25
4soft-a2-02a-53uv,A2-02A-53UV,Triangle 50 cm - with left palm (beige) - UV may green,2D,A-basic shapes,each,72.0,61.2,0.0,flat_uplift,4264.1,3764.13,0.8,floored,7604.31,213.72,183.6,272.88,829.1296440000001,319.81,246.25
4soft-a2-02b-06,A2-02B-06,Triangle 50 cm - with right palm (beige) - capri blue,2D,A-basic shapes,each,62.0,52.7,0.0,flat_uplift,3671.86,3241.33,0.8,floored,6548.15,184.04,158.1,234.98,713.9727490000002,275.39,212.05
4soft-a2-02b-09,A2-02B-09,Triangle 50 cm - with right palm (beige) - rose,2D,A-basic shapes,each,62.0,52.7,0.0,flat_uplift,3671.86,3241.33,0.8,floored,6548.15,184.04,158.1,234.98,713.9727490000002,275.39,212.05
4soft-a2-02b-52uv,A2-02B-52UV,Triangle 50 cm - with right palm (black) - UV yellow,2D,A-basic shapes,each,72.0,61.2,0.0,flat_uplift,4264.1,3764.13,0.8,floored,7604.31,213.72,183.6,272.88,829.1296440000001,319.81,246.25
4soft-a2-02b-53uv,A2-02B-53UV,Triangle 50 cm - with right palm (beige) - UV may green,2D,A-basic shapes,each,72.0,61.2,0.0,flat_uplift,4264.1,3764.13,0.8,floored,7604.31,213.72,183.6,272.88,829.1296440000001,319.81,246.25
4soft-a2-02c-06,A2-02C-06,Triangle 50cm with left human footprint (beige) - capri blue,2D,A-basic shapes,each,62.0,52.7,0.0,flat_uplift,3671.86,3241.33,0.8,floored,6548.15,184.04,158.1,234.98,713.9727490000002,275.39,212.05
4soft-a2-02c-09,A2-02C-09,Triangle 50cm with left human footprint (beige) - rose,2D,A-basic shapes,each,62.0,52.7,0.0,flat_uplift,3671.86,3241.33,0.8,floored,6548.15,184.04,158.1,234.98,713.9727490000002,275.39,212.05
4soft-a2-02c-52uv,A2-02C-52UV,Triangle 50cm with left human footprint (black) - UV yellow,2D,A-basic shapes,each,72.0,61.2,0.0,flat_uplift,4264.1,3764.13,0.8,floored,7604.31,213.72,183.6,272.88,829.1296440000001,319.81,246.25
4soft-a2-02c-53uv,A2-02C-53UV,Triangle 50cm with left human footprint (beige) - UV may green,2D,A-basic shapes,each,72.0,61.2,0.0,flat_uplift,4264.1,3764.13,0.8,floored,7604.31,213.72,183.6,272.88,829.1296440000001,319.81,246.25
4soft-a2-02d-06,A2-02D-06,Triangle 50cm with right human footprint (beige) - capri blue,2D,A-basic shapes,each,62.0,52.7,0.0,flat_uplift,3671.86,3241.33,0.8,floored,6548.15,184.04,158.1,234.98,713.9727490000002,275.39,212.05
4soft-a2-02d-09,A2-02D-09,Triangle 50cm with right human footprint (beige) - rose,2D,A-basic shapes,each,62.0,52.7,0.0,flat_uplift,3671.86,3241.33,0.8,floored,6548.15,184.04,158.1,234.98,713.9727490000002,275.39,212.05
4soft-a2-02d-52uv,A2-02D-52UV,Triangle 50cm with right human footprint (black) - UV yellow,2D,A-basic shapes,each,72.0,61.2,0.0,flat_uplift,4264.1,3764.13,0.8,floored,7604.31,213.72,183.6,272.88,829.1296440000001,319.81,246.25
4soft-a2-02d-53uv,A2-02D-53UV,Triangle 50cm with right human footprint (beige) - UV may green,2D,A-basic shapes,each,72.0,61.2,0.0,flat_uplift,4264.1,3764.13,0.8,floored,7604.31,213.72,183.6,272.88,829.1296440000001,319.81,246.25
4soft-a2-02z-00,A2-02Z-00,"Triangle 50 cm with graphics, letter or number (1 pc) - standard colours",2D,A-basic shapes,each,62.0,52.7,0.0003,dims_scaled,7139.73,22982.95,2.5,capped,12732.52,357.85,307.42,456.91,6.76,206.71,159.17
4soft-a2-02z-50uv,A2-02Z-50UV,"Triangle 50 cm with graphics, letter or number - UV colours",2D,A-basic shapes,each,72.0,61.2,0.0,flat_uplift,4264.1,3764.13,0.8,floored,7604.31,213.72,183.6,272.88,829.1296440000001,319.81,246.25
4soft-a2-03z-00,A2-03Z-00,"Triangle 100 cm with graphics, letter or number (1 pc) - standard colours",2D,A-basic shapes,each,119.0,101.15,0.0013,dims_scaled,13703.67,25238.93,2.5,capped,24438.21,686.84,590.04,876.97,29.31,398.38,306.75
4soft-a2-03z-50uv,A2-03Z-50UV,"Triangle 100 cm with graphics, letter or number - UV colours",2D,A-basic shapes,each,140.0,119.0,0.0,flat_uplift,8291.3,7319.14,0.8,floored,14786.15,415.57,357.0,530.6,1612.1965300000002,621.85,478.82
4soft-a2-04z-00,A2-04Z-00,"Triangle 40 cm with graphics, letter or number (1 pc) - standard colours",2D,A-basic shapes,each,54.0,45.9,0.0002,dims_scaled,6218.47,22667.4,2.5,capped,11089.6,311.68,267.75,397.95,4.51,179.9,138.52
4soft-a2-04z-50uv,A2-04Z-50UV,"Triangle 40 cm with graphics, letter or number - UV colours",2D,A-basic shapes,each,67.0,56.95,0.0,flat_uplift,3967.98,3502.73,0.8,floored,7076.23,198.88,170.85,253.93,771.5511965000001,297.6,229.15
4soft-a3-01a-00,A3-01A-00,Square 19 cm - standard colours,2D,A-basic shapes,each,21.0,17.85,0.0001,dims_scaled,2418.29,21374.02,2.5,capped,4312.62,121.21,104.12,154.76,2.25,70.01,53.91
4soft-a3-01a-50uv,A3-01A-50UV,Square 19 cm - UV colours,2D,A-basic shapes,each,26.0,22.1,0.0,flat_uplift,1539.81,1359.27,0.8,floored,2745.99,77.18,66.3,98.54,299.4079270000001,115.49,88.92
4soft-a3-01b-00,A3-01B-00,Square 30 cm - standard colours,2D,A-basic shapes,each,27.0,22.95,0.0,flat_uplift,1599.04,1411.55,0.8,floored,2851.62,80.15,68.85,102.33,310.9236165000001,119.93,92.34
4soft-a3-01b-01,A3-01B-01,Square 30 cm - red,2D,A-basic shapes,each,27.0,22.95,0.0,flat_uplift,1599.04,1411.55,0.8,floored,2851.62,80.15,68.85,102.33,310.9236165000001,119.93,92.34
4soft-a3-01b-07,A3-01B-07,Square 30 cm - black,2D,A-basic shapes,each,27.0,22.95,0.0,flat_uplift,1599.04,1411.55,0.8,floored,2851.62,80.15,68.85,102.33,310.9236165000001,119.93,92.34
4soft-a3-01b-09,A3-01B-09,Square 30 cm - rose,2D,A-basic shapes,each,27.0,22.95,0.0,flat_uplift,1599.04,1411.55,0.8,floored,2851.62,80.15,68.85,102.33,310.9236165000001,119.93,92.34
4soft-a3-01b-50uv,A3-01B-50UV,Square 30 cm - UV colours,2D,A-basic shapes,each,32.0,27.2,0.0,flat_uplift,1895.15,1672.96,0.8,floored,3379.68,94.99,81.6,121.28,368.502064,142.14,109.45
4soft-a3-01b-51uv,A3-01B-51UV,Square 30 cm - UV sky blue,2D,A-basic shapes,each,32.0,27.2,0.0,flat_uplift,1895.15,1672.96,0.8,floored,3379.68,94.99,81.6,121.28,368.502064,142.14,109.45
4soft-a3-01b-52uv,A3-01B-52UV,Square 30 cm - UV yellow,2D,A-basic shapes,each,32.0,27.2,0.0,flat_uplift,1895.15,1672.96,0.8,floored,3379.68,94.99,81.6,121.28,368.502064,142.14,109.45
4soft-a3-01b-53uv,A3-01B-53UV,Square 30 cm - UV may green,2D,A-basic shapes,each,32.0,27.2,0.0,flat_uplift,1895.15,1672.96,0.8,floored,3379.68,94.99,81.6,121.28,368.502064,142.14,109.45
4soft-a3-01b-57uv,A3-01B-57UV,Square 30 cm - UV rainbow blue,2D,A-basic shapes,each,32.0,27.2,0.0,flat_uplift,1895.15,1672.96,0.8,floored,3379.68,94.99,81.6,121.28,368.502064,142.14,109.45
4soft-a3-01c-00,A3-01C-00,Square 35 cm  - standard colours,2D,A-basic shapes,each,30.0,25.5,0.0,flat_uplift,1776.71,1568.38,0.8,floored,3168.47,89.05,76.5,113.7,345.470685,133.25,102.6
4soft-a3-01c-02,A3-01C-02,Square 35 cm  - beige,2D,A-basic shapes,each,30.0,25.5,0.0,flat_uplift,1776.71,1568.38,0.8,floored,3168.47,89.05,76.5,113.7,345.470685,133.25,102.6
4soft-a3-01c-50uv,A3-01C-50UV,Square 35 cm - UV colours,2D,A-basic shapes,each,38.0,32.3,0.0,flat_uplift,2250.49,1986.63,0.8,floored,4013.37,112.8,96.9,144.02,437.59620100000006,168.79,129.97
4soft-a3-01d-00,A3-01D-00,Square 40 cm  - standard colours,2D,A-basic shapes,each,36.0,30.6,0.0,flat_uplift,2132.05,1882.07,0.8,floored,3802.16,106.86,91.8,136.44,414.56482200000005,159.9,123.13
4soft-a3-01d-50uv,A3-01D-50UV,Square 40 cm - UV colours,2D,A-basic shapes,each,44.0,37.4,0.0,flat_uplift,2605.84,2300.31,0.8,floored,4647.08,130.61,112.2,166.76,506.6903380000001,195.44,150.49
4soft-a3-01d-54uv,A3-01D-54UV,Square 40 cm - UV purple,2D,A-basic shapes,each,44.0,37.4,0.0,flat_uplift,2605.84,2300.31,0.8,floored,4647.08,130.61,112.2,166.76,506.6903380000001,195.44,150.49
4soft-a3-01d-55uv,A3-01D-55UV,Square 40 cm - UV pearl,2D,A-basic shapes,each,44.0,37.4,0.0,flat_uplift,2605.84,2300.31,0.8,floored,4647.08,130.61,112.2,166.76,506.6903380000001,195.44,150.49
4soft-a3-01d-65uv,A3-01D-65UV,Square 40 cm - UV middle grey,2D,A-basic shapes,each,44.0,37.4,0.0,flat_uplift,2605.84,2300.31,0.8,floored,4647.08,130.61,112.2,166.76,506.6903380000001,195.44,150.49
4soft-a3-01e-00,A3-01E-00,Square 50 cm - standard colours,2D,A-basic shapes,each,42.0,35.7,0.0,flat_uplift,2487.39,2195.74,0.8,floored,4435.85,124.67,107.1,159.18,483.6589590000001,186.55,143.65
4soft-a3-01e-01,A3-01E-01,Square 50 cm - red,2D,A-basic shapes,each,42.0,35.7,0.0,flat_uplift,2487.39,2195.74,0.8,floored,4435.85,124.67,107.1,159.18,483.6589590000001,186.55,143.65
4soft-a3-01e-04,A3-01E-04,Square 50 cm - signal green,2D,A-basic shapes,each,42.0,35.7,0.0,flat_uplift,2487.39,2195.74,0.8,floored,4435.85,124.67,107.1,159.18,483.6589590000001,186.55,143.65
4soft-a3-01e-09,A3-01E-09,Square 50 cm - rose,2D,A-basic shapes,each,42.0,35.7,0.0,flat_uplift,2487.39,2195.74,0.8,floored,4435.85,124.67,107.1,159.18,483.6589590000001,186.55,143.65
4soft-a3-01e-50uv,A3-01E-50UV,Square 50 cm - UV colours,2D,A-basic shapes,each,54.0,45.9,0.0,flat_uplift,3198.07,2823.1,0.8,floored,5703.22,160.29,137.7,204.66,621.8472330000002,239.86,184.69
4soft-a3-01e-52uv,A3-01E-52UV,Square 50 cm - UV yellow,2D,A-basic shapes,each,54.0,45.9,0.0,flat_uplift,3198.07,2823.1,0.8,floored,5703.22,160.29,137.7,204.66,621.8472330000002,239.86,184.69
4soft-a3-01e-53uv,A3-01E-53UV,Square 50 cm - UV may green,2D,A-basic shapes,each,54.0,45.9,0.0,flat_uplift,3198.07,2823.1,0.8,floored,5703.22,160.29,137.7,204.66,621.8472330000002,239.86,184.69
4soft-a3-01e-57uv,A3-01E-57UV,Square 50 cm - UV rainbow blue,2D,A-basic shapes,each,54.0,45.9,0.0,flat_uplift,3198.07,2823.1,0.8,floored,5703.22,160.29,137.7,204.66,621.8472330000002,239.86,184.69
4soft-a3-01e-59uv,A3-01E-59UV,Square 50 cm - UV orange,2D,A-basic shapes,each,54.0,45.9,0.0,flat_uplift,3198.07,2823.1,0.8,floored,5703.22,160.29,137.7,204.66,621.8472330000002,239.86,184.69
4soft-a3-01f-00,A3-01F-00,Square 60 cm - standard colours,2D,A-basic shapes,each,54.0,45.9,0.0,flat_uplift,3198.07,2823.1,0.8,floored,5703.22,160.29,137.7,204.66,621.8472330000002,239.86,184.69
4soft-a3-01f-50uv,A3-01F-50UV,Square 60 cm - UV colours,2D,A-basic shapes,each,75.0,63.75,0.0,flat_uplift,4441.77,3920.96,0.8,floored,7921.16,222.63,191.25,284.25,863.6767125000001,333.13,256.51
4soft-a3-01g-00,A3-01G-00,Square 70 cm - standard colours,2D,A-basic shapes,each,69.0,58.65,0.0,flat_uplift,4086.42,3607.29,0.8,floored,7287.45,204.82,175.95,261.51,794.5825755000001,306.48,235.99
4soft-a3-01g-50uv,A3-01G-50UV,Square 70 cm - UV colours,2D,A-basic shapes,each,92.0,78.2,0.0,flat_uplift,5448.57,4809.71,0.8,floored,9716.62,273.09,234.6,348.68,1059.4434340000003,408.64,314.65
4soft-a3-01h-00,A3-01H-00,Square 100 cm - standard colours,2D,A-basic shapes,each,129.0,109.65,0.0,flat_uplift,7639.84,6744.07,0.8,floored,13624.38,382.92,328.95,488.91,1485.5239455,572.99,441.2
4soft-a3-01h-01,A3-01H-01,Square 100 cm - red,2D,A-basic shapes,each,129.0,109.65,0.0,flat_uplift,7639.84,6744.07,0.8,floored,13624.38,382.92,328.95,488.91,1485.5239455,572.99,441.2
4soft-a3-01h-50uv,A3-01H-50UV,Square 100 cm - UV colours,2D,A-basic shapes,each,178.0,151.3,0.0,flat_uplift,10541.79,9305.76,0.8,floored,18799.53,528.36,453.9,674.62,2049.7927310000005,790.63,608.79
4soft-a3-01h-52uv,A3-01H-52UV,Square 100 cm - UV yellow,2D,A-basic shapes,each,178.0,151.3,0.0,flat_uplift,10541.79,9305.76,0.8,floored,18799.53,528.36,453.9,674.62,2049.7927310000005,790.63,608.79
4soft-a3-01h-53uv,A3-01H-53UV,Square 100 cm - UV may green,2D,A-basic shapes,each,178.0,151.3,0.0,flat_uplift,10541.79,9305.76,0.8,floored,18799.53,528.36,453.9,674.62,2049.7927310000005,790.63,608.79
4soft-a3-01h-57uv,A3-01H-57UV,Square 100 cm - UV rainbow blue,2D,A-basic shapes,each,178.0,151.3,0.0,flat_uplift,10541.79,9305.76,0.8,floored,18799.53,528.36,453.9,674.62,2049.7927310000005,790.63,608.79
4soft-a3-02z-00,A3-02Z-00,"Square 50 cm - with graphics, letter or number (1 pc) - standard colours",2D,A-basic shapes,each,59.0,50.15,0.0004,dims_scaled,6794.26,22868.28,2.5,capped,12116.43,340.53,292.54,434.8,9.02,196.96,151.66
4soft-a3-02z-50uv,A3-02Z-50UV,"Square 50 cm - with easy graphics, letter or number - UV colours",2D,A-basic shapes,each,70.0,59.5,0.0,flat_uplift,4145.65,3659.57,0.8,floored,7393.08,207.78,178.5,265.3,806.0982650000001,310.92,239.41
4soft-a3-03z-00,A3-03Z-00,"Square 40 cm - with graphics, letter or number (1 pc) - standard colours",2D,A-basic shapes,each,48.0,40.8,0.0002,dims_scaled,5527.53,22432.73,2.5,capped,9857.43,277.05,238.0,353.73,4.51,159.96,123.17
4soft-a3-03z-50uv,A3-03Z-50UV,"Square 40 cm - with easy graphics, letter or number - UV colours",2D,A-basic shapes,each,57.0,48.45,0.0,flat_uplift,3375.74,2979.94,0.8,floored,6020.07,169.2,145.35,216.03,656.3943015000002,253.18,194.95
4soft-a3-04z-00,A3-04Z-00,"Square 30 cm - with graphics, letter or number (1 pc) - standard colours",2D,A-basic shapes,each,39.0,33.15,0.0001,dims_scaled,4491.12,22078.05,2.5,capped,8009.16,225.1,193.38,287.41,2.25,129.83,99.97
4soft-a3-04z-50uv,A3-04Z-50UV,"Square 30 cm - with easy graphics, letter or number - UV colours",2D,A-basic shapes,each,48.0,40.8,0.0,flat_uplift,2842.73,2509.42,0.8,floored,5069.54,142.48,122.4,181.92,552.7530959999999,213.2,164.17
4soft-a4-01a-00,A4-01A-00,Rectangle 15 x 20 cm - standard colours,2D,A-basic shapes,each,20.0,17.0,0.0,flat_uplift,1184.47,1045.59,0.8,floored,2112.3,59.37,51.0,75.8,230.31379000000004,88.84,68.4
4soft-a4-01a-50uv,A4-01A-50UV,Rectangle 15 x 20 cm - UV colours,2D,A-basic shapes,each,26.0,22.1,0.0,flat_uplift,1539.81,1359.27,0.8,floored,2745.99,77.18,66.3,98.54,299.4079270000001,115.49,88.92
4soft-a4-01b-00,A4-01B-00,Rectangle 28 x 40 cm - standard colours,2D,A-basic shapes,each,37.0,31.45,0.0,flat_uplift,2191.27,1934.35,0.8,floored,3907.76,109.83,94.35,140.23,426.08051150000006,164.35,126.55
