handle,item_code,name,dimension,product_group,unit,list_eur,eur_fob,cbm,cbm_method,landed_thb,landed_thb_raw,logistics_pct,logistics_clamp,retail_thb,retail_usd,retail_eur,retail_sgd,freight_thb,duty_thb,vat_thb
4soft-a1-01d-06,A1-01D-06,Circle 40 cm - capri blue,2D,A-basic shapes,each,34.0,28.9,0.0,flat_uplift,2013.6,1777.51,0.8,floored,3590.92,100.92,86.7,128.86,391.53344300000003,151.02,116.29
4soft-a1-01d-11,A1-01D-11,Circle 40 cm - dark grey,2D,A-basic shapes,each,34.0,28.9,0.0,flat_uplift,2013.6,1777.51,0.8,floored,3590.92,100.92,86.7,128.86,391.53344300000003,151.02,116.29
4soft-a1-01d-12,A1-01D-12,Circle 40 cm - pink,2D,A-basic shapes,each,34.0,28.9,0.0,flat_uplift,2013.6,1777.51,0.8,floored,3590.92,100.92,86.7,128.86,391.53344300000003,151.02,116.29
4soft-a1-01d-50uv,A1-01D-50UV,Circle 40 cm - UV colours,2D,A-basic shapes,each,41.0,34.85,0.0,flat_uplift,2428.17,2143.46,0.8,floored,4330.24,121.7,104.55,155.39,472.1432695000001,182.11,140.23
4soft-a1-01d-51uv,A1-01D-51UV,Circle 40 cm - UV sky blue,2D,A-basic shapes,each,41.0,34.85,0.0,flat_uplift,2428.17,2143.46,0.8,floored,4330.24,121.7,104.55,155.39,472.1432695000001,182.11,140.23
4soft-a1-01d-52uv,A1-01D-52UV,Circle 40 cm - UV yellow,2D,A-basic shapes,each,41.0,34.85,0.0,flat_uplift,2428.17,2143.46,0.8,floored,4330.24,121.7,104.55,155.39,472.1432695000001,182.11,140.23
4soft-a1-01d-53uv,A1-01D-53UV,Circle 40 cm - UV may green,2D,A-basic shapes,each,41.0,34.85,0.0,flat_uplift,2428.17,2143.46,0.8,floored,4330.24,121.7,104.55,155.39,472.1432695000001,182.11,140.23
4soft-a1-01d-56uv,A1-01D-56UV,Circle 40 cm - UV teal,2D,A-basic shapes,each,41.0,34.85,0.0,flat_uplift,2428.17,2143.46,0.8,floored,4330.24,121.7,104.55,155.39,472.1432695000001,182.11,140.23
4soft-a1-01d-58uv,A1-01D-58UV,Circle 40 cm - UV light grey,2D,A-basic shapes,each,41.0,34.85,0.0,flat_uplift,2428.17,2143.46,0.8,floored,4330.24,121.7,104.55,155.39,472.1432695000001,182.11,140.23
4soft-a1-01d-65uv,A1-01D-65UV,Circle 40 cm - UV middle grey,2D,A-basic shapes,each,41.0,34.85,0.0,flat_uplift,2428.17,2143.46,0.8,floored,4330.24,121.7,104.55,155.39,472.1432695000001,182.11,140.23
4soft-a1-01e-00,A1-01E-00,Circle 50 cm - standard colours,2D,A-basic shapes,each,43.0,36.55,0.0,flat_uplift,2546.61,2248.03,0.8,floored,4541.45,127.64,109.65,162.97,495.1746485000001,191.0,147.07
4soft-a1-01e-01,A1-01E-01,Circle 50 cm - red,2D,A-basic shapes,each,43.0,36.55,0.0,flat_uplift,2546.61,2248.03,0.8,floored,4541.45,127.64,109.65,162.97,495.1746485000001,191.0,147.07
4soft-a1-01e-02,A1-01E-02,Circle 50 cm - beige,2D,A-basic shapes,each,43.0,36.55,0.0,flat_uplift,2546.61,2248.03,0.8,floored,4541.45,127.64,109.65,162.97,495.1746485000001,191.0,147.07
4soft-a1-01e-04,A1-01E-04,Circle 50 cm - signal green,2D,A-basic shapes,each,43.0,36.55,0.0,flat_uplift,2546.61,2248.03,0.8,floored,4541.45,127.64,109.65,162.97,495.1746485000001,191.0,147.07
4soft-a1-01e-08,A1-01E-08,Circle 50 cm - eggshell,2D,A-basic shapes,each,43.0,36.55,0.0,flat_uplift,2546.61,2248.03,0.8,floored,4541.45,127.64,109.65,162.97,495.1746485000001,191.0,147.07
4soft-a1-01e-09,A1-01E-09,Circle 50 cm - rose,2D,A-basic shapes,each,43.0,36.55,0.0,flat_uplift,2546.61,2248.03,0.8,floored,4541.45,127.64,109.65,162.97,495.1746485000001,191.0,147.07
4soft-a1-01e-50uv,A1-01E-50UV,Circle 50 cm - UV colours,2D,A-basic shapes,each,53.0,45.05,0.0,flat_uplift,3138.85,2770.82,0.8,floored,5597.62,157.32,135.15,200.87,610.3315435,235.41,181.27
4soft-a1-01e-51uv,A1-01E-51UV,Circle 50 cm - UV sky blue,2D,A-basic shapes,each,53.0,45.05,0.0,flat_uplift,3138.85,2770.82,0.8,floored,5597.62,157.32,135.15,200.87,610.3315435,235.41,181.27
4soft-a1-01e-52uv,A1-01E-52UV,Circle 50 cm - UV yellow,2D,A-basic shapes,each,53.0,45.05,0.0,flat_uplift,3138.85,2770.82,0.8,floored,5597.62,157.32,135.15,200.87,610.3315435,235.41,181.27
4soft-a1-01e-53uv,A1-01E-53UV,Circle 50 cm - UV may green,2D,A-basic shapes,each,53.0,45.05,0.0,flat_uplift,3138.85,2770.82,0.8,floored,5597.62,157.32,135.15,200.87,610.3315435,235.41,181.27
4soft-a1-01e-54uv,A1-01E-54UV,Circle 50 cm - UV purple,2D,A-basic shapes,each,53.0,45.05,0.0,flat_uplift,3138.85,2770.82,0.8,floored,5597.62,157.32,135.15,200.87,610.3315435,235.41,181.27
4soft-a1-01e-55uv,A1-01E-55UV,Circle 50 cm - UV pearl,2D,A-basic shapes,each,53.0,45.05,0.0,flat_uplift,3138.85,2770.82,0.8,floored,5597.62,157.32,135.15,200.87,610.3315435,235.41,181.27
4soft-a1-01e-56uv,A1-01E-56UV,Circle 50 cm - UV teal,2D,A-basic shapes,each,53.0,45.05,0.0,flat_uplift,3138.85,2770.82,0.8,floored,5597.62,157.32,135.15,200.87,610.3315435,235.41,181.27
4soft-a1-01e-57uv,A1-01E-57UV,Circle 50 cm - UV rainbow blue,2D,A-basic shapes,each,53.0,45.05,0.0,flat_uplift,3138.85,2770.82,0.8,floored,5597.62,157.32,135.15,200.87,610.3315435,235.41,181.27
4soft-a1-01e-58uv,A1-01E-58UV,Circle 50 cm - UV light grey,2D,A-basic shapes,each,53.0,45.05,0.0,flat_uplift,3138.85,2770.82,0.8,floored,5597.62,157.32,135.15,200.87,610.3315435,235.41,181.27
4soft-a1-01e-59uv,A1-01E-59UV,Circle 50 cm - UV orange,2D,A-basic shapes,each,53.0,45.05,0.0,flat_uplift,3138.85,2770.82,0.8,floored,5597.62,157.32,135.15,200.87,610.3315435,235.41,181.27
4soft-a1-01e-65uv,A1-01E-65UV,Circle 50 cm - UV middle grey,2D,A-basic shapes,each,53.0,45.05,0.0,flat_uplift,3138.85,2770.82,0.8,floored,5597.62,157.32,135.15,200.87,610.3315435,235.41,181.27
4soft-a1-01e-67uv,A1-01E-67UV,Circle 50 cm - UV lime green,2D,A-basic shapes,each,53.0,45.05,0.0,flat_uplift,3138.85,2770.82,0.8,floored,5597.62,157.32,135.15,200.87,610.3315435,235.41,181.27
4soft-a1-01f-00,A1-01F-00,Circle 60 cm - standard colours,2D,A-basic shapes,each,52.0,44.2,0.0,flat_uplift,3079.62,2718.54,0.8,floored,5491.99,154.35,132.6,197.08,598.8158540000002,230.97,177.85
4soft-a1-01f-04,A1-01F-04,Circle 60 cm - signal green,2D,A-basic shapes,each,52.0,44.2,0.0,flat_uplift,3079.62,2718.54,0.8,floored,5491.99,154.35,132.6,197.08,598.8158540000002,230.97,177.85
4soft-a1-01f-50uv,A1-01F-50UV,Circle 60 cm - UV colours,2D,A-basic shapes,each,67.0,56.95,0.0,flat_uplift,3967.98,3502.73,0.8,floored,7076.23,198.88,170.85,253.93,771.5511965000001,297.6,229.15
4soft-a1-01f-52uv,A1-01F-52UV,Circle 60 cm - UV yellow,2D,A-basic shapes,each,67.0,56.95,0.0,flat_uplift,3967.98,3502.73,0.8,floored,7076.23,198.88,170.85,253.93,771.5511965000001,297.6,229.15
4soft-a1-01g-00,A1-01G-00,Circle 65 cm - standard colours,2D,A-basic shapes,each,65.0,55.25,0.0,flat_uplift,3849.53,3398.17,0.8,floored,6865.0,192.94,165.75,246.35,748.5198175,288.71,222.31
4soft-a1-01g-50uv,A1-01G-50UV,Circle 65 cm - UV colours,2D,A-basic shapes,each,76.0,64.6,0.0,flat_uplift,4500.99,3973.24,0.8,floored,8026.77,225.59,193.8,288.04,875.1924020000001,337.57,259.93
4soft-a1-01h-00,A1-01H-00,Circle 70 cm - standard colours,2D,A-basic shapes,each,67.0,56.95,0.0,flat_uplift,3967.98,3502.73,0.8,floored,7076.23,198.88,170.85,253.93,771.5511965000001,297.6,229.15
4soft-a1-01h-01,A1-01H-01,Circle 70 cm - red,2D,A-basic shapes,each,67.0,56.95,0.0,flat_uplift,3967.98,3502.73,0.8,floored,7076.23,198.88,170.85,253.93,771.5511965000001,297.6,229.15
4soft-a1-01h-03,A1-01H-03,Circle 70 cm - earth yellow,2D,A-basic shapes,each,67.0,56.95,0.0,flat_uplift,3967.98,3502.73,0.8,floored,7076.23,198.88,170.85,253.93,771.5511965000001,297.6,229.15
4soft-a1-01h-04,A1-01H-04,Circle 70 cm - signal green,2D,A-basic shapes,each,67.0,56.95,0.0,flat_uplift,3967.98,3502.73,0.8,floored,7076.23,198.88,170.85,253.93,771.5511965000001,297.6,229.15
4soft-a1-01h-06,A1-01H-06,Circle 70 cm - capri blue,2D,A-basic shapes,each,67.0,56.95,0.0,flat_uplift,3967.98,3502.73,0.8,floored,7076.23,198.88,170.85,253.93,771.5511965000001,297.6,229.15
4soft-a1-01h-09,A1-01H-09,Circle 70 cm - rose,2D,A-basic shapes,each,67.0,56.95,0.0,flat_uplift,3967.98,3502.73,0.8,floored,7076.23,198.88,170.85,253.93,771.5511965000001,297.6,229.15
4soft-a1-01h-12,A1-01H-12,Circle 70 cm - pink,2D,A-basic shapes,each,67.0,56.95,0.0,flat_uplift,3967.98,3502.73,0.8,floored,7076.23,198.88,170.85,253.93,771.5511965000001,297.6,229.15
4soft-a1-01h-50uv,A1-01H-50UV,Circle 70 cm - UV colours,2D,A-basic shapes,each,86.0,73.1,0.0,flat_uplift,5093.22,4496.04,0.8,floored,9082.91,255.28,219.3,325.94,990.3492970000002,381.99,294.13
4soft-a1-01h-51uv,A1-01H-51UV,Circle 70 cm - UV sky blue,2D,A-basic shapes,each,86.0,73.1,0.0,flat_uplift,5093.22,4496.04,0.8,floored,9082.91,255.28,219.3,325.94,990.3492970000002,381.99,294.13
4soft-a1-01h-52uv,A1-01H-52UV,Circle 70 cm - UV yellow,2D,A-basic shapes,each,86.0,73.1,0.0,flat_uplift,5093.22,4496.04,0.8,floored,9082.91,255.28,219.3,325.94,990.3492970000002,381.99,294.13
4soft-a1-01h-53uv,A1-01H-53UV,Circle 70 cm - UV may green,2D,A-basic shapes,each,86.0,73.1,0.0,flat_uplift,5093.22,4496.04,0.8,floored,9082.91,255.28,219.3,325.94,990.3492970000002,381.99,294.13
4soft-a1-01h-56uv,A1-01H-56UV,Circle 70 cm - UV teal,2D,A-basic shapes,each,86.0,73.1,0.0,flat_uplift,5093.22,4496.04,0.8,floored,9082.91,255.28,219.3,325.94,990.3492970000002,381.99,294.13
4soft-a1-01h-58uv,A1-01H-58UV,Circle 70 cm - UV light grey,2D,A-basic shapes,each,86.0,73.1,0.0,flat_uplift,5093.22,4496.04,0.8,floored,9082.91,255.28,219.3,325.94,990.3492970000002,381.99,294.13
4soft-a1-01i-00,A1-01I-00,Circle 80 cm - standard colours,2D,A-basic shapes,each,77.0,65.45,0.0,flat_uplift,4560.21,4025.53,0.8,floored,8132.37,228.56,196.35,291.83,886.7080915000001,342.02,263.35
4soft-a1-01i-02,A1-01I-02,Circle 80 cm - beige,2D,A-basic shapes,each,77.0,65.45,0.0,flat_uplift,4560.21,4025.53,0.8,floored,8132.37,228.56,196.35,291.83,886.7080915000001,342.02,263.35
4soft-a1-01i-04,A1-01I-04,Circle 80 cm - signal green,2D,A-basic shapes,each,77.0,65.45,0.0,flat_uplift,4560.21,4025.53,0.8,floored,8132.37,228.56,196.35,291.83,886.7080915000001,342.02,263.35
4soft-a1-01i-09,A1-01I-09,Circle 80 cm - rose,2D,A-basic shapes,each,77.0,65.45,0.0,flat_uplift,4560.21,4025.53,0.8,floored,8132.37,228.56,196.35,291.83,886.7080915000001,342.02,263.35
4soft-a1-01i-50uv,A1-01I-50UV,Circle 80 cm - UV colours,2D,A-basic shapes,each,99.0,84.15,0.0,flat_uplift,5863.13,5175.68,0.8,floored,10455.92,293.87,252.45,375.21,1140.0532605000008,439.73,338.6
4soft-a1-01i-52uv,A1-01I-52UV,Circle 80 cm - UV yellow,2D,A-basic shapes,each,99.0,84.15,0.0,flat_uplift,5863.13,5175.68,0.8,floored,10455.92,293.87,252.45,375.21,1140.0532605000008,439.73,338.6
4soft-a1-01i-53uv,A1-01I-53UV,Circle 80 cm - UV may green,2D,A-basic shapes,each,99.0,84.15,0.0,flat_uplift,5863.13,5175.68,0.8,floored,10455.92,293.87,252.45,375.21,1140.0532605000008,439.73,338.6
4soft-a1-01i-56uv,A1-01I-56UV,Circle 80 cm - UV teal,2D,A-basic shapes,each,99.0,84.15,0.0,flat_uplift,5863.13,5175.68,0.8,floored,10455.92,293.87,252.45,375.21,1140.0532605000008,439.73,338.6
4soft-a1-01i-63uv,A1-01I-63UV,Circle 80 cm - UV turquoise blue,2D,A-basic shapes,each,99.0,84.15,0.0,flat_uplift,5863.13,5175.68,0.8,floored,10455.92,293.87,252.45,375.21,1140.0532605000008,439.73,338.6
4soft-a1-01j-00,A1-01J-00,Circle 100 cm - standard colours,2D,A-basic shapes,each,123.0,104.55,0.0,flat_uplift,7284.5,6430.39,0.8,floored,12990.69,365.11,313.65,466.17,1416.4298085,546.34,420.68
4soft-a1-01j-01,A1-01J-01,Circle 100 cm - red,2D,A-basic shapes,each,123.0,104.55,0.0,flat_uplift,7284.5,6430.39,0.8,floored,12990.69,365.11,313.65,466.17,1416.4298085,546.34,420.68
4soft-a1-01j-02,A1-01J-02,Circle 100 cm - beige,2D,A-basic shapes,each,123.0,104.55,0.0,flat_uplift,7284.5,6430.39,0.8,floored,12990.69,365.11,313.65,466.17,1416.4298085,546.34,420.68
4soft-a1-01j-03,A1-01J-03,Circle 100 cm - earth yellow,2D,A-basic shapes,each,123.0,104.55,0.0,flat_uplift,7284.5,6430.39,0.8,floored,12990.69,365.11,313.65,466.17,1416.4298085,546.34,420.68
4soft-a1-01j-04,A1-01J-04,Circle 100 cm - signal green,2D,A-basic shapes,each,123.0,104.55,0.0,flat_uplift,7284.5,6430.39,0.8,floored,12990.69,365.11,313.65,466.17,1416.4298085,546.34,420.68
4soft-a1-01j-05,A1-01J-05,Circle 100 cm - brown,2D,A-basic shapes,each,123.0,104.55,0.0,flat_uplift,7284.5,6430.39,0.8,floored,12990.69,365.11,313.65,466.17,1416.4298085,546.34,420.68
4soft-a1-01j-09,A1-01J-09,Circle 100 cm - rose,2D,A-basic shapes,each,123.0,104.55,0.0,flat_uplift,7284.5,6430.39,0.8,floored,12990.69,365.11,313.65,466.17,1416.4298085,546.34,420.68
4soft-a1-01j-50uv,A1-01J-50UV,Circle 100 cm - UV colours,2D,A-basic shapes,each,167.0,141.95,0.0,flat_uplift,9890.33,8730.69,0.8,floored,17637.76,495.71,425.85,632.93,1923.1201465000004,741.77,571.17
4soft-a1-01j-52uv,A1-01J-52UV,Circle 100 cm - UV yellow,2D,A-basic shapes,each,167.0,141.95,0.0,flat_uplift,9890.33,8730.69,0.8,floored,17637.76,495.71,425.85,632.93,1923.1201465000004,741.77,571.17
4soft-a1-01j-53uv,A1-01J-53UV,Circle 100 cm - UV may green,2D,A-basic shapes,each,167.0,141.95,0.0,flat_uplift,9890.33,8730.69,0.8,floored,17637.76,495.71,425.85,632.93,1923.1201465000004,741.77,571.17
4soft-a1-01j-54uv,A1-01J-54UV,Circle 100 cm - UV purple,2D,A-basic shapes,each,167.0,141.95,0.0,flat_uplift,9890.33,8730.69,0.8,floored,17637.76,495.71,425.85,632.93,1923.1201465000004,741.77,571.17
4soft-a1-01j-56uv,A1-01J-56UV,Circle 100 cm - UV teal,2D,A-basic shapes,each,167.0,141.95,0.0,flat_uplift,9890.33,8730.69,0.8,floored,17637.76,495.71,425.85,632.93,1923.1201465000004,741.77,571.17
4soft-a1-01j-57uv,A1-01J-57UV,Circle 100 cm - UV rainbow blue,2D,A-basic shapes,each,167.0,141.95,0.0,flat_uplift,9890.33,8730.69,0.8,floored,17637.76,495.71,425.85,632.93,1923.1201465000004,741.77,571.17
4soft-a1-01j-58uv,A1-01J-58UV,Circle 100 cm - UV light grey,2D,A-basic shapes,each,167.0,141.95,0.0,flat_uplift,9890.33,8730.69,0.8,floored,17637.76,495.71,425.85,632.93,1923.1201465000004,741.77,571.17
4soft-a1-01j-62uv,A1-01J-62UV,Circle 100 cm - UV reseda green,2D,A-basic shapes,each,167.0,141.95,0.0,flat_uplift,9890.33,8730.69,0.8,floored,17637.76,495.71,425.85,632.93,1923.1201465000004,741.77,571.17
4soft-a1-01k-00,A1-01K-00,Circle 120 cm - standard colours,2D,A-basic shapes,each,192.0,163.2,0.0,flat_uplift,11370.92,10037.68,0.8,floored,20278.14,569.92,489.6,727.68,2211.0123839999997,852.82,656.67
4soft-a1-01k-03,A1-01K-03,Circle 120 cm - earth yellow,2D,A-basic shapes,each,192.0,163.2,0.0,flat_uplift,11370.92,10037.68,0.8,floored,20278.14,569.92,489.6,727.68,2211.0123839999997,852.82,656.67
4soft-a1-01k-50uv,A1-01K-50UV,Circle 120 cm - UV colours,2D,A-basic shapes,each,256.0,217.6,0.0,flat_uplift,15161.23,13383.57,0.8,floored,27037.53,759.9,652.8,970.24,2948.016512,1137.09,875.56
4soft-a1-01k-52uv,A1-01K-52UV,Circle 120 cm - UV yellow,2D,A-basic shapes,each,256.0,217.6,0.0,flat_uplift,15161.23,13383.57,0.8,floored,27037.53,759.9,652.8,970.24,2948.016512,1137.09,875.56
4soft-a1-01k-59uv,A1-01K-59UV,Circle 120 cm - UV orange,2D,A-basic shapes,each,256.0,217.6,0.0,flat_uplift,15161.23,13383.57,0.8,floored,27037.53,759.9,652.8,970.24,2948.016512,1137.09,875.56
4soft-a1-02a-01,A1-02A-01,Number 1 (beige) in circle 30 cm - red,2D,A-basic shapes,each,45.0,38.25,0.0,flat_uplift,2665.06,2352.58,0.8,floored,4752.69,133.58,114.75,170.55,518.2060275000001,199.88,153.91
4soft-a1-02a-03,A1-02A-03,Number 1 (black) in circle 30 cm - earth yellow,2D,A-basic shapes,each,45.0,38.25,0.0,flat_uplift,2665.06,2352.58,0.8,floored,4752.69,133.58,114.75,170.55,518.2060275000001,199.88,153.91
4soft-a1-02a-53uv,A1-02A-53UV,Number 1 (black) in circle 30 cm - UV may green,2D,A-basic shapes,each,54.0,45.9,0.0,flat_uplift,3198.07,2823.1,0.8,floored,5703.22,160.29,137.7,204.66,621.8472330000002,239.86,184.69
4soft-a1-02b-01,A1-02B-01,Number 2 (beige) in circle 30 cm - red,2D,A-basic shapes,each,45.0,38.25,0.0,flat_uplift,2665.06,2352.58,0.8,floored,4752.69,133.58,114.75,170.55,518.2060275000001,199.88,153.91
4soft-a1-02b-03,A1-02B-03,Number 2 (black) in circle 30 cm - earth yellow,2D,A-basic shapes,each,45.0,38.25,0.0,flat_uplift,2665.06,2352.58,0.8,floored,4752.69,133.58,114.75,170.55,518.2060275000001,199.88,153.91
4soft-a1-02b-05,A1-02B-05,Number 2 (beige) in circle 30 cm - brown,2D,A-basic shapes,each,45.0,38.25,0.0,flat_uplift,2665.06,2352.58,0.8,floored,4752.69,133.58,114.75,170.55,518.2060275000001,199.88,153.91
4soft-a1-02b-53uv,A1-02B-53UV,Number 2 (black) in circle 30 cm - UV may green,2D,A-basic shapes,each,54.0,45.9,0.0,flat_uplift,3198.07,2823.1,0.8,floored,5703.22,160.29,137.7,204.66,621.8472330000002,239.86,184.69
4soft-a1-02c-01,A1-02C-01,Number 3 (beige) in circle 30 cm - red,2D,A-basic shapes,each,45.0,38.25,0.0,flat_uplift,2665.06,2352.58,0.8,floored,4752.69,133.58,114.75,170.55,518.2060275000001,199.88,153.91
4soft-a1-02c-03,A1-02C-03,Number 3 (black) in circle 30 cm - earth yellow,2D,A-basic shapes,each,45.0,38.25,0.0,flat_uplift,2665.06,2352.58,0.8,floored,4752.69,133.58,114.75,170.55,518.2060275000001,199.88,153.91
4soft-a1-02c-53uv,A1-02C-53UV,Number 3 (black) in circle 30 cm - UV may green,2D,A-basic shapes,each,54.0,45.9,0.0,flat_uplift,3198.07,2823.1,0.8,floored,5703.22,160.29,137.7,204.66,621.8472330000002,239.86,184.69
4soft-a1-02d-01,A1-02D-01,Number 4 (beige) in circle 30 cm - red,2D,A-basic shapes,each,45.0,38.25,0.0,flat_uplift,2665.06,2352.58,0.8,floored,4752.69,133.58,114.75,170.55,518.2060275000001,199.88,153.91
4soft-a1-02d-03,A1-02D-03,Number 4 (black) in circle 30 cm - earth yellow,2D,A-basic shapes,each,45.0,38.25,0.0,flat_uplift,2665.06,2352.58,0.8,floored,4752.69,133.58,114.75,170.55,518.2060275000001,199.88,153.91
4soft-a1-02d-05,A1-02D-05,Number 4 (beige) in circle 30 cm - brown,2D,A-basic shapes,each,45.0,38.25,0.0,flat_uplift,2665.06,2352.58,0.8,floored,4752.69,133.58,114.75,170.55,518.2060275000001,199.88,153.91
4soft-a1-02d-53uv,A1-02D-53UV,Number 4 (black) in circle 30 cm - UV may green,2D,A-basic shapes,each,54.0,45.9,0.0,flat_uplift,3198.07,2823.1,0.8,floored,5703.22,160.29,137.7,204.66,621.8472330000002,239.86,184.69
4soft-a1-02e-01,A1-02E-01,Number 5 (beige) in circle 30 cm - red,2D,A-basic shapes,each,45.0,38.25,0.0,flat_uplift,2665.06,2352.58,0.8,floored,4752.69,133.58,114.75,170.55,518.2060275000001,199.88,153.91
4soft-a1-02e-03,A1-02E-03,Number 5 (black) in circle 30 cm - earth yellow,2D,A-basic shapes,each,45.0,38.25,0.0,flat_uplift,2665.06,2352.58,0.8,floored,4752.69,133.58,114.75,170.55,518.2060275000001,199.88,153.91
4soft-a1-02e-53uv,A1-02E-53UV,Number 5 (black) in circle 30 cm - UV may green,2D,A-basic shapes,each,54.0,45.9,0.0,flat_uplift,3198.07,2823.1,0.8,floored,5703.22,160.29,137.7,204.66,621.8472330000002,239.86,184.69
4soft-a1-02f-01,A1-02F-01,Number 6 (beige) in circle 30 cm - red,2D,A-basic shapes,each,45.0,38.25,0.0,flat_uplift,2665.06,2352.58,0.8,floored,4752.69,133.58,114.75,170.55,518.2060275000001,199.88,153.91
4soft-a1-02f-03,A1-02F-03,Number 6 (black) in circle 30 cm - earth yellow,2D,A-basic shapes,each,45.0,38.25,0.0,flat_uplift,2665.06,2352.58,0.8,floored,4752.69,133.58,114.75,170.55,518.2060275000001,199.88,153.91
4soft-a1-02f-53uv,A1-02F-53UV,Number 6 (black) in circle 30 cm - UV may green,2D,A-basic shapes,each,54.0,45.9,0.0,flat_uplift,3198.07,2823.1,0.8,floored,5703.22,160.29,137.7,204.66,621.8472330000002,239.86,184.69
4soft-a1-02g-01,A1-02G-01,Number 7 (beige) in circle 30 cm - red,2D,A-basic shapes,each,45.0,38.25,0.0,flat_uplift,2665.06,2352.58,0.8,floored,4752.69,133.58,114.75,170.55,518.2060275000001,199.88,153.91
4soft-a1-02g-03,A1-02G-03,Number 7 (black) in circle 30 cm - earth yellow,2D,A-basic shapes,each,45.0,38.25,0.0,flat_uplift,2665.06,2352.58,0.8,floored,4752.69,133.58,114.75,170.55,518.2060275000001,199.88,153.91
4soft-a1-02g-53uv,A1-02G-53UV,Number 7 (black) in circle 30 cm - UV may green,2D,A-basic shapes,each,54.0,45.9,0.0,flat_uplift,3198.07,2823.1,0.8,floored,5703.22,160.29,137.7,204.66,621.8472330000002,239.86,184.69
4soft-a1-02h-01,A1-02H-01,Number 8 (beige) in circle 30 cm - red,2D,A-basic shapes,each,45.0,38.25,0.0,flat_uplift,2665.06,2352.58,0.8,floored,4752.69,133.58,114.75,170.55,518.2060275000001,199.88,153.91
4soft-a1-02h-03,A1-02H-03,Number 8 (black) in circle 30 cm - earth yellow,2D,A-basic shapes,each,45.0,38.25,0.0,flat_uplift,2665.06,2352.58,0.8,floored,4752.69,133.58,114.75,170.55,518.2060275000001,199.88,153.91
4soft-a1-02h-53uv,A1-02H-53UV,Number 8 (black) in circle 30 cm - UV may green,2D,A-basic shapes,each,54.0,45.9,0.0,flat_uplift,3198.07,2823.1,0.8,floored,5703.22,160.29,137.7,204.66,621.8472330000002,239.86,184.69
4soft-a1-02i-01,A1-02I-01,Number 9 (beige) in circle 30 cm - red,2D,A-basic shapes,each,45.0,38.25,0.0,flat_uplift,2665.06,2352.58,0.8,floored,4752.69,133.58,114.75,170.55,518.2060275000001,199.88,153.91
4soft-a1-02i-03,A1-02I-03,Number 9 (black) in circle 30 cm - earth yellow,2D,A-basic shapes,each,45.0,38.25,0.0,flat_uplift,2665.06,2352.58,0.8,floored,4752.69,133.58,114.75,170.55,518.2060275000001,199.88,153.91
4soft-a1-02i-53uv,A1-02I-53UV,Number 9 (black) in circle 30 cm - UV may green,2D,A-basic shapes,each,54.0,45.9,0.0,flat_uplift,3198.07,2823.1,0.8,floored,5703.22,160.29,137.7,204.66,621.8472330000002,239.86,184.69
4soft-a1-02j-57uv,A1-02J-57UV,Number 0 (beige) in circle 30 cm - UV rainbow blue,2D,A-basic shapes,each,54.0,45.9,0.0,flat_uplift,3198.07,2823.1,0.8,floored,5703.22,160.29,137.7,204.66,621.8472330000002,239.86,184.69
4soft-a1-02k-04,A1-02K-04,Number 1 (beige) in circle 30 cm - signal green,2D,A-basic shapes,each,45.0,38.25,0.0,flat_uplift,2665.06,2352.58,0.8,floored,4752.69,133.58,114.75,170.55,518.2060275000001,199.88,153.91
4soft-a1-02k-53uv,A1-02K-53UV,Number 1 (beige) in circle 30 cm - UV may green,2D,A-basic shapes,each,54.0,45.9,0.0,flat_uplift,3198.07,2823.1,0.8,floored,5703.22,160.29,137.7,204.66,621.8472330000002,239.86,184.69
4soft-a1-02k-57uv,A1-02K-57UV,Number 1 (beige) in circle 30 cm - UV rainbow blue,2D,A-basic shapes,each,54.0,45.9,0.0,flat_uplift,3198.07,2823.1,0.8,floored,5703.22,160.29,137.7,204.66,621.8472330000002,239.86,184.69
4soft-a1-02l-04,A1-02L-04,Number 2 (beige) in circle 30 cm - signal green,2D,A-basic shapes,each,45.0,38.25,0.0,flat_uplift,2665.06,2352.58,0.8,floored,4752.69,133.58,114.75,170.55,518.2060275000001,199.88,153.91
4soft-a1-02l-53uv,A1-02L-53UV,Number 2 (beige) in circle 30 cm - UV may green,2D,A-basic shapes,each,54.0,45.9,0.0,flat_uplift,3198.07,2823.1,0.8,floored,5703.22,160.29,137.7,204.66,621.8472330000002,239.86,184.69
4soft-a1-02l-57uv,A1-02L-57UV,Number 2 (beige) in circle 30 cm - UV rainbow blue,2D,A-basic shapes,each,54.0,45.9,0.0,flat_uplift,3198.07,2823.1,0.8,floored,5703.22,160.29,137.7,204.66,621.8472330000002,239.86,184.69
4soft-a1-02m-04,A1-02M-04,Number 3 (beige) in circle 30 cm - signal green,2D,A-basic shapes,each,45.0,38.25,0.0,flat_uplift,2665.06,2352.58,0.8,floored,4752.69,133.58,114.75,170.55,518.2060275000001,199.88,153.91
4soft-a1-02m-53uv,A1-02M-53UV,Number 3 (beige) in circle 30 cm - UV may green,2D,A-basic shapes,each,54.0,45.9,0.0,flat_uplift,3198.07,2823.1,0.8,floored,5703.22,160.29,137.7,204.66,621.8472330000002,239.86,184.69
