code,name,list_eur,section,dimension,product_group,unit
V1-03B-001,3D Bench PLAY - PROMO with easy graphics,2550.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V1-03C-001,3D Bench PLAY - PROMO with difficult graphics,3050.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V1-05A-001,3D Bench PLAY - BOW without graphics,2195.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V1-05B-001,3D Bench PLAY - BOW with easy graphics,2514.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V1-05B-002,3D Bench PLAY - BOW Outdoor gym,2514.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V1-05B-003,3D Bench PLAY - BOW with SMILE,2514.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V1-05C-001,3D Bench PLAY - BOW with difficult graphics,2950.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V1-05C-002,3D Bench PLAY - BOW Monster-1,2950.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V1-05C-003,3D Bench PLAY - BOW Monster-2,2950.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V1-05C-004,3D Bench PLAY - BOW Monster-3,2950.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V1-05C-005,3D Bench PLAY - BOW Monster-4,2950.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V1-05C-006,3D Bench PLAY - BOW Rainbow-1,2950.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V1-05C-007,3D Bench PLAY - BOW Cat,2950.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V1-05C-008,3D Bench PLAY - BOW Zebra,2950.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V1-05C-009,3D Bench PLAY - BOW Tiger,2950.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V1-05D-001,3D Bench PLAY - BOW Multicolour UNI,2195.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V1-05D-002,3D Bench PLAY - BOW Multicolour 1,2195.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V1-10C-001,3D-2D Bench PLAY - CLUSTER - Spider,3292.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V1-10C-002,3D-2D Bench PLAY - CLUSTER - Butterfly,3566.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V1-10C-003,3D-2D Bench PLAY - CLUSTER - Benchozilla,5207.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V1-10C-004,3D-2D Bench PLAY - CLUSTER - Benchosaurus,5145.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V1-10C-005,3D-2D Bench PLAY - CLUSTER - Caterpillar A,8352.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V1-10C-006,3D-2D Bench PLAY - CLUSTER - Caterpillar B,7300.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V1-10C-007,3D-2D Bench PLAY - CLUSTER - Dragonfly A,8364.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V1-10C-008,3D-2D Bench PLAY - CLUSTER - Dragonfly B,3232.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V1-10C-009,3D-2D Bench PLAY - CLUSTER - Dragonfly C,3232.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V1-10C-010,3D-2D Bench PLAY - CLUSTER - Monster A,2933.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V1-10C-011,3D-2D Bench PLAY - CLUSTER - Monster B,3009.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V3-01A-001,"Humpy-bumpy 30 cm - standard colours, without graphics",303.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V3-01A-002,Humpy-bumpy 30 cm - earth yellow,294.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V3-01A-010,"Humpy-bumpy 30 cm - UV colours, without graphics",328.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V3-01A-011,Humpy-bumpy 30 cm - UV teal,328.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V3-01B-001,Humpy-bumpy 30 cm - graphics on the top,515.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V3-01C-001,Humpy-bumpy 30 cm - graphics on the bottom part,450.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V3-01D-001,Humpy-bumpy 30 cm - graphics on the both sides,555.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V3-01D-002,Humpy-bumpy 30 cm with graphic - LadyBird,555.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V3-01D-003,Humpy-bumpy 30 cm with graphic - Turtle,555.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V3-01D-004,Humpy-bumpy 30 cm with graphic - Rabbit,555.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V3-01D-005,Humpy-bumpy 30 cm with graphic - Orange,555.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V3-01D-006,Humpy-bumpy 30 cm with graphic - Bear,555.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V3-01D-007,Humpy-bumpy 30 cm with graphic - Melon,555.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V3-01D-008,Humpy-bumpy 30 cm with graphic - Frog,555.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V3-01D-009,Humpy-bumpy 30 cm with graphic - Dog,555.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V3-02A-001,Humpy-bumpy 50 cm - standard colours - without graphics,414.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V3-02A-010,Humpy-bumpy 50 cm - UV colours - without graphics,444.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V3-02A-011,Humpy-bumpy 50 cm - UV teal,444.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V3-02B-001,Humpy-bumpy 50 cm - graphics on the top,655.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V3-02C-001,Humpy-bumpy 50 cm - graphics on the bottom part,595.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V3-02D-001,Humpy-bumpy 50 cm - graphics on the both sides,684.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V3-02D-002,Humpy-bumpy 50 cm with graphic - LadyBird,684.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V3-02D-003,Humpy-bumpy 50 cm with graphic - Turtle,684.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V3-11A-001,Humpy-bumpy seater 40 - without graphics - standard colours,484.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V3-11A-002,Humpy-bumpy seater 40 - without graphics - red,484.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V3-11A-011,Humpy-bumpy seater 40 - without graphics - UV colours,533.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V3-11A-012,Humpy-bumpy seater 40 - without graphics - UV yellow,533.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V3-11A-013,Humpy-bumpy seater 40 - without graphics - UV may green,533.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V3-11A-014,Humpy-bumpy seater 40 - without graphics - UV teal,533.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V3-11A-015,Humpy-bumpy seater 40 - without graphics - UV orange,533.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V3-11B-001,Humpy-bumpy seater 40 - with graphics on top,570.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V3-11B-002,Humpy-bumpy seater 40 - red + smiley on top,570.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V3-11C-001,Humpy-bumpy seater 40 - with graphics on side,600.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V3-11D-001,Humpy-bumpy seater 40 - with graphics on top + side,696.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V3-11E-001,Humpy-bumpy seater 40 - without graphics - two colours,533.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V3-11E-002,Humpy-bumpy seater 40 - without graphics - rose + green,533.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V6-01A-001,Waste bin SOLO - without graphics (colours),1969.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V6-01B-001,Waste bin SOLO - with easy graphics,1969.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V6-01B-002,Waste bin SOLO - Eyes 1,1969.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V6-01B-003,Waste bin SOLO - Eyes 2,1969.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V6-01B-004,Waste bin SOLO - Eyes 3,1969.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V6-01B-005,Waste bin SOLO - Girl,1969.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V6-01B-006,Waste bin SOLO - Boy,1969.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V6-01B-007,Waste bin SOLO - Hungry one,1969.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V6-01C-001,Waste bin SOLO - with difficult graphics,2469.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V6-01C-002,Waste bin SOLO - Dog,2469.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V6-01C-003,Waste bin SOLO - Zebra,2469.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V6-01C-004,Waste bin SOLO - Lion,2469.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V6-01C-005,Waste bin SOLO - Tiger,2469.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V6-01C-006,Waste bin SOLO - Octopus,2469.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V6-01C-007,Waste bin SOLO - Dino,2469.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V6-01C-008,Waste bin SOLO - Light house,2469.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V6-01C-009,Waste bin SOLO - Telephone booth,2469.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V6-02A-001,Waste bin TRIO - without graphics (colours),2601.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V6-02B-001,Waste bin TRIO - with easy graphics,2601.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V6-02B-002,Waste bin TRIO - Piktograms,2601.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V6-02B-003,Waste bin TRIO - Eyes 1,2601.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V6-02B-004,Waste bin TRIO - Eyes 2,2601.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V6-02B-005,Waste bin TRIO - Hungry trio,3213.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V6-02B-006,Waste bin TRIO - Muscles 1,3213.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V6-02B-007,Waste bin TRIO - Muscles 2,3213.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V6-02B-008,Waste bin TRIO - Running track,2601.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V6-02C-001,Waste bin TRIO - with difficult graphics,3213.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V6-02C-002,Waste bin TRIO - Animals,3213.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V6-02C-003,Waste bin TRIO - Monsters 1,3213.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V6-02C-004,Waste bin TRIO - Monsters 2,3213.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V6-02C-005,Waste bin TRIO - Rainbow,3213.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V6-02C-006,Waste bin TRIO - Double decker,3213.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
V6-02C-007,Waste bin TRIO - Garbage truck,3213.0,3D Products/V-mobiliář/,3D,V-mobiliář,each
W1-01A-04,3D Head of crocodile with fountain,1627.0,3D Products/W-3D water fountains/,3D,W-3D water fountains,each
W1-02A-11,3D Whale with fountain (set of 2 pcs),2443.0,3D Products/W-3D water fountains/,3D,W-3D water fountains,set
W1-03A-61UV,3D Miss Hippo with fountain (set of 2 pcs),2705.0,3D Products/W-3D water fountains/,3D,W-3D water fountains,set
W1-04A-65UV,3D Elephant with fountain in the trunk,2144.0,3D Products/W-3D water fountains/,3D,W-3D water fountains,each
W1-04B-65UV,3D Elephant with fountain in the head,2144.0,3D Products/W-3D water fountains/,3D,W-3D water fountains,each
W1-04C-65UV,3D Elephant with fountain in the ball,3257.0,3D Products/W-3D water fountains/,3D,W-3D water fountains,each
W1-05A-00,3D Hill with fountain - standard colours,1665.0,3D Products/W-3D water fountains/,3D,W-3D water fountains,each
W1-05A-03,3D Hill with fountain - earth yellow,1665.0,3D Products/W-3D water fountains/,3D,W-3D water fountains,each
W1-05A-50UV,3D Hill with fountain - UV colours,1796.0,3D Products/W-3D water fountains/,3D,W-3D water fountains,each
W1-05B-70UV,3D Hill with fountain - Globe,1940.0,3D Products/W-3D water fountains/,3D,W-3D water fountains,each
W1-05Z-00,3D Hill with fountain - SMALL - standard colours,1568.0,3D Products/W-3D water fountains/,3D,W-3D water fountains,each
W1-05Z-50UV,3D Hill with fountain - SMALL - UV colours,1703.0,3D Products/W-3D water fountains/,3D,W-3D water fountains,each
W1-06A-20,3D Camel with fountain,3511.0,3D Products/W-3D water fountains/,3D,W-3D water fountains,each
W1-07A-05,3D Palm tree with fountain,2632.0,3D Products/W-3D water fountains/,3D,W-3D water fountains,each
W1-08A-09,3D See Star with fountain,1387.0,3D Products/W-3D water fountains/,3D,W-3D water fountains,each
W1-09A-61UV,3D Dolphin with fountain (set of 2 pcs),2440.0,3D Products/W-3D water fountains/,3D,W-3D water fountains,set
W1-10A-05,3D turtle with fountain,1574.0,3D Products/W-3D water fountains/,3D,W-3D water fountains,each
W1-11A-20,3D Ball with fountain,1617.0,3D Products/W-3D water fountains/,3D,W-3D water fountains,each
W1-12A-20,3D Carp with fountain,2037.0,3D Products/W-3D water fountains/,3D,W-3D water fountains,each
W1-13A-70UV,3D Frog with fountain,2455.0,3D Products/W-3D water fountains/,3D,W-3D water fountains,each
W1-14A-01,3D Ladybird with fountain,1936.0,3D Products/W-3D water fountains/,3D,W-3D water fountains,each
W1-15A-50UV,3D Cloud with fountain - UV colours,1819.0,3D Products/W-3D water fountains/,3D,W-3D water fountains,each
W2-01A-09,Splash shower - 3-flowers,1788.0,3D Products/W-3D water fountains/,3D,W-3D water fountains,each
W2-01B-00,Splash shower - 4-flowers,1948.0,3D Products/W-3D water fountains/,3D,W-3D water fountains,each
W2-03A-00,3D EPDM cover for splash shower - standard colours,276.0,3D Products/W-3D water fountains/,3D,W-3D water fountains,each
W2-03A-03,3D EPDM cover for splash shower - earth yellow,276.0,3D Products/W-3D water fountains/,3D,W-3D water fountains,each
W2-03A-04,3D EPDM cover for splash shower - signal green,276.0,3D Products/W-3D water fountains/,3D,W-3D water fountains,each
W2-03A-05,3D EPDM cover for splash shower - brown,276.0,3D Products/W-3D water fountains/,3D,W-3D water fountains,each
W2-03A-06,3D EPDM cover for splash shower - capri,276.0,3D Products/W-3D water fountains/,3D,W-3D water fountains,each
A1-01A-00,Circle 18 cm - standard colours,20.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01A-01,Circle 18 cm - red,20.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01A-02,Circle 18 cm - beige,20.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01A-04,Circle 18 cm - signal green,20.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01A-06,Circle 18 cm - capri blue,20.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01A-09,Circle 18 cm - rose,20.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01A-50UV,Circle 18 cm - UV colours,24.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01A-51UV,Circle 18 cm - UV sky blue,24.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01A-52UV,Circle 18 cm - UV yellow,24.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01A-53UV,Circle 18 cm - UV may green,24.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01A-56UV,Circle 18 cm - UV teal,24.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01A-57UV,Circle 18 cm - UV rainbow blue,24.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01A-59UV,Circle 18 cm - UV orange,24.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01B-00,Circle 20 cm - standard colours,22.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01B-02,Circle 20 cm - beige,22.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01B-03,Circle 20 cm - earth yellow,22.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01B-04,Circle 20 cm - signal green,22.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01B-07,Circle 20 cm - black,22.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01B-08,Circle 20 cm - eggshell,22.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01B-09,Circle 20 cm - rose,22.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01B-50UV,Circle 20 cm - UV colours,26.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01B-51UV,Circle 20 cm - UV sky blue,26.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01B-53UV,Circle 20 cm - UV may green,26.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01B-54UV,Circle 20 cm - UV purple,26.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01B-56UV,Circle 20 cm - UV teal,26.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01B-57UV,Circle 20 cm - UV rainbow blue,26.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01B-58UV,Circle 20 cm - UV light grey,26.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01B-59UV,Circle 20 cm - UV orange,26.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01B-67UV,Circle 20 cm - UV lime green,26.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01C-00,Circle 30 cm - standard colours,27.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01C-01,Circle 30 cm - red,27.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01C-02,Circle 30 cm - beige,27.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01C-03,Circle 30 cm - earth yellow,27.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01C-04,Circle 30 cm - signal green,27.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01C-06,Circle 30 cm - capri blue,27.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01C-07,Circle 30 cm - black,27.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01C-08,Circle 30 cm - eggshell,27.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01C-09,Circle 30 cm - rose,27.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01C-50UV,Circle 30 cm - UV colours,32.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01C-51UV,Circle 30 cm - UV sky blue,32.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01C-52UV,Circle 30 cm - UV yellow,32.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01C-53UV,Circle 30 cm - UV may green,32.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01C-54UV,Circle 30 cm - UV purple,32.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01C-55UV,Circle 30 cm - UV pearl,32.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01C-56UV,Circle 30 cm - UV teal,32.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01C-57UV,Circle 30 cm - UV rainbow blue,32.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01C-58UV,Circle 30 cm - UV light grey,32.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01C-59UV,Circle 30 cm - UV orange,32.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01D-00,Circle 40 cm - standard colours,34.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01D-01,Circle 40 cm - red,34.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01D-03,Circle 40 cm - earth yellow,34.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01D-06,Circle 40 cm - capri blue,34.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01D-11,Circle 40 cm - dark grey,34.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01D-12,Circle 40 cm - pink,34.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01D-50UV,Circle 40 cm - UV colours,41.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01D-51UV,Circle 40 cm - UV sky blue,41.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01D-52UV,Circle 40 cm - UV yellow,41.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01D-53UV,Circle 40 cm - UV may green,41.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01D-56UV,Circle 40 cm - UV teal,41.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01D-58UV,Circle 40 cm - UV light grey,41.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01D-65UV,Circle 40 cm - UV middle grey,41.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01E-00,Circle 50 cm - standard colours,43.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01E-01,Circle 50 cm - red,43.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01E-02,Circle 50 cm - beige,43.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01E-04,Circle 50 cm - signal green,43.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01E-08,Circle 50 cm - eggshell,43.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01E-09,Circle 50 cm - rose,43.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01E-50UV,Circle 50 cm - UV colours,53.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01E-51UV,Circle 50 cm - UV sky blue,53.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01E-52UV,Circle 50 cm - UV yellow,53.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01E-53UV,Circle 50 cm - UV may green,53.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01E-54UV,Circle 50 cm - UV purple,53.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01E-55UV,Circle 50 cm - UV pearl,53.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01E-56UV,Circle 50 cm - UV teal,53.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01E-57UV,Circle 50 cm - UV rainbow blue,53.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01E-58UV,Circle 50 cm - UV light grey,53.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01E-59UV,Circle 50 cm - UV orange,53.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01E-65UV,Circle 50 cm - UV middle grey,53.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01E-67UV,Circle 50 cm - UV lime green,53.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01F-00,Circle 60 cm - standard colours,52.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01F-04,Circle 60 cm - signal green,52.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01F-50UV,Circle 60 cm - UV colours,67.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01F-52UV,Circle 60 cm - UV yellow,67.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01G-00,Circle 65 cm - standard colours,65.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01G-50UV,Circle 65 cm - UV colours,76.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01H-00,Circle 70 cm - standard colours,67.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01H-01,Circle 70 cm - red,67.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01H-03,Circle 70 cm - earth yellow,67.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01H-04,Circle 70 cm - signal green,67.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01H-06,Circle 70 cm - capri blue,67.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01H-09,Circle 70 cm - rose,67.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01H-12,Circle 70 cm - pink,67.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01H-50UV,Circle 70 cm - UV colours,86.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01H-51UV,Circle 70 cm - UV sky blue,86.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01H-52UV,Circle 70 cm - UV yellow,86.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01H-53UV,Circle 70 cm - UV may green,86.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01H-56UV,Circle 70 cm - UV teal,86.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01H-58UV,Circle 70 cm - UV light grey,86.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01I-00,Circle 80 cm - standard colours,77.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01I-02,Circle 80 cm - beige,77.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01I-04,Circle 80 cm - signal green,77.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01I-09,Circle 80 cm - rose,77.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01I-50UV,Circle 80 cm - UV colours,99.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01I-52UV,Circle 80 cm - UV yellow,99.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01I-53UV,Circle 80 cm - UV may green,99.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01I-56UV,Circle 80 cm - UV teal,99.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01I-63UV,Circle 80 cm - UV turquoise blue,99.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01J-00,Circle 100 cm - standard colours,123.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01J-01,Circle 100 cm - red,123.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01J-02,Circle 100 cm - beige,123.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01J-03,Circle 100 cm - earth yellow,123.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01J-04,Circle 100 cm - signal green,123.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01J-05,Circle 100 cm - brown,123.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01J-09,Circle 100 cm - rose,123.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01J-50UV,Circle 100 cm - UV colours,167.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01J-52UV,Circle 100 cm - UV yellow,167.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01J-53UV,Circle 100 cm - UV may green,167.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01J-54UV,Circle 100 cm - UV purple,167.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01J-56UV,Circle 100 cm - UV teal,167.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01J-57UV,Circle 100 cm - UV rainbow blue,167.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-01J-58UV,Circle 100 cm - UV light grey,167.0,2D products/A-basic shapes/,2D,A-basic shapes,each
