item_code,eur_fob,matched,match_strategy,cbm,cbm_method,landed_thb,landed_thb_raw,logistics_pct,logistics_clamp,retail_thb,retail_usd,retail_eur,freight_thb,duty_thb,vat_thb,note
RB1350,414.0,True,exact,0.1826,dims_scaled,56088.18,60542.12,2.5,capped,93480.3,2842.08,2415.0,15000,6237.09,2619.58,
RB1391,442.0,True,exact,0.1179,dims_scaled,59881.59,61947.66,2.5,capped,99802.65,3034.3,2578.33,15000,6456.02,2711.53,
RB1387,639.0,True,exact,7.182,dims_scaled,69256.71,101631.43,1.8,capped,115427.85,3509.35,2982.0,38204.58,12637.29,5307.66,
RB1388,966.0,True,exact,8.2944,dims_scaled,104697.94,125644.22,1.8,capped,174496.57,5305.22,4508.0,44121.98,16377.6,6878.59,
RB1389,1166.0,True,exact,27.2722,dims_scaled,126374.53,265306.54,1.8,capped,210624.22,6403.61,5441.33,145074.2,38131.86,16015.38,
RB1390,410.0,True,exact,0.1186,dims_scaled,55546.27,60341.32,2.5,capped,92577.12,2814.62,2391.67,15000,6205.81,2606.44,
RB1392,244.0,True,exact,0.0426,dims_scaled,33056.8,52008.4,2.5,capped,55094.67,1675.04,1423.33,15000,4907.85,2061.3,
RB1393,1103.0,True,exact,0.2869,dims_scaled,95128.78,95128.78,1.2281,,158547.97,4820.33,4095.98,15000,11624.42,4882.26,
RB1394,614.0,True,exact,0.1266,dims_scaled,66547.14,70581.78,1.8,capped,110911.9,3372.05,2865.33,15000,7800.9,3276.38,
RB0972,570.0,True,exact,0.0528,dims_scaled,61778.29,68373.05,1.8,capped,102963.82,3130.41,2660.0,15000,7456.86,3131.88,
RB1397,479.0,True,exact,0.0495,dims_scaled,63805.01,63805.01,2.4413,,106341.68,3233.11,2747.26,15000,6745.33,2833.04,
RB1398,414.0,True,exact,0.0417,dims_scaled,56088.18,60542.12,2.5,capped,93480.3,2842.08,2415.0,15000,6237.09,2619.58,
RB1396,278.0,True,exact,0.0312,dims_scaled,37663.08,53715.14,2.5,capped,62771.8,1908.45,1621.67,15000,5173.7,2172.95,
RB1395,237.0,True,exact,0.013,dims_scaled,32108.45,51657.01,2.5,capped,53514.08,1626.99,1382.5,15000,4853.12,2038.31,
RB1399,237.0,True,exact,0.027,dims_scaled,32108.45,51657.01,2.5,capped,53514.08,1626.99,1382.5,15000,4853.12,2038.31,
RB0941,104.0,False,flat_uplift,0.0,flat_uplift,7246.18,5434.63,0.8,floored,12076.97,367.18,312.0,0.0,0.0,0.0,
RB0951,102.0,False,flat_uplift,0.0,flat_uplift,7106.83,5330.12,0.8,floored,11844.72,360.11,306.0,0.0,0.0,0.0,
RB0952,118.0,False,flat_uplift,0.0,flat_uplift,8221.62,6166.22,0.8,floored,13702.7,416.6,354.0,0.0,0.0,0.0,
RB0953,143.0,False,flat_uplift,0.0,flat_uplift,9963.49,7472.62,0.8,floored,16605.82,504.87,429.0,0.0,0.0,0.0,
RB0943,185.0,False,flat_uplift,0.0,flat_uplift,12889.83,9667.37,0.8,floored,21483.05,653.15,555.0,0.0,0.0,0.0,
RB0946,267.0,False,flat_uplift,0.0,flat_uplift,18603.16,13952.37,0.8,floored,31005.27,942.65,801.0,0.0,0.0,0.0,
RB0949,349.0,False,flat_uplift,0.0,flat_uplift,24316.49,18237.37,0.8,floored,40527.48,1232.16,1047.0,0.0,0.0,0.0,
WD1514,8400.0,True,exact,2.9818,dims_scaled,471465.88,462532.45,0.45,floored,785776.47,23889.96,20300.0,15861.66,68852.41,28918.01,
WD1437,2727.0,True,exact,0.5434,dims_scaled,176650.87,176650.87,0.6735,,294418.12,8951.19,7606.09,15000,24322.57,10215.48,
WD1401,954.0,True,exact,0.0838,dims_scaled,87649.22,87649.22,1.3735,,146082.03,4441.33,3773.93,15000,10459.38,4392.94,
WD1402,1236.0,True,exact,0.0863,dims_scaled,101805.15,101805.15,1.1279,,169675.25,5158.64,4383.44,15000,12664.35,5319.03,
WD1511,1890.0,True,exact,0.1689,dims_scaled,134634.86,134634.86,0.8403,,224391.43,6822.17,5797.0,15000,17778.02,7466.77,
WD1510,1080.0,True,exact,0.2566,dims_scaled,93974.2,93974.2,1.2479,,156623.67,4761.83,4046.27,15000,11444.58,4806.72,
WD1512,3590.0,True,exact,0.6938,dims_scaled,219972.05,219972.05,0.583,,366620.08,11146.35,9471.38,15000,31070.41,13049.57,
WD1513,2370.0,True,exact,0.6372,dims_scaled,158730.07,158730.07,0.7302,,264550.12,8043.12,6834.47,15000,21531.16,9043.09,
WD1403,1279.0,True,exact,0.3828,dims_scaled,103963.68,103963.68,1.0999,,173272.8,5268.01,4476.38,15000,13000.57,5460.24,
WD1407,2922.0,True,exact,0.9477,dims_scaled,186439.55,186439.55,0.6484,,310732.58,9447.2,8027.56,15000,25847.28,10855.86,
WD1503,4351.0,True,exact,1.017,dims_scaled,258172.98,258172.98,0.5329,,430288.3,13082.05,11116.21,15000,37020.71,15548.7,
WD1507,4620.0,True,exact,0.57,dims_scaled,271676.34,271676.34,0.5192,,452793.9,13766.29,11697.62,15000,39124.04,16432.1,
WD1505,7727.0,True,exact,5.2852,dims_scaled,444481.69,444481.69,0.4861,,740802.82,22522.62,19138.14,28114.57,66040.76,27737.12,
WD1506,18433.0,True,exact,6.06,dims_scaled,987197.2,987197.2,0.3836,,1645328.67,50022.91,42505.95,32236.11,150575.89,63241.87,
WD1434,2044.0,True,exact,0.4209,dims_scaled,142365.41,142365.41,0.7994,,237275.68,7213.89,6129.86,15000,18982.15,7972.5,
WD1436,3681.0,True,exact,1.0036,dims_scaled,224540.09,224540.09,0.5759,,374233.48,11377.82,9668.07,15000,31781.95,13348.42,
WD1501,2485.0,True,exact,0.6592,dims_scaled,164502.88,164502.88,0.7102,,274171.47,8335.63,7083.03,15000,22430.36,9420.75,
WD1404,1561.0,True,exact,0.8478,dims_scaled,118119.62,118119.62,0.9549,,196866.03,5985.32,5085.9,15000,15205.55,6386.33,
WD1406,2712.0,True,exact,1.075,dims_scaled,175897.9,175897.9,0.6756,,293163.17,8913.04,7573.67,15000,24205.28,10166.22,
WD1408,2801.0,True,exact,1.9053,dims_scaled,180365.55,180365.55,0.6636,,300609.25,9139.42,7766.04,15000,24901.18,10458.49,
WD1508,2961.0,True,exact,3.6233,dims_scaled,193885.25,193885.25,0.6916,,323142.08,9824.49,8348.16,19274.11,27007.05,11342.96,
WD1438,2672.0,True,exact,2.7985,dims_scaled,173889.97,173889.97,0.6813,,289816.62,8811.29,7487.22,15000,23892.52,10034.86,
WD1502,2598.0,True,exact,0.947,dims_scaled,170175.29,170175.29,0.6922,,283625.48,8623.06,7327.27,15000,23313.91,9791.84,
WD1405,2174.0,True,exact,1.8081,dims_scaled,148891.19,148891.19,0.7693,,248151.98,7544.56,6410.84,15000,19998.63,8399.42,
WD1411,4667.0,True,exact,4.5223,dims_scaled,285663.99,285663.99,0.5813,,476106.65,14475.07,12299.89,24056.33,41302.8,17347.18,
WD1504,6160.0,True,exact,3.5719,dims_scaled,354118.68,354118.68,0.4851,,590197.8,17943.78,15247.36,19000.69,51965.53,21825.52,
WD1409,3572.0,True,exact,3.6742,dims_scaled,224904.09,224904.09,0.6266,,374840.15,11396.26,9683.74,19544.87,31838.64,13372.23,
WD1412,5643.0,True,exact,3.2341,dims_scaled,325858.88,325858.88,0.4918,,543098.13,16511.81,14030.57,17203.76,47563.69,19976.75,
WD1410,3897.0,True,exact,3.0527,dims_scaled,236973.57,236973.57,0.571,,394955.95,12007.84,10203.42,16238.81,33718.62,14161.82,
WD1449,3657.0,True,exact,1.6113,dims_scaled,223335.34,223335.34,0.5777,,372225.57,11316.77,9616.19,15000,31594.29,13269.6,
WD1450,7261.0,True,exact,4.9113,dims_scaled,418535.44,418535.44,0.4891,,697559.07,21207.88,18020.96,26125.61,61999.29,26039.7,
WD1454,8507.0,True,exact,11.6093,dims_scaled,526831.43,526831.43,0.5999,,878052.38,26695.42,22683.89,61755.56,78867.82,33124.49,
WD1453,6810.0,True,exact,8.4429,dims_scaled,420017.61,420017.61,0.5934,,700029.35,21282.99,18084.78,44911.92,62230.16,26136.67,
WD1413,6960.0,True,exact,3.6002,dims_scaled,394470.64,394470.64,0.4642,,657451.07,19988.48,16984.8,19151.23,58250.88,24465.37,
WD1439,2556.0,True,exact,1.2668,dims_scaled,168066.96,168066.96,0.6987,,280111.6,8516.23,7236.49,15000,22985.51,9653.91,
WD1451,1975.0,True,exact,1.9791,dims_scaled,138901.72,138901.72,0.8169,,231502.87,7038.38,5980.72,15000,18442.64,7745.91,
WD1452,4873.0,True,exact,5.0846,dims_scaled,299845.49,299845.49,0.5896,,499742.48,15193.67,12910.51,27047.48,43511.76,18274.94,
WD1430,1684.0,True,exact,0.2516,dims_scaled,124294.0,124294.0,0.9068,,207156.67,6298.18,5351.75,15000,16167.29,6790.26,
WD1431,1684.0,True,exact,0.2516,dims_scaled,124294.0,124294.0,0.9068,,207156.67,6298.18,5351.75,15000,16167.29,6790.26,
WD1432,1684.0,True,exact,0.2643,dims_scaled,124294.0,124294.0,0.9068,,207156.67,6298.18,5351.75,15000,16167.29,6790.26,
WD1550,6469.0,True,exact,1.7509,dims_scaled,364493.08,364493.08,0.4556,,607488.47,18469.47,15694.05,15000,53581.48,22504.22,
WD1551,2629.0,True,exact,0.5685,dims_scaled,171731.44,171731.44,0.6875,,286219.07,8701.92,7394.27,15000,23556.3,9893.65,
WD1552,1679.0,True,exact,0.1281,dims_scaled,124043.02,124043.02,0.9086,,206738.37,6285.46,5340.95,15000,16128.2,6773.84,
WD1433,2455.0,True,exact,0.7301,dims_scaled,162996.93,162996.93,0.7152,,271661.55,8259.32,7018.19,15000,22195.78,9322.23,
WD1414,2984.0,True,exact,1.7597,dims_scaled,189551.85,189551.85,0.6411,,315919.75,9604.91,8161.57,15000,26332.06,11059.47,
WD1415,5520.0,True,exact,3.2795,dims_scaled,319994.58,319994.58,0.4976,,533324.3,16214.65,13778.07,17445.27,46650.25,19593.1,
WD1581,14362.0,True,exact,7.7962,dims_scaled,794698.39,794698.39,0.4295,,1324497.32,40268.68,34217.49,41471.81,120591.65,50648.49,
WD1580,20795.0,True,exact,17.1162,dims_scaled,1181282.02,1181282.02,0.4675,,1968803.37,59857.51,50862.69,91049.45,180807.17,75939.01,
WD1418-1,28264.0,False,flat_uplift,0.0,flat_uplift,1476965.56,1476965.56,0.35,floored,2461609.27,74840.29,63594.0,0.0,0.0,0.0,
829,3040.0,False,flat_uplift,0.0,flat_uplift,170625.75,158858.45,0.45,floored,284376.25,8645.89,7346.67,0.0,0.0,0.0,
843,3045.0,False,flat_uplift,0.0,flat_uplift,170906.38,159119.73,0.45,floored,284843.97,8660.11,7358.75,0.0,0.0,0.0,
841,3152.0,False,flat_uplift,0.0,flat_uplift,176911.96,164711.13,0.45,floored,294853.27,8964.42,7617.33,0.0,0.0,0.0,
840,1070.0,False,flat_uplift,0.0,flat_uplift,66268.44,55913.99,0.6,floored,110447.4,3357.93,2853.33,0.0,0.0,0.0,
824,2199.0,False,flat_uplift,0.0,flat_uplift,123423.03,114911.1,0.45,floored,205705.05,6254.05,5314.25,0.0,0.0,0.0,
810,1565.0,False,flat_uplift,0.0,flat_uplift,96925.33,81780.75,0.6,floored,161542.22,4911.37,4173.33,0.0,0.0,0.0,
813,1327.0,False,flat_uplift,0.0,flat_uplift,82185.25,69343.8,0.6,floored,136975.42,4164.46,3538.67,0.0,0.0,0.0,
811,1021.0,False,flat_uplift,0.0,flat_uplift,63233.72,53353.45,0.6,floored,105389.53,3204.16,2722.67,0.0,0.0,0.0,
812,1258.0,False,flat_uplift,0.0,flat_uplift,77911.86,65738.14,0.6,floored,129853.1,3947.92,3354.67,0.0,0.0,0.0,
825,4922.0,False,flat_uplift,0.0,flat_uplift,276256.55,257204.38,0.45,floored,460427.58,13998.38,11894.83,0.0,0.0,0.0,
821,1134.0,False,flat_uplift,0.0,flat_uplift,70232.16,59258.38,0.6,floored,117053.6,3558.78,3024.0,0.0,0.0,0.0,
822,1470.0,False,flat_uplift,0.0,flat_uplift,91041.69,76816.42,0.6,floored,151736.15,4613.23,3920.0,0.0,0.0,0.0,
826,1885.0,False,flat_uplift,0.0,flat_uplift,116743.93,98502.69,0.6,floored,194573.22,5915.61,5026.67,0.0,0.0,0.0,
820,1215.0,False,flat_uplift,0.0,flat_uplift,75248.74,63491.13,0.6,floored,125414.57,3812.98,3240.0,0.0,0.0,0.0,
830,885.0,False,flat_uplift,0.0,flat_uplift,54810.81,46246.62,0.6,floored,91351.35,2777.35,2360.0,0.0,0.0,0.0,
831,1090.0,False,flat_uplift,0.0,flat_uplift,67507.1,56959.12,0.6,floored,112511.83,3420.7,2906.67,0.0,0.0,0.0,
832,1233.0,False,flat_uplift,0.0,flat_uplift,76363.54,64431.73,0.6,floored,127272.57,3869.47,3288.0,0.0,0.0,0.0,
WD1440,769.0,True,exact,0.0741,dims_scaled,78362.52,78362.52,1.6326,,130604.2,3970.76,3374.07,15000,9012.85,3785.4,
WD1441,872.0,True,exact,0.0895,dims_scaled,83532.96,83532.96,1.4748,,139221.6,4232.75,3596.7,15000,9818.22,4123.65,
WD1442,975.0,True,exact,0.1054,dims_scaled,88703.38,88703.38,1.3504,,147838.97,4494.75,3819.32,15000,10623.58,4461.9,
WD1443,1078.0,True,exact,0.1257,dims_scaled,93873.81,93873.81,1.2497,,156456.35,4756.74,4041.94,15000,11428.94,4800.16,
WD1444,1183.0,True,exact,0.1416,dims_scaled,99144.64,99144.64,1.1651,,165241.07,5023.82,4268.89,15000,12249.94,5144.98,
WD1445,1285.0,True,exact,0.1579,dims_scaled,104264.87,104264.87,1.0962,,173774.78,5283.27,4489.35,15000,13047.49,5479.94,
WD1446,1597.0,True,exact,0.2271,dims_scaled,119926.76,119926.76,0.94,,199877.93,6076.89,5163.71,15000,15487.03,6504.55,
WD1447,1941.0,True,exact,0.28,dims_scaled,137194.98,137194.98,0.826,,228658.3,6951.9,5907.23,15000,18176.79,7634.25,
WD1448,2287.0,True,exact,0.333,dims_scaled,154563.61,154563.61,0.746,,257606.02,7831.99,6655.08,15000,20882.18,8770.52,
1751,792.0,True,exact,0.0759,dims_scaled,79517.08,79517.08,1.5938,,132528.47,4029.26,3423.78,15000,9192.69,3860.93,
1752,898.0,True,exact,0.0915,dims_scaled,84838.11,84838.11,1.4407,,141396.85,4298.89,3652.89,15000,10021.51,4209.04,
1753,1005.0,True,exact,0.1071,dims_scaled,90209.34,90209.34,1.3189,,150348.9,4571.06,3884.16,15000,10858.15,4560.42,
1754,1111.0,True,exact,0.1272,dims_scaled,95530.36,95530.36,1.2214,,159217.27,4840.68,4113.27,15000,11686.97,4908.53,
1755,1219.0,True,exact,0.1428,dims_scaled,100951.78,100951.78,1.1395,,168252.97,5115.39,4346.7,15000,12531.43,5263.2,
1756,1324.0,True,exact,0.1606,dims_scaled,106222.6,106222.6,1.0726,,177037.67,5382.47,4573.65,15000,13352.43,5608.02,
1757,1645.0,True,exact,0.2276,dims_scaled,122336.27,122336.27,0.9213,,203893.78,6198.98,5267.46,15000,15862.35,6662.19,
1758,1999.0,True,exact,0.2811,dims_scaled,140106.49,140106.49,0.8107,,233510.82,7099.43,6032.59,15000,18630.29,7824.72,
1759,2355.0,True,exact,0.3347,dims_scaled,157977.1,157977.1,0.733,,263295.17,8004.96,6802.05,15000,21413.88,8993.83,
861,1334.0,False,flat_uplift,0.0,flat_uplift,82618.78,69709.6,0.6,floored,137697.97,4186.43,3557.33,0.0,0.0,0.0,
862,1533.0,False,flat_uplift,0.0,flat_uplift,94943.47,80108.56,0.6,floored,158239.12,4810.94,4088.0,0.0,0.0,0.0,
863,1638.0,False,flat_uplift,0.0,flat_uplift,101446.45,85595.44,0.6,floored,169077.42,5140.46,4368.0,0.0,0.0,0.0,
864,1880.0,False,flat_uplift,0.0,flat_uplift,116434.27,98241.41,0.6,floored,194057.12,5899.92,5013.33,0.0,0.0,0.0,
WD1458,839.0,True,exact,0.5991,dims_scaled,81876.41,81876.41,1.5211,,136460.68,4148.81,3525.37,15000,9560.19,4015.28,
WD1429,431.0,True,exact,0.5052,dims_scaled,58391.32,61395.49,2.5,capped,97318.87,2958.78,2514.17,15000,6370.01,2675.41,
WD1456,998.0,True,exact,0.0809,dims_scaled,89857.94,89857.94,1.3261,,149763.23,4553.25,3869.03,15000,10803.42,4537.44,
WD1457-1,1529.0,False,flat_uplift,0.0,flat_uplift,94695.74,79899.53,0.6,floored,157826.23,4798.39,4077.33,0.0,0.0,0.0,
WD1482,1398.0,True,exact,0.1739,dims_scaled,109937.28,109937.28,1.0316,,183228.8,5570.7,4733.59,15000,13931.04,5851.04,
WD1427,498.0,True,exact,0.1458,dims_scaled,64758.77,64758.77,2.3594,,107931.28,3281.43,2788.33,15000,6893.89,2895.43,
WD1416,1136.0,True,exact,0.6163,dims_scaled,96785.32,96785.32,1.201,,161308.87,4904.27,4167.3,15000,11882.45,4990.63,
WD1455,1842.0,True,exact,0.3124,dims_scaled,132225.35,132225.35,0.8545,,220375.58,6700.08,5693.25,15000,17402.7,7309.13,
0801-1,441.0,False,flat_uplift,0.0,flat_uplift,30726.57,23044.93,0.8,floored,51210.95,1556.97,1323.0,0.0,0.0,0.0,
0802-1,681.0,False,flat_uplift,0.0,flat_uplift,42176.45,35586.38,0.6,floored,70294.08,2137.15,1816.0,0.0,0.0,0.0,
800,183.0,False,flat_uplift,0.0,flat_uplift,12750.48,9562.86,0.8,floored,21250.8,646.09,549.0,0.0,0.0,0.0,
828,1838.0,False,flat_uplift,0.0,flat_uplift,113833.07,96046.66,0.6,floored,189721.78,5768.11,4901.33,0.0,0.0,0.0,
842,1334.0,False,flat_uplift,0.0,flat_uplift,82618.78,69709.6,0.6,floored,137697.97,4186.43,3557.33,0.0,0.0,0.0,
130,798.0,False,flat_uplift,0.0,flat_uplift,49422.63,41700.34,0.6,floored,82371.05,2504.33,2128.0,0.0,0.0,0.0,
131,1943.0,False,flat_uplift,0.0,flat_uplift,120336.05,101533.54,0.6,floored,200560.08,6097.63,5181.33,0.0,0.0,0.0,
132,3308.0,False,flat_uplift,0.0,flat_uplift,185667.75,172863.08,0.45,floored,309446.25,9408.09,7994.33,0.0,0.0,0.0,
WP2850,1996.0,True,exact,0.0624,dims_scaled,139955.89,139955.89,0.8115,,233259.82,7091.8,6026.11,15000,18606.84,7814.87,
WP2853,1830.0,True,exact,0.1331,dims_scaled,131622.97,131622.97,0.8581,,219371.62,6669.55,5667.32,15000,17308.87,7269.73,
WP2855,2955.0,True,exact,0.234,dims_scaled,188096.1,188096.1,0.6444,,313493.5,9531.14,8098.89,15000,26105.31,10964.23,
WP2858,3584.0,True,exact,0.4326,dims_scaled,219670.86,219670.86,0.5834,,366118.1,11131.09,9458.41,15000,31023.5,13029.87,
WP2863,6538.0,True,exact,0.7312,dims_scaled,367956.76,367956.76,0.4539,,613261.27,18644.98,15843.19,15000,54120.99,22730.82,
WD1467,314.0,True,exact,0.0091,dims_scaled,42540.31,55522.28,2.5,capped,70900.52,2155.59,1831.67,15000,5455.18,2291.18,
WD1468,291.0,True,exact,0.0091,dims_scaled,39424.3,54367.72,2.5,capped,65707.17,1997.69,1697.5,15000,5275.35,2215.65,
WD1469,294.0,True,exact,0.0091,dims_scaled,39830.74,54518.31,2.5,capped,66384.57,2018.29,1715.0,15000,5298.8,2225.5,
WD1470,248.0,True,exact,0.0083,dims_scaled,33598.72,52209.19,2.5,capped,55997.87,1702.5,1446.67,15000,4939.13,2074.43,
WD1471,301.0,True,exact,0.0091,dims_scaled,40779.09,54869.7,2.5,capped,67965.15,2066.34,1755.83,15000,5353.54,2248.49,
WD1472,296.0,True,exact,0.0113,dims_scaled,40101.7,54618.71,2.5,capped,66836.17,2032.02,1726.67,15000,5314.44,2232.07,
WD1473,329.0,True,exact,0.0159,dims_scaled,44572.49,56275.26,2.5,capped,74287.48,2258.56,1919.17,15000,5572.47,2340.44,
WD1474,301.0,True,exact,0.0159,dims_scaled,40779.09,54869.7,2.5,capped,67965.15,2066.34,1755.83,15000,5353.54,2248.49,
WD1475,248.0,True,exact,0.0083,dims_scaled,33598.72,52209.19,2.5,capped,55997.87,1702.5,1446.67,15000,4939.13,2074.43,
WD1476,259.0,True,exact,0.0083,dims_scaled,35088.98,52761.37,2.5,capped,58481.63,1778.02,1510.83,15000,5025.14,2110.56,
WD1477,248.0,True,exact,0.0083,dims_scaled,33598.72,52209.19,2.5,capped,55997.87,1702.5,1446.67,15000,4939.13,2074.43,
WD1478,210.0,True,exact,0.0083,dims_scaled,28450.53,50301.65,2.5,capped,47417.55,1441.64,1225.0,15000,4642.0,1949.64,
WD1557,540.0,True,exact,0.0129,dims_scaled,58526.8,66867.1,1.8,capped,97544.67,2965.65,2520.0,15000,7222.29,3033.36,
WD1560,1785.0,True,exact,0.0151,dims_scaled,129364.04,129364.04,0.8723,,215606.73,6555.09,5570.05,15000,16957.02,7121.95,
WD1561,1593.0,True,exact,0.0151,dims_scaled,119725.95,119725.95,0.9416,,199543.25,6066.71,5155.06,15000,15455.76,6491.42,
WD1558,455.0,True,exact,0.0205,dims_scaled,61642.81,62600.24,2.5,capped,102738.02,3123.54,2654.17,15000,6557.67,2754.22,
WD1559,585.0,True,exact,0.0283,dims_scaled,63404.03,69126.03,1.8,capped,105673.38,3212.79,2730.0,15000,7574.15,3181.14,
WD1562,1593.0,True,exact,0.0151,dims_scaled,119725.95,119725.95,0.9416,,199543.25,6066.71,5155.06,15000,15455.76,6491.42,
WD1563,259.0,True,exact,0.0083,dims_scaled,35088.98,52761.37,2.5,capped,58481.63,1778.02,1510.83,15000,5025.14,2110.56,
WD1564,264.0,True,exact,0.0113,dims_scaled,35766.38,53012.36,2.5,capped,59610.63,1812.34,1540.0,15000,5064.23,2126.98,
WD1565,314.0,True,exact,0.0076,dims_scaled,42540.31,55522.28,2.5,capped,70900.52,2155.59,1831.67,15000,5455.18,2291.18,
122,494.0,False,flat_uplift,0.0,flat_uplift,34419.33,25814.5,0.8,floored,57365.55,1744.08,1482.0,0.0,0.0,0.0,
120,249.0,False,flat_uplift,0.0,flat_uplift,17349.02,13011.76,0.8,floored,28915.03,879.1,747.0,0.0,0.0,0.0,
121,370.0,False,flat_uplift,0.0,flat_uplift,25779.66,19334.75,0.8,floored,42966.1,1306.3,1110.0,0.0,0.0,0.0,
0808-1,362.0,False,flat_uplift,0.0,flat_uplift,25222.26,18916.7,0.8,floored,42037.1,1278.05,1086.0,0.0,0.0,0.0,
804,465.0,False,flat_uplift,0.0,flat_uplift,32398.76,24299.07,0.8,floored,53997.93,1641.7,1395.0,0.0,0.0,0.0,
0806-1,554.0,False,flat_uplift,0.0,flat_uplift,34310.95,28949.86,0.6,floored,57184.92,1738.59,1477.33,0.0,0.0,0.0,
685,1823.0,False,flat_uplift,0.0,flat_uplift,112904.08,95262.82,0.6,floored,188173.47,5721.04,4861.33,0.0,0.0,0.0,
809,977.0,False,flat_uplift,0.0,flat_uplift,60508.66,51054.18,0.6,floored,100847.77,3066.07,2605.33,0.0,0.0,0.0,
1764,560.0,True,exact,0.0117,dims_scaled,60694.46,67871.07,1.8,capped,101157.43,3075.49,2613.33,15000,7378.67,3099.04,
1760,360.0,True,exact,0.0102,dims_scaled,48772.33,57831.4,2.5,capped,81287.22,2471.37,2100.0,15000,5814.86,2442.24,
1761,306.0,True,exact,0.0109,dims_scaled,41456.48,55120.7,2.5,capped,69094.13,2100.67,1785.0,15000,5392.63,2264.91,
1762,314.0,True,exact,0.0087,dims_scaled,42540.31,55522.28,2.5,capped,70900.52,2155.59,1831.67,15000,5455.18,2291.18,
1763,483.0,True,exact,0.0189,dims_scaled,64005.8,64005.8,2.4235,,106676.33,3243.28,2755.91,15000,6776.6,2846.17,
1768,1805.0,True,exact,0.0139,dims_scaled,130368.0,130368.0,0.8659,,217280.0,6605.96,5613.28,15000,17113.4,7187.63,
1769,1610.0,True,exact,0.0139,dims_scaled,120579.33,120579.33,0.9348,,200965.55,6109.95,5191.81,15000,15588.68,6547.25,
1771,478.0,True,exact,0.0199,dims_scaled,63754.8,63754.8,2.4457,,106258.0,3230.56,2745.1,15000,6737.51,2829.75,
1770,609.0,True,exact,0.0277,dims_scaled,66005.22,70330.79,1.8,capped,110008.7,3344.59,2842.0,15000,7761.81,3259.96,
1722,2359.0,True,exact,0.2651,dims_scaled,158177.89,158177.89,0.7323,,263629.82,8015.14,6810.7,15000,21445.15,9006.96,
1772,568.0,True,exact,0.0949,dims_scaled,61561.52,68272.66,1.8,capped,102602.53,3119.42,2650.67,15000,7441.22,3125.31,
1720,962.0,True,exact,0.1857,dims_scaled,88050.8,88050.8,1.3646,,146751.33,4461.68,3791.22,15000,10521.93,4419.21,
1721,1924.0,True,exact,0.5214,dims_scaled,136341.61,136341.61,0.8307,,227236.02,6908.65,5870.49,15000,18043.86,7578.42,
816,530.0,False,flat_uplift,0.0,flat_uplift,32824.55,27695.72,0.6,floored,54707.58,1663.27,1413.33,0.0,0.0,0.0,
492,357.0,False,flat_uplift,0.0,flat_uplift,24873.89,18655.42,0.8,floored,41456.48,1260.4,1071.0,0.0,0.0,0.0,
490,340.0,False,flat_uplift,0.0,flat_uplift,23689.42,17767.06,0.8,floored,39482.37,1200.38,1020.0,0.0,0.0,0.0,
WD0490,320.0,True,exact,0.0106,dims_scaled,43353.18,55823.47,2.5,capped,72255.3,2196.78,1866.67,15000,5502.1,2310.88,
817,447.0,False,flat_uplift,0.0,flat_uplift,31144.62,23358.46,0.8,floored,51907.7,1578.15,1341.0,0.0,0.0,0.0,
823,1861.0,False,flat_uplift,0.0,flat_uplift,115257.54,97248.55,0.6,floored,192095.9,5840.29,4962.67,0.0,0.0,0.0,
0106-1,3347.0,False,flat_uplift,0.0,flat_uplift,187856.7,174901.07,0.45,floored,313094.5,9519.01,8088.58,0.0,0.0,0.0,
0108-2,3610.0,False,flat_uplift,0.0,flat_uplift,202618.07,188644.41,0.45,floored,337696.78,10266.99,8724.17,0.0,0.0,0.0,
103,3205.0,False,flat_uplift,0.0,flat_uplift,179886.68,167480.7,0.45,floored,299811.13,9115.16,7745.42,0.0,0.0,0.0,
100,1280.0,False,flat_uplift,0.0,flat_uplift,79274.39,66887.77,0.6,floored,132123.98,4016.96,3413.33,0.0,0.0,0.0,
0101-1,1826.0,False,flat_uplift,0.0,flat_uplift,113089.88,95419.58,0.6,floored,188483.13,5730.45,4869.33,0.0,0.0,0.0,
102,2732.0,False,flat_uplift,0.0,flat_uplift,153338.66,142763.58,0.45,floored,255564.43,7769.92,6602.33,0.0,0.0,0.0,
104,1910.0,False,flat_uplift,0.0,flat_uplift,118292.26,99809.09,0.6,floored,197153.77,5994.06,5093.33,0.0,0.0,0.0,
105,2092.0,False,flat_uplift,0.0,flat_uplift,117417.45,109319.7,0.45,floored,195695.75,5949.74,5055.67,0.0,0.0,0.0,
107,4711.0,False,flat_uplift,0.0,flat_uplift,264413.78,246178.35,0.45,floored,440689.63,13398.28,11384.92,0.0,0.0,0.0,
111,2893.0,False,flat_uplift,0.0,flat_uplift,162375.09,151176.81,0.45,floored,270625.15,8227.81,6991.42,0.0,0.0,0.0,
0109-1,6337.0,False,flat_uplift,0.0,flat_uplift,355676.1,331146.72,0.45,floored,592793.5,18022.7,15314.42,0.0,0.0,0.0,
110,4939.0,False,flat_uplift,0.0,flat_uplift,277210.71,258092.73,0.45,floored,462017.85,14046.72,11935.92,0.0,0.0,0.0,
112,2514.0,False,flat_uplift,0.0,flat_uplift,141103.0,131371.76,0.45,floored,235171.67,7149.92,6075.5,0.0,0.0,0.0,
113,5814.0,False,flat_uplift,0.0,flat_uplift,326321.74,303816.79,0.45,floored,543869.57,16535.26,14050.5,0.0,0.0,0.0,
