item_code,eur_fob,matched,match_strategy,cbm,cbm_method,landed_thb,landed_thb_raw,logistics_pct,logistics_clamp,retail_thb,retail_usd,retail_eur,freight_thb,duty_thb,vat_thb,note
RB1235,3927.0,True,exact,1.4985,dims_scaled,236888.89,236888.89,0.5584,,394814.82,12003.55,10199.77,15000,33705.43,14156.28,
RB1237,9520.0,True,exact,2.3001,dims_scaled,534327.99,517648.21,0.45,floored,890546.65,27075.28,23006.67,15000,77437.42,32523.72,
RB1234,4412.0,True,exact,0.225,dims_scaled,261235.08,261235.08,0.5297,,435391.8,13237.21,11248.05,15000,37497.68,15749.02,
RB1233,3896.0,True,exact,0.9921,dims_scaled,235332.74,235332.74,0.5605,,392221.23,11924.7,10132.77,15000,33463.04,14054.48,
RB1238,20217.0,True,exact,7.2292,dims_scaled,1084736.95,1084736.95,0.3861,,1807894.92,54965.41,46705.73,38455.66,165769.0,69622.98,
RB1231,1609.0,True,exact,1.9183,dims_scaled,120529.13,120529.13,0.9352,,200881.88,6107.41,5189.65,15000,15580.86,6543.96,
RB1236,2317.0,True,exact,1.296,dims_scaled,156069.56,156069.56,0.7402,,260115.93,7908.3,6719.92,15000,21116.75,8869.04,
RB1239,4757.0,True,exact,17.1112,dims_scaled,376166.87,376166.87,1.0429,,626944.78,19061.0,16196.69,91022.86,55399.82,23267.93,
RB2851,1643.0,True,exact,0.0684,dims_scaled,122235.88,122235.88,0.922,,203726.47,6193.89,5263.13,15000,15846.71,6655.62,
RB2852,2448.0,True,exact,0.0796,dims_scaled,162645.54,162645.54,0.7164,,271075.9,8241.52,7003.06,15000,22141.05,9299.24,
RB2854,4300.0,True,exact,0.2754,dims_scaled,255612.87,255612.87,0.5357,,426021.45,12952.33,11005.97,15000,36621.94,15381.22,
RB2856,3484.0,True,exact,0.324,dims_scaled,214651.02,214651.02,0.5917,,357751.7,10876.72,9242.27,15000,30241.59,12701.47,
RB2859,6164.0,True,exact,1.0631,dims_scaled,349182.58,349182.58,0.4635,,581970.97,17693.66,15034.82,15000,51196.66,21502.6,
RB2864,11632.0,True,exact,1.0543,dims_scaled,623667.11,623667.11,0.3851,,1039445.18,31602.24,26853.36,15000,93951.26,39459.53,
RB2862,7707.0,True,exact,0.6487,dims_scaled,432569.94,426638.62,0.45,floored,720949.9,21919.03,18625.25,15000,63261.47,26569.82,
RB2866,13220.0,True,exact,1.1781,dims_scaled,703382.08,703382.08,0.3745,,1172303.47,35641.53,30285.66,15000,106367.93,44674.53,
RB2867,17497.0,True,exact,2.6383,dims_scaled,918080.39,918080.39,0.3555,,1530133.98,46520.65,39529.97,15000,139810.03,58720.21,
RB1326,1313.0,True,exact,0.2632,dims_scaled,105670.43,105670.43,1.0791,,176117.38,5354.5,4549.87,15000,13266.42,5571.9,
RB1328,6290.0,True,exact,0.3435,dims_scaled,355507.57,355507.57,0.4601,,592512.62,18014.16,15307.16,15000,52181.86,21916.38,
RB1336,1523.0,True,exact,0.1141,dims_scaled,116212.07,116212.07,0.9713,,193686.78,5888.66,5003.77,15000,14908.42,6261.54,
RB1327,2615.0,True,exact,0.1923,dims_scaled,171028.66,171028.66,0.6896,,285047.77,8666.3,7364.02,15000,23446.83,9847.67,
RB1329,6353.0,True,exact,0.441,dims_scaled,358670.07,358670.07,0.4585,,597783.45,18174.41,15443.33,15000,52674.47,22123.28,
RB1337,454.0,True,exact,0.009,dims_scaled,61507.33,62550.05,2.5,capped,102512.22,3116.68,2648.33,15000,6549.85,2750.94,
RB1338,454.0,True,exact,0.0108,dims_scaled,61507.33,62550.05,2.5,capped,102512.22,3116.68,2648.33,15000,6549.85,2750.94,
RB1330,1218.0,True,exact,0.1283,dims_scaled,100901.58,100901.58,1.1402,,168169.3,5112.85,4344.54,15000,12523.61,5259.92,
RB1345,531.0,True,exact,0.0073,dims_scaled,57551.35,66415.31,1.8,capped,95918.92,2916.22,2478.0,15000,7151.92,3003.81,
RB1346,384.0,True,exact,0.0142,dims_scaled,52023.82,59036.17,2.5,capped,86706.37,2636.13,2240.0,15000,6002.52,2521.06,
RB1334,1342.0,True,exact,0.1296,dims_scaled,107126.18,107126.18,1.0622,,178543.63,5428.26,4612.55,15000,13493.17,5667.13,
RB1333,6492.0,True,exact,1.176,dims_scaled,365647.64,365647.64,0.4551,,609412.73,18527.97,15743.76,15000,53761.31,22579.75,
RB1331,589.0,True,exact,0.3249,dims_scaled,63837.56,69326.82,1.8,capped,106395.93,3234.75,2748.67,15000,7605.42,3194.28,
RB1935,1860.0,True,exact,0.027,dims_scaled,133128.91,133128.91,0.8491,,221881.52,6745.86,5732.16,15000,17543.44,7368.25,
RB1936,1700.0,True,exact,0.027,dims_scaled,125097.18,125097.18,0.9011,,208495.3,6338.88,5386.33,15000,16292.4,6842.81,
RB1939,655.0,True,exact,0.0506,dims_scaled,70990.84,72639.91,1.8,capped,118318.07,3597.22,3056.67,15000,8121.48,3411.02,
RB1938,520.0,True,exact,0.0261,dims_scaled,56359.14,65863.14,1.8,capped,93931.9,2855.81,2426.67,15000,7065.91,2967.68,
RB1339,1293.0,True,exact,0.1485,dims_scaled,104666.46,104666.46,1.0913,,174444.1,5303.62,4506.64,15000,13110.04,5506.22,
RB1940,610.0,True,exact,0.0216,dims_scaled,66113.61,70380.99,1.8,capped,110189.35,3350.09,2846.67,15000,7769.62,3263.24,
RB1341,629.0,True,exact,0.0349,dims_scaled,68172.88,71334.75,1.8,capped,113621.47,3454.43,2935.33,15000,7918.19,3325.64,
RB1342,547.0,True,exact,0.0225,dims_scaled,59285.48,67218.49,1.8,capped,98809.13,3004.09,2552.67,15000,7277.02,3056.35,
RB1340,709.0,True,exact,0.0506,dims_scaled,75350.62,75350.62,1.7456,,125584.37,3818.14,3244.39,15000,8543.71,3588.36,
RB1343,731.0,True,exact,0.1521,dims_scaled,76454.99,76454.99,1.702,,127424.98,3874.1,3291.94,15000,8715.73,3660.61,
RB1344,1572.0,True,exact,0.8649,dims_scaled,118671.79,118671.79,0.9503,,197786.32,6013.3,5109.67,15000,15291.56,6422.45,
RB1931,830.0,True,exact,0.0628,dims_scaled,81424.62,81424.62,1.5344,,135707.7,4125.92,3505.92,15000,9489.82,3985.72,
RB1932,830.0,True,exact,0.054,dims_scaled,81424.62,81424.62,1.5344,,135707.7,4125.92,3505.92,15000,9489.82,3985.72,
RB1933,830.0,True,exact,0.0628,dims_scaled,81424.62,81424.62,1.5344,,135707.7,4125.92,3505.92,15000,9489.82,3985.72,
RB1934,830.0,True,exact,0.0628,dims_scaled,81424.62,81424.62,1.5344,,135707.7,4125.92,3505.92,15000,9489.82,3985.72,
RB1937,2856.0,True,exact,0.2993,dims_scaled,183126.47,183126.47,0.6565,,305210.78,9279.32,7884.91,15000,25331.23,10639.11,
RB1290,1250.0,True,exact,0.1558,dims_scaled,102507.93,102507.93,1.1186,,170846.55,5194.25,4413.7,15000,12773.82,5365.0,
RB1291,1993.0,True,exact,0.2768,dims_scaled,139805.3,139805.3,0.8122,,233008.83,7084.17,6019.62,15000,18583.38,7805.02,
RB1292,2213.0,True,exact,0.459,dims_scaled,150848.93,150848.93,0.761,,251414.88,7643.76,6495.13,15000,20303.57,8527.5,
RB1293,2567.0,True,exact,0.6839,dims_scaled,168619.15,168619.15,0.697,,281031.92,8544.21,7260.27,15000,23071.52,9690.04,
RB1294,2730.0,True,exact,0.9529,dims_scaled,176801.47,176801.47,0.6731,,294669.12,8958.82,7612.58,15000,24346.02,10225.33,
RB1295,1769.0,True,exact,0.0727,dims_scaled,128560.86,128560.86,0.8775,,214268.1,6514.39,5535.47,15000,16831.91,7069.4,
RB1296,1846.0,True,exact,0.0891,dims_scaled,132426.14,132426.14,0.8533,,220710.23,6710.25,5701.9,15000,17433.98,7322.27,
RB1297,1933.0,True,exact,0.1056,dims_scaled,136793.4,136793.4,0.8282,,227989.0,6931.55,5889.94,15000,18114.24,7607.98,
RB1298,2036.0,True,exact,0.122,dims_scaled,141963.82,141963.82,0.8013,,236606.37,7193.54,6112.56,15000,18919.6,7946.23,
RB1299,2235.0,True,exact,0.1381,dims_scaled,151953.3,151953.3,0.7564,,253255.5,7699.72,6542.68,15000,20475.59,8599.75,
RB1361,414.0,True,exact,0.0237,dims_scaled,56088.18,60542.12,2.5,capped,93480.3,2842.08,2415.0,15000,6237.09,2619.58,
RB1362,458.0,True,exact,0.0262,dims_scaled,62049.24,62750.84,2.5,capped,103415.4,3144.14,2671.67,15000,6581.13,2764.07,
RB1363,479.0,True,exact,0.0302,dims_scaled,63805.01,63805.01,2.4413,,106341.68,3233.11,2747.26,15000,6745.33,2833.04,
RB1364,872.0,True,exact,0.2065,dims_scaled,83532.96,83532.96,1.4748,,139221.6,4232.75,3596.7,15000,9818.22,4123.65,
RB1366,564.0,True,exact,0.0405,dims_scaled,61127.99,68071.87,1.8,capped,101879.98,3097.46,2632.0,15000,7409.95,3112.18,
RB1367,693.0,True,exact,0.0352,dims_scaled,74547.45,74547.45,1.7791,,124245.75,3777.44,3209.8,15000,8418.61,3535.81,
RB1368,683.0,True,exact,0.0356,dims_scaled,74025.56,74045.47,1.8,capped,123375.93,3751.0,3187.33,15000,8340.42,3502.97,
RB1370,641.0,True,exact,0.0308,dims_scaled,69473.48,71937.14,1.8,capped,115789.13,3520.34,2991.33,15000,8012.02,3365.05,
RB1375,723.0,True,exact,0.0459,dims_scaled,76053.4,76053.4,1.7175,,126755.67,3853.75,3274.65,15000,8653.18,3634.33,
RB1365,471.0,True,exact,0.0643,dims_scaled,63403.42,63403.42,2.4777,,105672.37,3212.76,2729.97,15000,6682.78,2806.77,
RB1369,1034.0,True,exact,0.0663,dims_scaled,91665.08,91665.08,1.2902,,152775.13,4644.82,3946.84,15000,11084.9,4655.66,
RB1372,1036.0,True,exact,0.0302,dims_scaled,91765.48,91765.48,1.2883,,152942.47,4649.91,3951.16,15000,11100.54,4662.23,
RB1373,1414.0,True,exact,0.0405,dims_scaled,110740.46,110740.46,1.0233,,184567.43,5611.4,4768.17,15000,14056.15,5903.58,
RB0700,479.0,True,exact,0.0304,dims_scaled,63805.01,63805.01,2.4413,,106341.68,3233.11,2747.26,15000,6745.33,2833.04,
RB1351,841.0,True,exact,0.3041,dims_scaled,81976.8,81976.8,1.5182,,136628.0,4153.9,3529.69,15000,9575.83,4021.85,
RB1352,1137.0,True,exact,0.3897,dims_scaled,96835.52,96835.52,1.2002,,161392.53,4906.82,4169.47,15000,11890.27,4993.91,
RB0514,436.0,True,exact,0.0225,dims_scaled,59068.71,61646.47,2.5,capped,98447.85,2993.11,2543.33,15000,6409.11,2691.83,
RB0510,436.0,True,exact,0.0505,dims_scaled,59068.71,61646.47,2.5,capped,98447.85,2993.11,2543.33,15000,6409.11,2691.83,
RB0511,796.0,True,exact,0.095,dims_scaled,79717.88,79717.88,1.5873,,132863.13,4039.44,3432.43,15000,9223.97,3874.07,
RB0512,1064.0,True,exact,0.1396,dims_scaled,93171.04,93171.04,1.2622,,155285.07,4721.13,4011.68,15000,11319.48,4754.18,
RB0513,1196.0,True,exact,0.4882,dims_scaled,99797.22,99797.22,1.1557,,166328.7,5056.89,4296.99,15000,12351.59,5187.67,
RB0517,2583.0,True,exact,2.2185,dims_scaled,169422.31,169422.31,0.6945,,282370.52,8584.91,7294.85,15000,23196.62,9742.58,
RB0515,2435.0,True,exact,7.8585,dims_scaled,196408.28,196408.28,1.0838,,327347.13,9952.33,8456.79,41803.21,27400.04,11508.02,
RB0520,2021.0,True,exact,1.5435,dims_scaled,141210.84,141210.84,0.8051,,235351.4,7155.39,6080.14,15000,18802.31,7896.97,
RB1421,723.0,True,exact,1.1739,dims_scaled,76053.4,76053.4,1.7175,,126755.67,3853.75,3274.65,15000,8653.18,3634.33,
RB0521-1,3804.0,False,flat_uplift,0.0,flat_uplift,213506.69,198782.09,0.45,floored,355844.48,10818.74,9193.0,0.0,0.0,0.0,
RB1422,1168.0,True,exact,1.6351,dims_scaled,98391.66,98391.66,1.1763,,163986.1,4985.67,4236.47,15000,12132.66,5095.72,
RB1423,1698.0,True,exact,1.5561,dims_scaled,124996.79,124996.79,0.9018,,208327.98,6333.79,5382.01,15000,16276.76,6836.24,
RB1424,1936.0,True,exact,2.9557,dims_scaled,137872.1,137872.1,0.8398,,229786.83,6986.21,5936.39,15722.82,18282.26,7678.55,
RB1491,1759.0,True,exact,2.4945,dims_scaled,128058.88,128058.88,0.8808,,213431.47,6488.96,5513.86,15000,16753.72,7036.56,
RB1492,2057.0,True,exact,2.4316,dims_scaled,143017.99,143017.99,0.7962,,238363.32,7246.96,6157.95,15000,19083.8,8015.2,
RB1494,2156.0,True,exact,2.9138,dims_scaled,148629.54,148629.54,0.781,,247715.9,7531.3,6399.57,15499.93,19957.87,8382.31,
RB1497,3193.0,True,exact,2.809,dims_scaled,200043.31,200043.31,0.6185,,333405.52,10136.53,8613.3,15000,27966.25,11745.82,
RB0541,859.0,True,exact,1.492,dims_scaled,82880.38,82880.38,1.4926,,138133.97,4199.69,3568.6,15000,9716.57,4080.96,
RB0542,1304.0,True,exact,2.1049,dims_scaled,105218.64,105218.64,1.0845,,175364.4,5331.6,4530.42,15000,13196.05,5542.34,
RB0543,1834.0,True,exact,2.133,dims_scaled,131823.76,131823.76,0.8569,,219706.27,6679.73,5675.96,15000,17340.15,7282.86,
RB0544,2140.0,True,exact,3.4756,dims_scaled,151663.58,151663.58,0.8309,,252772.63,7685.04,6530.21,18488.42,20430.46,8580.8,
RB0591,1963.0,True,exact,3.1842,dims_scaled,140788.15,140788.15,0.8529,,234646.92,7133.97,6061.94,16938.32,18736.47,7869.32,
RB0592,2261.0,True,exact,3.105,dims_scaled,155206.3,155206.3,0.7734,,258677.17,7864.56,6682.75,16517.02,20982.29,8812.56,
RB0594,2360.0,True,exact,3.834,dims_scaled,165155.17,165155.17,0.8079,,275258.62,8368.69,7111.12,20394.92,22531.96,9463.42,
RB0597,3397.0,True,exact,3.726,dims_scaled,216473.18,216473.18,0.6463,,360788.63,10969.05,9320.73,19820.42,30525.42,12820.68,
RB1227,819.0,True,exact,0.1386,dims_scaled,80872.45,80872.45,1.551,,134787.42,4097.94,3482.14,15000,9403.81,3949.6,
RB1228,746.0,True,exact,0.0945,dims_scaled,77207.96,77207.96,1.6737,,128679.93,3912.25,3324.36,15000,8833.02,3709.87,
RB1229,1318.0,True,exact,0.4914,dims_scaled,105921.41,105921.41,1.0762,,176535.68,5367.21,4560.68,15000,13305.52,5588.32,
RB0485,1190.0,True,exact,0.0792,dims_scaled,99496.03,99496.03,1.16,,165826.72,5041.63,4284.02,15000,12304.68,5167.96,
RB1250,1344.0,True,exact,0.2194,dims_scaled,107226.57,107226.57,1.0611,,178710.95,5433.35,4616.88,15000,13508.81,5673.7,
RB1286,1775.0,True,exact,0.405,dims_scaled,128862.06,128862.06,0.8755,,214770.1,6529.65,5548.44,15000,16878.83,7089.11,
RB1357,2048.0,True,exact,0.2515,dims_scaled,142566.21,142566.21,0.7984,,237610.35,7224.07,6138.5,15000,19013.43,7985.64,
RB1261,782.0,True,exact,0.1161,dims_scaled,79015.1,79015.1,1.6104,,131691.83,4003.83,3402.17,15000,9114.5,3828.09,
RB1289,714.0,True,exact,0.2362,dims_scaled,75601.61,75601.61,1.7355,,126002.68,3830.86,3255.19,15000,8582.81,3604.78,
RB1249,309.0,True,exact,0.0684,dims_scaled,41862.92,55271.29,2.5,capped,69771.53,2121.26,1802.5,15000,5416.09,2274.76,
RB1253,237.0,True,exact,0.054,dims_scaled,32108.45,51657.01,2.5,capped,53514.08,1626.99,1382.5,15000,4853.12,2038.31,
RB1272,621.0,True,exact,0.1687,dims_scaled,67305.82,70933.17,1.8,capped,112176.37,3410.5,2898.0,15000,7855.63,3299.37,
RB1258,1247.0,True,exact,0.0469,dims_scaled,102357.34,102357.34,1.1206,,170595.57,5186.62,4407.22,15000,12750.36,5355.15,
RB1259,634.0,True,exact,0.1053,dims_scaled,68714.8,71585.75,1.8,capped,114524.67,3481.89,2958.67,15000,7957.28,3342.06,
RB1260,722.0,True,exact,0.315,dims_scaled,76003.2,76003.2,1.7195,,126672.0,3851.21,3272.48,15000,8645.36,3631.05,
RB1251,43.0,False,flat_uplift,0.0,flat_uplift,2996.01,2247.01,0.8,floored,4993.35,151.81,129.0,0.0,0.0,0.0,
RB1269,604.0,True,exact,0.1375,dims_scaled,65463.31,70079.8,1.8,capped,109105.52,3317.13,2818.67,15000,7722.71,3243.54,
RB1270,692.0,True,exact,0.1178,dims_scaled,74497.26,74497.26,1.7812,,124162.1,3774.9,3207.64,15000,8410.79,3532.53,
RB1271,449.0,True,exact,0.09,dims_scaled,60829.94,62299.05,2.5,capped,101383.23,3082.35,2619.17,15000,6510.76,2734.52,
RB1252,177.0,True,exact,0.045,dims_scaled,23979.73,48645.1,2.5,capped,39966.22,1215.09,1032.5,15000,4383.97,1841.27,
RB1278,951.0,True,exact,0.1417,dims_scaled,87498.62,87498.62,1.3769,,145831.03,4433.7,3767.45,15000,10435.92,4383.09,
RB1287,730.0,True,exact,0.1543,dims_scaled,76404.79,76404.79,1.7039,,127341.32,3871.56,3289.78,15000,8707.91,3657.32,
RB1254,366.0,True,exact,0.072,dims_scaled,49585.2,58132.59,2.5,capped,82642.0,2512.56,2135.0,15000,5861.77,2461.95,
RB1255,247.0,True,exact,0.0522,dims_scaled,33463.24,52158.99,2.5,capped,55772.07,1695.64,1440.83,15000,4931.31,2071.15,
RB1256,471.0,True,exact,0.765,dims_scaled,63403.42,63403.42,2.4777,,105672.37,3212.76,2729.97,15000,6682.78,2806.77,
RB1257,686.0,True,exact,1.6443,dims_scaled,74196.06,74196.06,1.7942,,123660.1,3759.64,3194.67,15000,8363.87,3512.83,
RB1263,827.0,True,exact,0.4517,dims_scaled,81274.03,81274.03,1.5389,,135456.72,4118.29,3499.43,15000,9466.36,3975.87,
RB1280,1175.0,True,exact,3.0456,dims_scaled,100285.19,100285.19,1.2049,,167141.98,5081.62,4318.0,16201.04,12427.6,5219.59,
RB1273,1048.0,True,exact,1.8596,dims_scaled,92367.87,92367.87,1.277,,153946.45,4680.43,3977.1,15000,11194.37,4701.64,
RB1279,872.0,True,exact,0.4177,dims_scaled,83532.96,83532.96,1.4748,,139221.6,4232.75,3596.7,15000,9818.22,4123.65,
RB1283,1832.0,True,exact,1.0867,dims_scaled,131723.37,131723.37,0.8575,,219538.95,6674.64,5671.64,15000,17324.51,7276.29,
RB1274,1137.0,True,exact,1.1372,dims_scaled,96835.52,96835.52,1.2002,,161392.53,4906.82,4169.47,15000,11890.27,4993.91,
RB1266,635.0,True,exact,0.2281,dims_scaled,68823.18,71635.94,1.8,capped,114705.3,3487.38,2963.33,15000,7965.1,3345.34,
RB1264,428.0,True,exact,0.3196,dims_scaled,57984.88,61244.89,2.5,capped,96641.47,2938.19,2496.67,15000,6346.56,2665.55,
RB1265,575.0,True,exact,0.7843,dims_scaled,62320.2,68624.05,1.8,capped,103867.0,3157.87,2683.33,15000,7495.96,3148.3,
RB1267,961.0,True,exact,0.513,dims_scaled,88000.61,88000.61,1.3657,,146667.68,4459.14,3789.06,15000,10514.11,4415.93,
RB1284,1586.0,True,exact,0.4961,dims_scaled,119374.57,119374.57,0.9445,,198957.62,6048.91,5139.93,15000,15401.02,6468.43,
RB1262,1107.0,True,exact,0.8531,dims_scaled,95329.57,95329.57,1.2247,,158882.62,4830.51,4104.62,15000,11655.7,4895.39,
RB1380,1029.0,True,exact,0.2601,dims_scaled,91414.1,91414.1,1.2951,,152356.83,4632.1,3936.04,15000,11045.81,4639.24,
RB1288,835.0,True,exact,0.4429,dims_scaled,81675.62,81675.62,1.527,,136126.03,4138.64,3516.72,15000,9528.91,4002.14,
RB1275,1181.0,True,exact,1.3108,dims_scaled,99044.24,99044.24,1.1666,,165073.73,5018.74,4264.57,15000,12234.31,5138.41,
RB1276,879.0,True,exact,0.583,dims_scaled,83884.34,83884.34,1.4654,,139807.23,4250.56,3611.82,15000,9872.95,4146.64,
RB1281,1919.0,True,exact,1.8492,dims_scaled,136090.62,136090.62,0.8321,,226817.7,6895.94,5859.68,15000,18004.77,7562.0,
RB1282,1416.0,True,exact,0.2686,dims_scaled,110840.85,110840.85,1.0222,,184734.75,5616.49,4772.5,15000,14071.78,5910.15,
RB1285,629.0,True,exact,0.3813,dims_scaled,68172.88,71334.75,1.8,capped,113621.47,3454.43,2935.33,15000,7918.19,3325.64,
RB1277,961.0,True,exact,1.5076,dims_scaled,88000.61,88000.61,1.3657,,146667.68,4459.14,3789.06,15000,10514.11,4415.93,
RB1310,2155.0,True,exact,1.9558,dims_scaled,147937.42,147937.42,0.7735,,246562.37,7496.23,6369.77,15000,19850.07,8337.03,
RB1312,3910.0,True,exact,7.0489,dims_scaled,264921.09,264921.09,0.7504,,441535.15,13423.99,11406.76,37496.55,38071.82,15990.16,
RB1420,3549.0,True,exact,2.4247,dims_scaled,217913.92,217913.92,0.5863,,363189.87,11042.06,9382.76,15000,30749.83,12914.93,
RB1268,799.0,True,exact,0.1638,dims_scaled,79868.48,79868.48,1.5824,,133114.13,4047.07,3438.91,15000,9247.43,3883.92,
RB1353,777.0,True,exact,0.1377,dims_scaled,78764.11,78764.11,1.6188,,131273.52,3991.11,3391.36,15000,9075.41,3811.67,
RB1354,839.0,True,exact,0.2639,dims_scaled,81876.41,81876.41,1.5211,,136460.68,4148.81,3525.37,15000,9560.19,4015.28,
RB1355,1460.0,True,exact,0.5737,dims_scaled,113049.58,113049.58,1.0004,,188415.97,5728.41,4867.6,15000,14415.82,6054.65,
RB1356,1223.0,True,exact,0.5062,dims_scaled,101152.57,101152.57,1.1367,,168587.62,5125.57,4355.35,15000,12562.71,5276.34,
RB1359,520.0,True,exact,0.0729,dims_scaled,56359.14,65863.14,1.8,capped,93931.9,2855.81,2426.67,15000,7065.91,2967.68,
RB1360,719.0,True,exact,0.1633,dims_scaled,75852.61,75852.61,1.7255,,126421.02,3843.58,3266.0,15000,8621.9,3621.2,
RB1358,599.0,True,exact,0.1594,dims_scaled,64921.39,69828.8,1.8,capped,108202.32,3289.67,2795.33,15000,7683.61,3227.12,
RB1377,240.0,True,exact,0.0334,dims_scaled,32514.89,51807.6,2.5,capped,54191.48,1647.58,1400.0,15000,4876.57,2048.16,
RB1378,310.0,True,exact,0.6084,dims_scaled,41998.4,55321.49,2.5,capped,69997.33,2128.13,1808.33,15000,5423.91,2278.04,
RB1385H,4050.0,True,exact,0.0217,dims_scaled,243063.28,243063.28,0.5505,,405105.47,12316.42,10465.62,15000,34667.18,14560.21,
RB1386H,7215.0,True,exact,0.0811,dims_scaled,404955.51,401941.04,0.45,floored,674925.85,20519.76,17436.25,15000,59414.49,24954.09,
RB1385,4501.0,True,exact,0.025,dims_scaled,265702.73,265702.73,0.525,,442837.88,13463.6,11440.42,15000,38193.57,16041.3,
RB1386,8118.0,True,exact,0.1094,dims_scaled,455638.09,447270.14,0.45,floored,759396.82,23087.94,19618.5,15000,66475.1,27919.54,
RB1381,1943.0,True,exact,1.0826,dims_scaled,137295.38,137295.38,0.8255,,228825.63,6956.98,5911.55,15000,18192.43,7640.82,
RB1382,2315.0,True,exact,1.4271,dims_scaled,155969.16,155969.16,0.7405,,259948.6,7903.22,6715.6,15000,21101.12,8862.47,
RB1383,6125.0,True,exact,7.35,dims_scaled,378167.0,378167.0,0.5951,,630278.33,19162.35,16282.81,39098.25,55711.37,23398.78,
RB1319,7348.0,True,exact,16.146,dims_scaled,499638.24,499638.24,0.7566,,832730.4,25317.5,21513.02,85888.49,74632.12,31345.49,
RB1379,8001.0,True,exact,16.0524,dims_scaled,531778.44,531778.44,0.7171,,886297.4,26946.09,22896.89,85390.58,79638.39,33448.12,
RB1951,462.0,True,exact,0.0911,dims_scaled,62591.16,62951.63,2.5,capped,104318.6,3171.6,2695.0,15000,6612.4,2777.21,
RB1952,599.0,True,exact,0.2018,dims_scaled,64921.39,69828.8,1.8,capped,108202.32,3289.67,2795.33,15000,7683.61,3227.12,
RB1953,693.0,True,exact,0.1874,dims_scaled,74547.45,74547.45,1.7791,,124245.75,3777.44,3209.8,15000,8418.61,3535.81,
RB1954,515.0,True,exact,0.0378,dims_scaled,55817.22,65612.15,1.8,capped,93028.7,2828.35,2403.33,15000,7026.81,2951.26,
RB1955,641.0,True,exact,0.0342,dims_scaled,69473.48,71937.14,1.8,capped,115789.13,3520.34,2991.33,15000,8012.02,3365.05,
RB1956,667.0,True,exact,0.0855,dims_scaled,72291.43,73242.29,1.8,capped,120485.72,3663.13,3112.67,15000,8215.31,3450.43,
RB1957,924.0,True,exact,0.054,dims_scaled,86143.27,86143.27,1.4085,,143572.12,4365.02,3709.09,15000,10224.81,4294.42,
RB1958,1008.0,True,exact,0.2018,dims_scaled,90359.92,90359.92,1.3159,,150599.87,4578.69,3890.65,15000,10881.61,4570.28,
RB1959,1124.0,True,exact,0.1843,dims_scaled,96182.94,96182.94,1.2107,,160304.9,4873.75,4141.37,15000,11788.62,4951.22,
RB1960,1103.0,True,exact,0.36,dims_scaled,95128.78,95128.78,1.2281,,158547.97,4820.33,4095.98,15000,11624.42,4882.26,
RB1961,929.0,True,exact,0.8491,dims_scaled,86394.26,86394.26,1.4025,,143990.43,4377.74,3719.89,15000,10263.9,4310.84,
RB1962,1512.0,True,exact,0.1339,dims_scaled,115659.9,115659.9,0.9762,,192766.5,5860.68,4979.99,15000,14822.41,6225.41,
RB1218,1632.0,True,exact,0.387,dims_scaled,121683.69,121683.69,0.9262,,202806.15,6165.91,5239.36,15000,15760.7,6619.49,
RB1219,2755.0,True,exact,2.6712,dims_scaled,178056.43,178056.43,0.6697,,296760.72,9022.41,7666.61,15000,24541.5,10307.43,
RB1220,6582.0,True,exact,7.0173,dims_scaled,398835.23,398835.23,0.5654,,664725.38,20209.64,17172.73,37328.46,58930.72,24750.9,
RB1221,3363.0,True,exact,2.0972,dims_scaled,208577.02,208577.02,0.6023,,347628.37,10568.94,8980.74,15000,29295.49,12304.1,
RB1222,7156.0,True,exact,18.1545,dims_scaled,503718.66,503718.66,0.8185,,839531.1,25524.26,21688.71,96572.68,75267.7,31612.44,
RB1323,378.0,True,exact,0.007,dims_scaled,51210.95,58734.98,2.5,capped,85351.58,2594.94,2205.0,15000,5955.6,2501.35,
RB1224,8545.0,True,exact,37.506,dims_scaled,705619.25,705619.25,1.1333,,1176032.08,35754.89,30381.99,199512.79,106716.39,44820.89,
RB0490,360.0,True,exact,0.0149,dims_scaled,48772.33,57831.4,2.5,capped,81287.22,2471.37,2100.0,15000,5814.86,2442.24,
RB0492,431.0,True,exact,0.0755,dims_scaled,58391.32,61395.49,2.5,capped,97318.87,2958.78,2514.17,15000,6370.01,2675.41,
RB1347,1298.0,True,exact,0.6237,dims_scaled,104917.45,104917.45,1.0882,,174862.42,5316.34,4517.45,15000,13149.14,5522.64,
RB1321,777.0,True,exact,0.4115,dims_scaled,78764.11,78764.11,1.6188,,131273.52,3991.11,3391.36,15000,9075.41,3811.67,
RB1322,683.0,True,exact,0.8445,dims_scaled,74025.56,74045.47,1.8,capped,123375.93,3751.0,3187.33,15000,8340.42,3502.97,
RB1223,5171.0,True,exact,13.6629,dims_scaled,373396.31,373396.31,0.8655,,622327.18,18920.61,16077.4,72679.66,54968.27,23086.67,
RB1324,242.0,True,exact,0.007,dims_scaled,32785.85,51908.0,2.5,capped,54643.08,1661.31,1411.67,15000,4892.21,2054.73,
RB1348,1224.0,True,exact,1.0731,dims_scaled,101202.78,101202.78,1.136,,168671.3,5128.11,4357.51,15000,12570.53,5279.62,
RB1349,579.0,True,exact,0.2268,dims_scaled,62753.73,68824.84,1.8,capped,104589.55,3179.84,2702.0,15000,7527.23,3161.44,
